dens densu densd denss densp densn dense densv xmu xmd xms xm muu mud mus mup mun mue muv E Eq Eh El P Pq Ph Pl S Sq Sh Sl U Uq Uh Ul chi T
0.47669 0.648037 1.0463 0.278962 0.15146 0.310297 0.13918 0.0514957 25.9923 20.0397 399.745 169.216 408.033 499.034 499.034 1315.1 1406.1 311.895 220.894 550.635 793.355 483.871 43.1866 171.64 157.244 157.244 14.3955 0.47669 1.19773 0.271165 0.134935 555.322 793.355 483.871 47.8727 0.0761842 20.7312
0.476624 0.64791 1.04627 0.278924 0.151427 0.310303 0.139174 0.0514754 25.9981 20.0424 399.752 169.23 407.998 499.026 499.026 1315.02 1406.05 311.887 220.859 550.536 793.275 483.837 43.1807 171.612 157.219 157.219 14.3935 0.476624 1.19798 0.271232 0.134958 555.221 793.275 483.837 47.8664 0.0760015 20.7371
0.476558 0.647783 1.04624 0.278887 0.151394 0.310309 0.139168 0.0514551 26.0038 20.0451 399.76 169.244 407.963 499.018 499.018 1314.94 1406 311.88 220.825 550.436 793.195 483.803 43.1748 171.585 157.193 157.193 14.3915 0.476558 1.19822 0.2713 0.13498 555.121 793.195 483.803 47.86 0.0758189 20.7429
0.476492 0.647656 1.04621 0.278849 0.151361 0.310315 0.139162 0.0514348 26.0096 20.0479 399.767 169.258 407.929 499.011 499.011 1314.87 1405.95 311.873 220.791 550.336 793.116 483.77 43.1689 171.557 157.167 157.167 14.3896 0.476492 1.19847 0.271367 0.135003 555.021 793.116 483.77 47.8537 0.0756364 20.7488
0.476427 0.647529 1.04618 0.278812 0.151327 0.310321 0.139156 0.0514146 26.0154 20.0506 399.775 169.271 407.894 499.003 499.003 1314.79 1405.9 311.866 220.757 550.237 793.036 483.736 43.163 171.53 157.142 157.142 14.3876 0.476427 1.19872 0.271434 0.135025 554.921 793.036 483.736 47.8473 0.0754542 20.7547
0.476361 0.647402 1.04615 0.278774 0.151294 0.310327 0.13915 0.0513943 26.0211 20.0533 399.783 169.285 407.859 498.995 498.995 1314.71 1405.85 311.859 220.723 550.137 792.956 483.702 43.1571 171.502 157.116 157.116 14.3856 0.476361 1.19897 0.271501 0.135048 554.821 792.956 483.702 47.841 0.075272 20.7605
0.476295 0.647275 1.04612 0.278736 0.151261 0.310333 0.139144 0.0513741 26.0269 20.0561 399.79 169.299 407.825 498.988 498.988 1314.64 1405.8 311.852 220.689 550.038 792.876 483.668 43.1512 171.474 157.091 157.091 14.3837 0.476295 1.19921 0.271568 0.135071 554.721 792.876 483.668 47.8346 0.0750901 20.7664
0.47623 0.647148 1.0461 0.278699 0.151228 0.310339 0.139138 0.0513539 26.0326 20.0588 399.798 169.313 407.79 498.98 498.98 1314.56 1405.75 311.845 220.654 549.938 792.797 483.634 43.1454 171.447 157.065 157.065 14.3817 0.47623 1.19946 0.271635 0.135093 554.621 792.797 483.634 47.8283 0.0749083 20.7723
0.476164 0.647021 1.04607 0.278661 0.151195 0.310345 0.139132 0.0513337 26.0384 20.0615 399.805 169.327 407.755 498.972 498.972 1314.48 1405.7 311.837 220.62 549.839 792.717 483.6 43.1395 171.419 157.04 157.04 14.3798 0.476164 1.19971 0.271702 0.135116 554.522 792.717 483.6 47.822 0.0747267 20.7781
0.476099 0.646894 1.04604 0.278623 0.151162 0.310351 0.139126 0.0513135 26.0442 20.0643 399.813 169.341 407.721 498.965 498.965 1314.41 1405.65 311.83 220.586 549.74 792.637 483.566 43.1336 171.392 157.014 157.014 14.3778 0.476099 1.19995 0.271769 0.135138 554.422 792.637 483.566 47.8157 0.0745453 20.784
0.476033 0.646768 1.04601 0.278585 0.151128 0.310357 0.13912 0.0512933 26.0499 20.067 399.821 169.355 407.686 498.957 498.957 1314.33 1405.6 311.823 220.552 549.641 792.557 483.533 43.1278 171.364 156.989 156.989 14.3759 0.476033 1.2002 0.271836 0.135161 554.322 792.557 483.533 47.8094 0.074364 20.7898
0.475968 0.646641 1.04598 0.278548 0.151095 0.310363 0.139114 0.0512732 26.0557 20.0697 399.828 169.369 407.651 498.949 498.949 1314.25 1405.55 311.816 220.518 549.542 792.478 483.499 43.1219 171.337 156.963 156.963 14.3739 0.475968 1.20045 0.271903 0.135183 554.223 792.478 483.499 47.8031 0.0741829 20.7957
0.475903 0.646514 1.04595 0.27851 0.151062 0.310368 0.139108 0.051253 26.0615 20.0725 399.836 169.383 407.617 498.942 498.942 1314.18 1405.5 311.809 220.484 549.443 792.398 483.465 43.1161 171.309 156.937 156.937 14.372 0.475903 1.20069 0.271969 0.135206 554.123 792.398 483.465 47.7968 0.074002 20.8015
0.475837 0.646388 1.04592 0.278472 0.151029 0.310374 0.139102 0.0512329 26.0672 20.0752 399.843 169.396 407.582 498.934 498.934 1314.1 1405.45 311.802 220.45 549.344 792.318 483.431 43.1102 171.282 156.912 156.912 14.37 0.475837 1.20094 0.272036 0.135228 554.024 792.318 483.431 47.7905 0.0738212 20.8074
0.475772 0.646261 1.04589 0.278434 0.150996 0.31038 0.139096 0.0512128 26.073 20.078 399.851 169.41 407.548 498.926 498.926 1314.02 1405.4 311.794 220.416 549.245 792.238 483.397 43.1044 171.254 156.886 156.886 14.3681 0.475772 1.20119 0.272103 0.135251 553.925 792.238 483.397 47.7842 0.0736406 20.8132
0.475707 0.646135 1.04586 0.278396 0.150963 0.310386 0.13909 0.0511928 26.0788 20.0807 399.859 169.424 407.513 498.918 498.918 1313.94 1405.35 311.787 220.382 549.146 792.158 483.364 43.0986 171.227 156.861 156.861 14.3661 0.475707 1.20143 0.27217 0.135273 553.826 792.158 483.364 47.7779 0.0734601 20.8191
0.475642 0.646009 1.04584 0.278358 0.15093 0.310392 0.139084 0.0511727 26.0846 20.0835 399.866 169.438 407.479 498.911 498.911 1313.87 1405.3 311.78 220.348 549.048 792.079 483.33 43.0928 171.2 156.835 156.835 14.3642 0.475642 1.20168 0.272237 0.135296 553.726 792.079 483.33 47.7716 0.0732798 20.8249
0.475577 0.645882 1.04581 0.27832 0.150897 0.310398 0.139078 0.0511526 26.0903 20.0862 399.874 169.452 407.444 498.903 498.903 1313.79 1405.25 311.773 220.314 548.949 791.999 483.296 43.0869 171.172 156.81 156.81 14.3623 0.475577 1.20192 0.272303 0.135318 553.627 791.999 483.296 47.7653 0.0730997 20.8308
0.475511 0.645756 1.04578 0.278282 0.150864 0.310403 0.139072 0.0511326 26.0961 20.0889 399.882 169.466 407.41 498.895 498.895 1313.71 1405.2 311.766 220.28 548.85 791.919 483.262 43.0811 171.145 156.784 156.784 14.3603 0.475511 1.20217 0.27237 0.135341 553.528 791.919 483.262 47.759 0.0729198 20.8366
0.475446 0.64563 1.04575 0.278244 0.150831 0.310409 0.139066 0.0511126 26.1019 20.0917 399.889 169.48 407.375 498.887 498.887 1313.64 1405.15 311.759 220.246 548.752 791.839 483.228 43.0753 171.117 156.759 156.759 14.3584 0.475446 1.20241 0.272437 0.135363 553.429 791.839 483.228 47.7528 0.07274 20.8425
0.475382 0.645503 1.04572 0.278206 0.150798 0.310415 0.13906 0.0510926 26.1077 20.0944 399.897 169.494 407.341 498.88 498.88 1313.56 1405.1 311.752 220.212 548.654 791.759 483.195 43.0695 171.09 156.733 156.733 14.3564 0.475382 1.20266 0.272504 0.135386 553.331 791.759 483.195 47.7465 0.0725603 20.8483
0.475317 0.645377 1.04569 0.278168 0.150765 0.310421 0.139054 0.0510726 26.1134 20.0972 399.905 169.508 407.306 498.872 498.872 1313.48 1405.05 311.744 220.178 548.555 791.68 483.161 43.0637 171.062 156.708 156.708 14.3545 0.475317 1.2029 0.27257 0.135408 553.232 791.68 483.161 47.7402 0.0723809 20.8542
0.475252 0.645251 1.04566 0.27813 0.150732 0.310427 0.139048 0.0510527 26.1192 20.0999 399.912 169.522 407.272 498.864 498.864 1313.41 1405 311.737 220.145 548.457 791.6 483.127 43.0579 171.035 156.682 156.682 14.3526 0.475252 1.20315 0.272637 0.13543 553.133 791.6 483.127 47.734 0.0722015 20.86
0.475187 0.645125 1.04563 0.278092 0.150699 0.310432 0.139042 0.0510327 26.125 20.1027 399.92 169.535 407.237 498.856 498.856 1313.33 1404.95 311.73 220.111 548.359 791.52 483.093 43.0521 171.007 156.657 156.657 14.3507 0.475187 1.20339 0.272704 0.135453 553.035 791.52 483.093 47.7277 0.0720224 20.8659
0.475122 0.644999 1.0456 0.278053 0.150666 0.310438 0.139036 0.0510128 26.1308 20.1054 399.928 169.549 407.203 498.849 498.849 1313.25 1404.9 311.723 220.077 548.261 791.44 483.06 43.0464 170.98 156.631 156.631 14.3487 0.475122 1.20364 0.27277 0.135475 552.936 791.44 483.06 47.7215 0.0718434 20.8717
0.475057 0.644873 1.04557 0.278015 0.150634 0.310444 0.13903 0.0509929 26.1366 20.1082 399.935 169.563 407.168 498.841 498.841 1313.18 1404.85 311.716 220.043 548.163 791.36 483.026 43.0406 170.953 156.606 156.606 14.3468 0.475057 1.20388 0.272837 0.135498 552.838 791.36 483.026 47.7152 0.0716646 20.8775
0.474993 0.644747 1.04554 0.277977 0.150601 0.310449 0.139024 0.050973 26.1424 20.1109 399.943 169.577 407.134 498.833 498.833 1313.1 1404.8 311.709 220.009 548.065 791.281 482.992 43.0348 170.925 156.58 156.58 14.3449 0.474993 1.20412 0.272903 0.13552 552.739 791.281 482.992 47.709 0.0714859 20.8834
0.474928 0.644622 1.04552 0.277939 0.150568 0.310455 0.139018 0.0509531 26.1481 20.1137 399.951 169.591 407.099 498.825 498.825 1313.02 1404.75 311.702 219.975 547.967 791.201 482.958 43.029 170.898 156.555 156.555 14.343 0.474928 1.20437 0.27297 0.135542 552.641 791.201 482.958 47.7028 0.0713074 20.8892
0.474863 0.644496 1.04549 0.2779 0.150535 0.310461 0.139012 0.0509332 26.1539 20.1165 399.959 169.605 407.065 498.818 498.818 1312.95 1404.7 311.695 219.942 547.87 791.121 482.925 43.0233 170.87 156.529 156.529 14.341 0.474863 1.20461 0.273036 0.135565 552.543 791.121 482.925 47.6965 0.0711291 20.895
0.474799 0.64437 1.04546 0.277862 0.150502 0.310466 0.139006 0.0509134 26.1597 20.1192 399.966 169.619 407.03 498.81 498.81 1312.87 1404.65 311.687 219.908 547.772 791.041 482.891 43.0175 170.843 156.504 156.504 14.3391 0.474799 1.20486 0.273103 0.135587 552.445 791.041 482.891 47.6903 0.0709509 20.9009
0.474734 0.644244 1.04543 0.277824 0.150469 0.310472 0.139 0.0508936 26.1655 20.122 399.974 169.633 406.996 498.802 498.802 1312.79 1404.6 311.68 219.874 547.674 790.961 482.857 43.0118 170.816 156.478 156.478 14.3372 0.474734 1.2051 0.273169 0.13561 552.347 790.961 482.857 47.6841 0.0707729 20.9067
0.47467 0.644119 1.0454 0.277785 0.150437 0.310478 0.138994 0.0508737 26.1713 20.1247 399.982 169.647 406.962 498.794 498.794 1312.72 1404.55 311.673 219.84 547.577 790.881 482.823 43.006 170.788 156.453 156.453 14.3353 0.47467 1.20534 0.273236 0.135632 552.249 790.881 482.823 47.6779 0.070595 20.9125
0.474606 0.643993 1.04537 0.277747 0.150404 0.310483 0.138988 0.0508539 26.1771 20.1275 399.989 169.661 406.927 498.786 498.786 1312.64 1404.5 311.666 219.807 547.479 790.802 482.79 43.0003 170.761 156.428 156.428 14.3334 0.474606 1.20559 0.273302 0.135654 552.151 790.802 482.79 47.6717 0.0704173 20.9183
0.474541 0.643868 1.04534 0.277708 0.150371 0.310489 0.138982 0.0508342 26.1829 20.1303 399.997 169.675 406.893 498.779 498.779 1312.56 1404.45 311.659 219.773 547.382 790.722 482.756 42.9945 170.734 156.402 156.402 14.3315 0.474541 1.20583 0.273369 0.135677 552.053 790.722 482.756 47.6655 0.0702398 20.9242
0.474477 0.643742 1.04531 0.27767 0.150338 0.310494 0.138976 0.0508144 26.1887 20.133 400.005 169.689 406.858 498.771 498.771 1312.49 1404.4 311.652 219.739 547.285 790.642 482.722 42.9888 170.706 156.377 156.377 14.3295 0.474477 1.20607 0.273435 0.135699 551.955 790.642 482.722 47.6593 0.0700624 20.93
0.474413 0.643617 1.04528 0.277631 0.150306 0.3105 0.13897 0.0507947 26.1945 20.1358 400.013 169.702 406.824 498.763 498.763 1312.41 1404.35 311.645 219.706 547.187 790.562 482.688 42.9831 170.679 156.351 156.351 14.3276 0.474413 1.20632 0.273501 0.135721 551.857 790.562 482.688 47.6531 0.0698852 20.9358
0.474348 0.643491 1.04525 0.277593 0.150273 0.310506 0.138964 0.0507749 26.2003 20.1386 400.02 169.716 406.79 498.755 498.755 1312.33 1404.3 311.638 219.672 547.09 790.482 482.655 42.9773 170.652 156.326 156.326 14.3257 0.474348 1.20656 0.273568 0.135744 551.76 790.482 482.655 47.6469 0.0697081 20.9416
0.474284 0.643366 1.04522 0.277554 0.15024 0.310511 0.138959 0.0507552 26.2061 20.1413 400.028 169.73 406.755 498.747 498.747 1312.26 1404.25 311.63 219.638 546.993 790.402 482.621 42.9716 170.624 156.3 156.3 14.3238 0.474284 1.2068 0.273634 0.135766 551.662 790.402 482.621 47.6407 0.0695312 20.9475
0.47422 0.643241 1.04519 0.277516 0.150208 0.310517 0.138953 0.0507355 26.2119 20.1441 400.036 169.744 406.721 498.739 498.739 1312.18 1404.2 311.623 219.605 546.896 790.323 482.587 42.9659 170.597 156.275 156.275 14.3219 0.47422 1.20704 0.2737 0.135788 551.565 790.323 482.587 47.6345 0.0693545 20.9533
0.474156 0.643115 1.04516 0.277477 0.150175 0.310522 0.138947 0.0507158 26.2177 20.1469 400.044 169.758 406.687 498.732 498.732 1312.11 1404.15 311.616 219.571 546.799 790.243 482.554 42.9602 170.57 156.25 156.25 14.32 0.474156 1.20729 0.273767 0.135811 551.467 790.243 482.554 47.6283 0.0691779 20.9591
0.474092 0.64299 1.04513 0.277438 0.150142 0.310528 0.138941 0.0506962 26.2235 20.1496 400.051 169.772 406.652 498.724 498.724 1312.03 1404.1 311.609 219.538 546.702 790.163 482.52 42.9545 170.542 156.224 156.224 14.3181 0.474092 1.20753 0.273833 0.135833 551.37 790.163 482.52 47.6222 0.0690015 20.9649
0.474028 0.642865 1.0451 0.2774 0.15011 0.310533 0.138935 0.0506765 26.2293 20.1524 400.059 169.786 406.618 498.716 498.716 1311.95 1404.05 311.602 219.504 546.605 790.083 482.486 42.9488 170.515 156.199 156.199 14.3162 0.474028 1.20777 0.273899 0.135855 551.273 790.083 482.486 47.616 0.0688252 20.9707
0.473964 0.64274 1.04507 0.277361 0.150077 0.310539 0.138929 0.0506569 26.2351 20.1552 400.067 169.8 406.584 498.708 498.708 1311.88 1404 311.595 219.471 546.509 790.003 482.452 42.9431 170.488 156.173 156.173 14.3143 0.473964 1.20801 0.273965 0.135877 551.175 790.003 482.452 47.6098 0.0686491 20.9765
0.4739 0.642615 1.04504 0.277322 0.150044 0.310544 0.138923 0.0506373 26.2409 20.158 400.075 169.814 406.549 498.7 498.7 1311.8 1403.95 311.588 219.437 546.412 789.923 482.419 42.9374 170.46 156.148 156.148 14.3124 0.4739 1.20825 0.274032 0.1359 551.078 789.923 482.419 47.6037 0.0684731 20.9823
0.473836 0.64249 1.04501 0.277283 0.150012 0.31055 0.138917 0.0506176 26.2467 20.1607 400.083 169.828 406.515 498.692 498.692 1311.72 1403.9 311.581 219.403 546.315 789.843 482.385 42.9317 170.433 156.122 156.122 14.3105 0.473836 1.2085 0.274098 0.135922 550.981 789.843 482.385 47.5975 0.0682973 20.9882
0.473773 0.642365 1.04498 0.277245 0.149979 0.310555 0.138911 0.0505981 26.2525 20.1635 400.09 169.842 406.481 498.685 498.685 1311.65 1403.85 311.574 219.37 546.219 789.764 482.351 42.9261 170.406 156.097 156.097 14.3086 0.473773 1.20874 0.274164 0.135944 550.884 789.764 482.351 47.5914 0.0681217 20.994
0.473709 0.64224 1.04496 0.277206 0.149947 0.310561 0.138905 0.0505785 26.2583 20.1663 400.098 169.856 406.447 498.677 498.677 1311.57 1403.8 311.566 219.336 546.123 789.684 482.318 42.9204 170.378 156.072 156.072 14.3067 0.473709 1.20898 0.27423 0.135966 550.787 789.684 482.318 47.5852 0.0679462 20.9998
0.473645 0.642115 1.04493 0.277167 0.149914 0.310566 0.138899 0.0505589 26.2641 20.1691 400.106 169.87 406.412 498.669 498.669 1311.49 1403.75 311.559 219.303 546.026 789.604 482.284 42.9147 170.351 156.046 156.046 14.3048 0.473645 1.20922 0.274296 0.135989 550.691 789.604 482.284 47.5791 0.0677709 21.0056
0.473581 0.64199 1.0449 0.277128 0.149882 0.310571 0.138893 0.0505394 26.2699 20.1718 400.114 169.884 406.378 498.661 498.661 1311.42 1403.7 311.552 219.27 545.93 789.524 482.25 42.9091 170.324 156.021 156.021 14.303 0.473581 1.20946 0.274362 0.136011 550.594 789.524 482.25 47.573 0.0675957 21.0114
0.473518 0.641866 1.04487 0.277089 0.149849 0.310577 0.138887 0.0505199 26.2757 20.1746 400.122 169.897 406.344 498.653 498.653 1311.34 1403.65 311.545 219.236 545.834 789.444 482.217 42.9034 170.297 155.996 155.996 14.3011 0.473518 1.2097 0.274428 0.136033 550.497 789.444 482.217 47.5668 0.0674207 21.0172
0.473454 0.641741 1.04484 0.27705 0.149817 0.310582 0.138881 0.0505004 26.2816 20.1774 400.129 169.911 406.31 498.645 498.645 1311.26 1403.6 311.538 219.203 545.738 789.364 482.183 42.8977 170.269 155.97 155.97 14.2992 0.473454 1.20994 0.274494 0.136055 550.4 789.364 482.183 47.5607 0.0672458 21.023
0.473391 0.641616 1.04481 0.277011 0.149784 0.310588 0.138875 0.0504809 26.2874 20.1802 400.137 169.925 406.276 498.637 498.637 1311.19 1403.55 311.531 219.169 545.641 789.284 482.149 42.8921 170.242 155.945 155.945 14.2973 0.473391 1.21018 0.27456 0.136077 550.304 789.284 482.149 47.5546 0.0670711 21.0288
0.473327 0.641492 1.04478 0.276972 0.149752 0.310593 0.13887 0.0504614 26.2932 20.183 400.145 169.939 406.241 498.629 498.629 1311.11 1403.5 311.524 219.136 545.545 789.205 482.116 42.8864 170.215 155.919 155.919 14.2954 0.473327 1.21042 0.274626 0.1361 550.207 789.205 482.116 47.5485 0.0668965 21.0346
0.473264 0.641367 1.04475 0.276933 0.149719 0.310598 0.138864 0.050442 26.299 20.1858 400.153 169.953 406.207 498.621 498.621 1311.04 1403.45 311.517 219.102 545.45 789.125 482.082 42.8808 170.188 155.894 155.894 14.2935 0.473264 1.21066 0.274692 0.136122 550.111 789.125 482.082 47.5424 0.0667221 21.0404
0.4732 0.641243 1.04472 0.276894 0.149687 0.310604 0.138858 0.0504225 26.3048 20.1885 400.161 169.967 406.173 498.614 498.614 1310.96 1403.4 311.51 219.069 545.354 789.045 482.049 42.8752 170.16 155.869 155.869 14.2917 0.4732 1.2109 0.274758 0.136144 550.015 789.045 482.049 47.5363 0.0665479 21.0462
0.473137 0.641118 1.04469 0.276855 0.149655 0.310609 0.138852 0.0504031 26.3106 20.1913 400.169 169.981 406.139 498.606 498.606 1310.88 1403.35 311.503 219.036 545.258 788.965 482.015 42.8695 170.133 155.843 155.843 14.2898 0.473137 1.21114 0.274824 0.136166 549.919 788.965 482.015 47.5302 0.0663738 21.052
0.473074 0.640994 1.04466 0.276816 0.149622 0.310614 0.138846 0.0503837 26.3165 20.1941 400.177 169.995 406.105 498.598 498.598 1310.81 1403.3 311.496 219.002 545.162 788.885 481.981 42.8639 170.106 155.818 155.818 14.2879 0.473074 1.21138 0.27489 0.136188 549.822 788.885 481.981 47.5241 0.0661998 21.0578
0.473011 0.640869 1.04463 0.276777 0.14959 0.31062 0.13884 0.0503643 26.3223 20.1969 400.184 170.009 406.07 498.59 498.59 1310.73 1403.25 311.488 218.969 545.067 788.805 481.948 42.8583 170.079 155.793 155.793 14.286 0.473011 1.21162 0.274956 0.13621 549.726 788.805 481.948 47.518 0.0660261 21.0636
0.472947 0.640745 1.0446 0.276738 0.149557 0.310625 0.138834 0.0503449 26.3281 20.1997 400.192 170.023 406.036 498.582 498.582 1310.65 1403.2 311.481 218.936 544.971 788.725 481.914 42.8527 170.051 155.767 155.767 14.2842 0.472947 1.21186 0.275022 0.136232 549.63 788.725 481.914 47.5119 0.0658524 21.0693
0.472884 0.640621 1.04457 0.276699 0.149525 0.31063 0.138828 0.0503255 26.3339 20.2025 400.2 170.037 406.002 498.574 498.574 1310.58 1403.15 311.474 218.902 544.875 788.645 481.88 42.8471 170.024 155.742 155.742 14.2823 0.472884 1.2121 0.275088 0.136255 549.534 788.645 481.88 47.5058 0.0656789 21.0751
0.472821 0.640497 1.04454 0.276659 0.149493 0.310635 0.138822 0.0503062 26.3398 20.2053 400.208 170.051 405.968 498.566 498.566 1310.5 1403.1 311.467 218.869 544.78 788.565 481.847 42.8415 169.997 155.717 155.717 14.2804 0.472821 1.21234 0.275153 0.136277 549.438 788.565 481.847 47.4997 0.0655056 21.0809
0.472758 0.640373 1.04451 0.27662 0.14946 0.310641 0.138816 0.0502869 26.3456 20.2081 400.216 170.065 405.934 498.558 498.558 1310.43 1403.05 311.46 218.836 544.685 788.486 481.813 42.8359 169.97 155.691 155.691 14.2786 0.472758 1.21258 0.275219 0.136299 549.342 788.486 481.813 47.4936 0.0653324 21.0867
0.472695 0.640248 1.04448 0.276581 0.149428 0.310646 0.13881 0.0502675 26.3514 20.2109 400.224 170.079 405.9 498.55 498.55 1310.35 1403 311.453 218.803 544.589 788.406 481.78 42.8303 169.943 155.666 155.666 14.2767 0.472695 1.21282 0.275285 0.136321 549.247 788.406 481.78 47.4876 0.0651594 21.0925
0.472632 0.640124 1.04445 0.276541 0.149396 0.310651 0.138805 0.0502482 26.3573 20.2137 400.232 170.093 405.866 498.542 498.542 1310.27 1402.95 311.446 218.769 544.494 788.326 481.746 42.8247 169.916 155.641 155.641 14.2748 0.472632 1.21306 0.275351 0.136343 549.151 788.326 481.746 47.4815 0.0649865 21.0983
0.472569 0.64 1.04442 0.276502 0.149364 0.310656 0.138799 0.050229 26.3631 20.2165 400.24 170.107 405.832 498.534 498.534 1310.2 1402.9 311.439 218.736 544.399 788.246 481.712 42.8191 169.888 155.615 155.615 14.273 0.472569 1.2133 0.275416 0.136365 549.055 788.246 481.712 47.4754 0.0648138 21.1041
0.472506 0.639876 1.04439 0.276463 0.149331 0.310661 0.138793 0.0502097 26.3689 20.2193 400.247 170.121 405.798 498.526 498.526 1310.12 1402.85 311.432 218.703 544.304 788.166 481.679 42.8135 169.861 155.59 155.59 14.2711 0.472506 1.21354 0.275482 0.136387 548.96 788.166 481.679 47.4694 0.0646413 21.1098
0.472443 0.639752 1.04436 0.276423 0.149299 0.310667 0.138787 0.0501904 26.3747 20.2221 400.255 170.135 405.763 498.518 498.518 1310.05 1402.8 311.425 218.67 544.209 788.086 481.645 42.8079 169.834 155.565 155.565 14.2692 0.472443 1.21377 0.275548 0.136409 548.864 788.086 481.645 47.4633 0.0644688 21.1156
0.47238 0.639629 1.04433 0.276384 0.149267 0.310672 0.138781 0.0501712 26.3806 20.2249 400.263 170.149 405.729 498.51 498.51 1309.97 1402.75 311.418 218.637 544.114 788.006 481.612 42.8023 169.807 155.539 155.539 14.2674 0.47238 1.21401 0.275613 0.136431 548.769 788.006 481.612 47.4573 0.0642966 21.1214
0.472318 0.639505 1.0443 0.276345 0.149235 0.310677 0.138775 0.050152 26.3864 20.2277 400.271 170.162 405.695 498.502 498.502 1309.89 1402.7 311.411 218.604 544.019 787.926 481.578 42.7968 169.78 155.514 155.514 14.2655 0.472318 1.21425 0.275679 0.136453 548.674 787.926 481.578 47.4512 0.0641245 21.1272
0.472255 0.639381 1.04427 0.276305 0.149202 0.310682 0.138769 0.0501328 26.3923 20.2305 400.279 170.176 405.661 498.494 498.494 1309.82 1402.65 311.403 218.57 543.924 787.846 481.544 42.7912 169.753 155.489 155.489 14.2637 0.472255 1.21449 0.275745 0.136475 548.578 787.846 481.544 47.4452 0.0639525 21.1329
0.472192 0.639257 1.04424 0.276266 0.14917 0.310687 0.138763 0.0501136 26.3981 20.2333 400.287 170.19 405.627 498.486 498.486 1309.74 1402.6 311.396 218.537 543.83 787.766 481.511 42.7856 169.725 155.464 155.464 14.2618 0.472192 1.21473 0.27581 0.136497 548.483 787.766 481.511 47.4392 0.0637807 21.1387
