dens densu densd denss densp densn dense densv xmu xmd xms xm muu mud mus mup mun mue muv E Eq Eh El P Pq Ph Pl S Sq Sh Sl U Uq Uh Ul chi T
0.535412 0.711711 1.0767 0.516368 0.171309 0.347285 0.15596 0.0582045 22.4448 17.628 358.242 150.565 447.942 541.859 541.859 1437.74 1531.66 323.712 229.795 645.566 994.595 566.241 50.4704 235.547 218.723 218.723 16.8234 0.535412 1.41639 0.305198 0.155363 651.033 994.595 566.241 55.9368 0.0673614 22.0937
0.535346 0.711591 1.07668 0.51633 0.171273 0.347294 0.155956 0.0581823 22.4488 17.6297 358.249 150.575 447.906 541.852 541.852 1437.66 1531.61 323.706 229.76 645.458 994.515 566.205 50.4644 235.515 218.694 218.694 16.8214 0.535346 1.41666 0.305261 0.155384 650.924 994.515 566.205 55.9304 0.0672142 22.099
0.535281 0.71147 1.07666 0.516293 0.171237 0.347304 0.155952 0.0581602 22.4528 17.6314 358.256 150.586 447.87 541.845 541.845 1437.59 1531.56 323.701 229.726 645.349 994.434 566.168 50.4585 235.484 218.665 218.665 16.8194 0.535281 1.41692 0.305324 0.155405 650.815 994.434 566.168 55.924 0.0670671 22.1043
0.535215 0.71135 1.07664 0.516256 0.171201 0.347313 0.155948 0.0581381 22.4568 17.633 358.263 150.596 447.834 541.838 541.838 1437.51 1531.51 323.696 229.692 645.241 994.353 566.132 50.4525 235.453 218.636 218.636 16.8174 0.535215 1.41719 0.305387 0.155426 650.706 994.353 566.132 55.9177 0.0669201 22.1097
0.535149 0.711229 1.07661 0.516218 0.171165 0.347322 0.155944 0.0581161 22.4608 17.6347 358.27 150.606 447.799 541.831 541.831 1437.43 1531.46 323.69 229.658 645.133 994.273 566.095 50.4465 235.422 218.606 218.606 16.8154 0.535149 1.41745 0.30545 0.155448 650.597 994.273 566.095 55.9113 0.0667732 22.115
0.535083 0.711109 1.07659 0.51618 0.171129 0.347331 0.155939 0.058094 22.4648 17.6364 358.277 150.617 447.763 541.824 541.824 1437.35 1531.41 323.685 229.624 645.025 994.192 566.059 50.4405 235.391 218.577 218.577 16.8135 0.535083 1.41771 0.305512 0.155469 650.489 994.192 566.059 55.9049 0.0666264 22.1204
0.535017 0.710988 1.07657 0.516143 0.171093 0.34734 0.155935 0.0580719 22.4688 17.6381 358.284 150.627 447.727 541.816 541.816 1437.27 1531.36 323.679 229.59 644.916 994.112 566.023 50.4346 235.359 218.548 218.548 16.8115 0.535017 1.41798 0.305575 0.15549 650.38 994.112 566.023 55.8985 0.0664797 22.1257
0.534952 0.710868 1.07655 0.516105 0.171057 0.347349 0.155931 0.0580499 22.4728 17.6398 358.291 150.638 447.691 541.809 541.809 1437.19 1531.31 323.674 229.556 644.808 994.031 565.986 50.4286 235.328 218.519 218.519 16.8095 0.534952 1.41824 0.305638 0.155511 650.272 994.031 565.986 55.8922 0.0663331 22.131
0.534886 0.710748 1.07652 0.516068 0.171021 0.347359 0.155927 0.0580279 22.4768 17.6415 358.299 150.648 447.655 541.802 541.802 1437.11 1531.26 323.669 229.522 644.7 993.95 565.95 50.4227 235.297 218.49 218.49 16.8075 0.534886 1.41851 0.305701 0.155532 650.163 993.95 565.95 55.8858 0.0661866 22.1364
0.534821 0.710628 1.0765 0.51603 0.170985 0.347368 0.155922 0.0580059 22.4809 17.6432 358.306 150.659 447.62 541.795 541.795 1437.03 1531.21 323.663 229.488 644.592 993.87 565.913 50.4167 235.266 218.46 218.46 16.8055 0.534821 1.41877 0.305763 0.155554 650.055 993.87 565.913 55.8794 0.0660402 22.1417
0.534755 0.710507 1.07648 0.515992 0.170949 0.347377 0.155918 0.0579839 22.4849 17.6449 358.313 150.669 447.584 541.788 541.788 1436.96 1531.16 323.658 229.454 644.484 993.789 565.877 50.4108 235.235 218.431 218.431 16.8035 0.534755 1.41904 0.305826 0.155575 649.947 993.789 565.877 55.8731 0.0658939 22.147
0.534689 0.710387 1.07645 0.515954 0.170913 0.347386 0.155914 0.0579619 22.4889 17.6466 358.32 150.68 447.548 541.781 541.781 1436.88 1531.11 323.653 229.42 644.377 993.708 565.841 50.4048 235.204 218.402 218.402 16.8015 0.534689 1.4193 0.305889 0.155596 649.839 993.708 565.841 55.8667 0.0657477 22.1524
0.534624 0.710267 1.07643 0.515917 0.170877 0.347395 0.15591 0.0579399 22.4929 17.6483 358.327 150.69 447.512 541.774 541.774 1436.8 1531.06 323.647 229.386 644.269 993.628 565.804 50.3989 235.172 218.373 218.373 16.7996 0.534624 1.41957 0.305952 0.155617 649.73 993.628 565.804 55.8604 0.0656017 22.1577
0.534558 0.710147 1.07641 0.515879 0.170841 0.347404 0.155905 0.057918 22.4969 17.6499 358.334 150.701 447.477 541.767 541.767 1436.72 1531.01 323.642 229.352 644.161 993.547 565.768 50.3929 235.141 218.344 218.344 16.7976 0.534558 1.41983 0.306014 0.155639 649.622 993.547 565.768 55.854 0.0654557 22.163
0.534493 0.710027 1.07639 0.515841 0.170805 0.347413 0.155901 0.0578961 22.5009 17.6516 358.342 150.711 447.441 541.759 541.759 1436.64 1530.96 323.636 229.318 644.054 993.466 565.731 50.387 235.11 218.315 218.315 16.7956 0.534493 1.42009 0.306077 0.15566 649.514 993.466 565.731 55.8477 0.0653099 22.1684
0.534428 0.709907 1.07636 0.515803 0.170769 0.347422 0.155897 0.0578742 22.5049 17.6533 358.349 150.722 447.405 541.752 541.752 1436.56 1530.91 323.631 229.284 643.946 993.386 565.695 50.3811 235.079 218.285 218.285 16.7936 0.534428 1.42036 0.30614 0.155681 649.406 993.386 565.695 55.8413 0.0651641 22.1737
0.534362 0.709787 1.07634 0.515765 0.170733 0.347431 0.155893 0.0578523 22.5089 17.655 358.356 150.732 447.37 541.745 541.745 1436.48 1530.86 323.626 229.25 643.839 993.305 565.659 50.3752 235.048 218.256 218.256 16.7917 0.534362 1.42062 0.306202 0.155702 649.299 993.305 565.659 55.835 0.0650184 22.179
0.534297 0.709667 1.07632 0.515728 0.170697 0.34744 0.155888 0.0578304 22.5129 17.6567 358.363 150.743 447.334 541.738 541.738 1436.41 1530.81 323.62 229.216 643.731 993.224 565.622 50.3692 235.017 218.227 218.227 16.7897 0.534297 1.42089 0.306265 0.155723 649.191 993.224 565.622 55.8287 0.0648729 22.1844
0.534232 0.709547 1.0763 0.51569 0.170661 0.347449 0.155884 0.0578085 22.517 17.6584 358.37 150.753 447.298 541.731 541.731 1436.33 1530.76 323.615 229.182 643.624 993.144 565.586 50.3633 234.986 218.198 218.198 16.7877 0.534232 1.42115 0.306328 0.155745 649.083 993.144 565.586 55.8223 0.0647275 22.1897
0.534167 0.709427 1.07627 0.515652 0.170625 0.347458 0.15588 0.0577867 22.521 17.6601 358.378 150.764 447.263 541.724 541.724 1436.25 1530.71 323.609 229.148 643.517 993.063 565.55 50.3574 234.955 218.169 218.169 16.7857 0.534167 1.42141 0.30639 0.155766 648.975 993.063 565.55 55.816 0.0645821 22.195
0.534101 0.709308 1.07625 0.515614 0.170589 0.347467 0.155876 0.0577648 22.525 17.6618 358.385 150.774 447.227 541.717 541.717 1436.17 1530.66 323.604 229.114 643.409 992.982 565.513 50.3515 234.923 218.14 218.14 16.7838 0.534101 1.42168 0.306453 0.155787 648.868 992.982 565.513 55.8097 0.0644369 22.2003
0.534036 0.709188 1.07623 0.515576 0.170553 0.347476 0.155871 0.057743 22.529 17.6635 358.392 150.785 447.191 541.709 541.709 1436.09 1530.61 323.599 229.08 643.302 992.902 565.477 50.3456 234.892 218.111 218.111 16.7818 0.534036 1.42194 0.306515 0.155808 648.76 992.902 565.477 55.8034 0.0642917 22.2057
0.533971 0.709068 1.0762 0.515538 0.170517 0.347485 0.155867 0.0577212 22.533 17.6652 358.399 150.795 447.156 541.702 541.702 1436.01 1530.56 323.593 229.047 643.195 992.821 565.44 50.3397 234.861 218.081 218.081 16.7798 0.533971 1.4222 0.306578 0.155829 648.653 992.821 565.44 55.7971 0.0641467 22.211
0.533906 0.708948 1.07618 0.5155 0.170482 0.347494 0.155863 0.0576994 22.537 17.6669 358.406 150.806 447.12 541.695 541.695 1435.93 1530.51 323.588 229.013 643.088 992.74 565.404 50.3338 234.83 218.052 218.052 16.7779 0.533906 1.42247 0.306641 0.15585 648.545 992.74 565.404 55.7907 0.0640018 22.2163
0.533841 0.708829 1.07616 0.515462 0.170446 0.347503 0.155859 0.0576776 22.5411 17.6686 358.414 150.816 447.084 541.688 541.688 1435.86 1530.46 323.582 228.979 642.981 992.66 565.368 50.3279 234.799 218.023 218.023 16.7759 0.533841 1.42273 0.306703 0.155872 648.438 992.66 565.368 55.7844 0.063857 22.2217
0.533776 0.708709 1.07614 0.515424 0.17041 0.347512 0.155855 0.0576559 22.5451 17.6703 358.421 150.827 447.049 541.681 541.681 1435.78 1530.41 323.577 228.945 642.874 992.579 565.331 50.322 234.768 217.994 217.994 16.774 0.533776 1.42299 0.306766 0.155893 648.33 992.579 565.331 55.7781 0.0637122 22.227
0.533711 0.70859 1.07611 0.515385 0.170374 0.347521 0.15585 0.0576341 22.5491 17.672 358.428 150.837 447.013 541.673 541.673 1435.7 1530.36 323.572 228.911 642.768 992.498 565.295 50.3162 234.737 217.965 217.965 16.772 0.533711 1.42326 0.306828 0.155914 648.223 992.498 565.295 55.7718 0.0635676 22.2323
0.533646 0.70847 1.07609 0.515347 0.170338 0.34753 0.155846 0.0576124 22.5531 17.6737 358.435 150.848 446.977 541.666 541.666 1435.62 1530.31 323.566 228.877 642.661 992.418 565.259 50.3103 234.706 217.936 217.936 16.77 0.533646 1.42352 0.306891 0.155935 648.116 992.418 565.259 55.7655 0.0634231 22.2376
0.533581 0.708351 1.07607 0.515309 0.170303 0.347539 0.155842 0.0575907 22.5571 17.6754 358.443 150.858 446.942 541.659 541.659 1435.54 1530.26 323.561 228.844 642.554 992.337 565.222 50.3044 234.675 217.907 217.907 16.7681 0.533581 1.42378 0.306953 0.155956 648.009 992.337 565.222 55.7593 0.0632787 22.243
0.533516 0.708231 1.07604 0.515271 0.170267 0.347548 0.155838 0.057569 22.5612 17.6771 358.45 150.869 446.906 541.652 541.652 1435.46 1530.21 323.556 228.81 642.448 992.256 565.186 50.2986 234.644 217.878 217.878 16.7661 0.533516 1.42405 0.307016 0.155977 647.902 992.256 565.186 55.753 0.0631344 22.2483
0.533452 0.708112 1.07602 0.515233 0.170231 0.347557 0.155833 0.0575473 22.5652 17.6788 358.457 150.879 446.871 541.645 541.645 1435.39 1530.16 323.55 228.776 642.341 992.176 565.15 50.2927 234.613 217.849 217.849 16.7642 0.533452 1.42431 0.307078 0.155998 647.795 992.176 565.15 55.7467 0.0629902 22.2536
0.533387 0.707992 1.076 0.515195 0.170196 0.347565 0.155829 0.0575256 22.5692 17.6805 358.464 150.89 446.835 541.637 541.637 1435.31 1530.11 323.545 228.742 642.234 992.095 565.114 50.2868 234.582 217.82 217.82 16.7622 0.533387 1.42457 0.307141 0.15602 647.688 992.095 565.114 55.7404 0.0628461 22.2589
0.533322 0.707873 1.07597 0.515156 0.17016 0.347574 0.155825 0.0575039 22.5732 17.6822 358.472 150.9 446.8 541.63 541.63 1435.23 1530.06 323.539 228.709 642.128 992.014 565.077 50.281 234.551 217.79 217.79 16.7603 0.533322 1.42483 0.307203 0.156041 647.581 992.014 565.077 55.7341 0.0627021 22.2643
0.533257 0.707754 1.07595 0.515118 0.170124 0.347583 0.155821 0.0574823 22.5772 17.6839 358.479 150.91 446.764 541.623 541.623 1435.15 1530.01 323.534 228.675 642.022 991.934 565.041 50.2751 234.52 217.761 217.761 16.7583 0.533257 1.4251 0.307266 0.156062 647.474 991.934 565.041 55.7278 0.0625582 22.2696
0.533193 0.707634 1.07593 0.51508 0.170089 0.347592 0.155816 0.0574607 22.5813 17.6857 358.486 150.921 446.728 541.616 541.616 1435.07 1529.96 323.529 228.641 641.915 991.853 565.005 50.2693 234.489 217.732 217.732 16.7564 0.533193 1.42536 0.307328 0.156083 647.368 991.853 565.005 55.7216 0.0624144 22.2749
0.533128 0.707515 1.07591 0.515041 0.170053 0.347601 0.155812 0.0574391 22.5853 17.6874 358.493 150.931 446.693 541.609 541.609 1434.99 1529.91 323.523 228.607 641.809 991.772 564.968 50.2634 234.458 217.703 217.703 16.7544 0.533128 1.42562 0.307391 0.156104 647.261 991.772 564.968 55.7153 0.0622707 22.2802
0.533063 0.707396 1.07588 0.515003 0.170017 0.34761 0.155808 0.0574175 22.5893 17.6891 358.501 150.942 446.657 541.601 541.601 1434.92 1529.86 323.518 228.574 641.703 991.692 564.932 50.2576 234.427 217.674 217.674 16.7525 0.533063 1.42588 0.307453 0.156125 647.154 991.692 564.932 55.709 0.0621271 22.2855
0.532999 0.707277 1.07586 0.514965 0.169982 0.347618 0.155804 0.0573959 22.5933 17.6908 358.508 150.952 446.622 541.594 541.594 1434.84 1529.81 323.512 228.54 641.597 991.611 564.896 50.2518 234.396 217.645 217.645 16.7505 0.532999 1.42615 0.307516 0.156146 647.048 991.611 564.896 55.7028 0.0619836 22.2909
0.532934 0.707158 1.07584 0.514926 0.169946 0.347627 0.155799 0.0573743 22.5974 17.6925 358.515 150.963 446.586 541.587 541.587 1434.76 1529.76 323.507 228.506 641.491 991.53 564.86 50.2459 234.365 217.616 217.616 16.7486 0.532934 1.42641 0.307578 0.156167 646.941 991.53 564.86 55.6965 0.0618402 22.2962
0.53287 0.707039 1.07581 0.514888 0.169911 0.347636 0.155795 0.0573527 22.6014 17.6942 358.522 150.973 446.551 541.58 541.58 1434.68 1529.71 323.502 228.473 641.385 991.45 564.823 50.2401 234.334 217.587 217.587 16.7466 0.53287 1.42667 0.307641 0.156189 646.835 991.45 564.823 55.6903 0.0616969 22.3015
0.532805 0.70692 1.07579 0.514849 0.169875 0.347645 0.155791 0.0573312 22.6054 17.6959 358.53 150.984 446.515 541.572 541.572 1434.6 1529.66 323.496 228.439 641.279 991.369 564.787 50.2343 234.303 217.558 217.558 16.7447 0.532805 1.42693 0.307703 0.15621 646.729 991.369 564.787 55.684 0.0615537 22.3068
0.532741 0.706801 1.07577 0.514811 0.169839 0.347653 0.155787 0.0573097 22.6095 17.6976 358.537 150.994 446.48 541.565 541.565 1434.52 1529.61 323.491 228.405 641.173 991.288 564.751 50.2285 234.272 217.529 217.529 16.7428 0.532741 1.4272 0.307765 0.156231 646.622 991.288 564.751 55.6778 0.0614106 22.3121
0.532677 0.706682 1.07574 0.514772 0.169804 0.347662 0.155782 0.0572882 22.6135 17.6993 358.544 151.005 446.444 541.558 541.558 1434.45 1529.56 323.485 228.372 641.067 991.207 564.715 50.2227 234.241 217.5 217.5 16.7408 0.532677 1.42746 0.307828 0.156252 646.516 991.207 564.715 55.6715 0.0612676 22.3175
0.532612 0.706563 1.07572 0.514734 0.169768 0.347671 0.155778 0.0572667 22.6175 17.701 358.552 151.015 446.409 541.551 541.551 1434.37 1529.51 323.48 228.338 640.962 991.127 564.678 50.2169 234.21 217.471 217.471 16.7389 0.532612 1.42772 0.30789 0.156273 646.41 991.127 564.678 55.6653 0.0611247 22.3228
0.532548 0.706444 1.0757 0.514695 0.169733 0.347679 0.155774 0.0572452 22.6216 17.7028 358.559 151.026 446.373 541.543 541.543 1434.29 1529.46 323.475 228.304 640.856 991.046 564.642 50.2111 234.179 217.442 217.442 16.737 0.532548 1.42798 0.307952 0.156294 646.304 991.046 564.642 55.6591 0.060982 22.3281
0.532484 0.706325 1.07567 0.514656 0.169697 0.347688 0.15577 0.0572237 22.6256 17.7045 358.566 151.036 446.338 541.536 541.536 1434.21 1529.41 323.469 228.271 640.75 990.965 564.606 50.2052 234.148 217.413 217.413 16.735 0.532484 1.42824 0.308015 0.156315 646.198 990.965 564.606 55.6528 0.0608393 22.3334
0.53242 0.706206 1.07565 0.514618 0.169662 0.347697 0.155766 0.0572023 22.6296 17.7062 358.574 151.047 446.302 541.529 541.529 1434.13 1529.36 323.464 228.237 640.645 990.885 564.57 50.1995 234.117 217.384 217.384 16.7331 0.53242 1.4285 0.308077 0.156336 646.092 990.885 564.57 55.6466 0.0606967 22.3387
0.532355 0.706088 1.07563 0.514579 0.169626 0.347705 0.155761 0.0571809 22.6337 17.7079 358.581 151.058 446.267 541.522 541.522 1434.06 1529.31 323.458 228.204 640.539 990.804 564.533 50.1937 234.086 217.355 217.355 16.7312 0.532355 1.42877 0.308139 0.156357 645.986 990.804 564.533 55.6404 0.0605542 22.344
0.532291 0.705969 1.0756 0.51454 0.169591 0.347714 0.155757 0.0571594 22.6377 17.7096 358.588 151.068 446.232 541.514 541.514 1433.98 1529.26 323.453 228.17 640.434 990.723 564.497 50.1879 234.055 217.326 217.326 16.7292 0.532291 1.42903 0.308202 0.156378 645.88 990.723 564.497 55.6342 0.0604118 22.3494
0.532227 0.70585 1.07558 0.514502 0.169555 0.347723 0.155753 0.057138 22.6417 17.7113 358.596 151.079 446.196 541.507 541.507 1433.9 1529.21 323.448 228.137 640.329 990.643 564.461 50.1821 234.024 217.297 217.297 16.7273 0.532227 1.42929 0.308264 0.156399 645.775 990.643 564.461 55.628 0.0602695 22.3547
0.532163 0.705732 1.07556 0.514463 0.16952 0.347731 0.155749 0.0571166 22.6458 17.713 358.603 151.089 446.161 541.5 541.5 1433.82 1529.16 323.442 228.103 640.224 990.562 564.425 50.1763 233.993 217.268 217.268 16.7254 0.532163 1.42955 0.308326 0.156421 645.669 990.562 564.425 55.6218 0.0601274 22.36
0.532099 0.705613 1.07553 0.514424 0.169485 0.34774 0.155744 0.0570953 22.6498 17.7148 358.61 151.1 446.125 541.492 541.492 1433.74 1529.11 323.437 228.07 640.118 990.481 564.388 50.1705 233.962 217.239 217.239 16.7234 0.532099 1.42981 0.308389 0.156442 645.563 990.481 564.388 55.6155 0.0599853 22.3653
0.532035 0.705495 1.07551 0.514385 0.169449 0.347749 0.15574 0.0570739 22.6538 17.7165 358.618 151.11 446.09 541.485 541.485 1433.66 1529.06 323.431 228.036 640.013 990.401 564.352 50.1648 233.931 217.21 217.21 16.7215 0.532035 1.43007 0.308451 0.156463 645.458 990.401 564.352 55.6093 0.0598433 22.3706
0.531971 0.705376 1.07549 0.514347 0.169414 0.347757 0.155736 0.0570526 22.6579 17.7182 358.625 151.121 446.054 541.478 541.478 1433.59 1529.01 323.426 228.003 639.908 990.32 564.316 50.159 233.9 217.181 217.181 16.7196 0.531971 1.43033 0.308513 0.156484 645.352 990.32 564.316 55.6031 0.0597014 22.3759
0.531907 0.705258 1.07546 0.514308 0.169379 0.347766 0.155732 0.0570312 22.6619 17.7199 358.632 151.131 446.019 541.47 541.47 1433.51 1528.96 323.42 227.969 639.803 990.239 564.28 50.1532 233.87 217.152 217.152 16.7177 0.531907 1.43059 0.308575 0.156505 645.247 990.239 564.28 55.5969 0.0595596 22.3812
0.531843 0.705139 1.07544 0.514269 0.169343 0.347774 0.155727 0.0570099 22.6659 17.7216 358.64 151.142 445.984 541.463 541.463 1433.43 1528.91 323.415 227.936 639.698 990.159 564.244 50.1475 233.839 217.123 217.123 16.7158 0.531843 1.43086 0.308638 0.156526 645.141 990.159 564.244 55.5907 0.0594179 22.3865
0.531779 0.705021 1.07542 0.51423 0.169308 0.347783 0.155723 0.0569886 22.67 17.7234 358.647 151.152 445.948 541.456 541.456 1433.35 1528.86 323.41 227.902 639.593 990.078 564.208 50.1417 233.808 217.094 217.094 16.7138 0.531779 1.43112 0.3087 0.156547 645.036 990.078 564.208 55.5846 0.0592763 22.3919
0.531715 0.704902 1.07539 0.514191 0.169273 0.347791 0.155719 0.0569673 22.674 17.7251 358.654 151.163 445.913 541.449 541.449 1433.27 1528.81 323.404 227.869 639.488 989.997 564.171 50.136 233.777 217.065 217.065 16.7119 0.531715 1.43138 0.308762 0.156568 644.931 989.997 564.171 55.5784 0.0591348 22.3972
0.531652 0.704784 1.07537 0.514152 0.169237 0.3478 0.155715 0.056946 22.6781 17.7268 358.662 151.173 445.878 541.441 541.441 1433.2 1528.76 323.399 227.835 639.384 989.916 564.135 50.1302 233.746 217.036 217.036 16.71 0.531652 1.43164 0.308824 0.156589 644.826 989.916 564.135 55.5722 0.0589935 22.4025
