dens densp densn dense densm mup mun mue xm vsigma vomega vrho E Eh El P Ph Pl
0.0307764 0.000371894 0.0304047 0.000371753 0 902.728 946.625 43.8974 850.208 0.0945599 0.0674741 -0.0254974 29.0513 29.0391 0.0122401 0.0825451 0.0784662 0.00407893
0.0308264 0.00037332 0.0304532 0.000373181 0 902.68 946.633 43.9535 850.073 0.0947044 0.0675818 -0.0255333 29.0986 29.0863 0.0123028 0.0827858 0.0786859 0.00409982
0.0308763 0.000374748 0.0305017 0.000374611 0 902.631 946.641 44.0096 849.937 0.0948489 0.0676896 -0.0255692 29.1459 29.1335 0.0123657 0.0830268 0.078906 0.00412079
0.0309263 0.00037618 0.0305502 0.000376044 0 902.583 946.649 44.0656 849.801 0.0949934 0.0677974 -0.0256051 29.1932 29.1808 0.0124288 0.0832681 0.0791263 0.00414182
0.0309762 0.000377614 0.0305988 0.00037748 0 902.535 946.657 44.1216 849.666 0.0951378 0.0679051 -0.0256409 29.2405 29.228 0.0124921 0.0835098 0.0793468 0.00416292
0.0310262 0.000379051 0.0306473 0.000378919 0 902.487 946.664 44.1776 849.53 0.0952822 0.0680129 -0.0256768 29.2878 29.2752 0.0125556 0.0837518 0.0795677 0.00418409
0.0310762 0.000380491 0.0306958 0.00038036 0 902.439 946.672 44.2336 849.394 0.0954266 0.0681206 -0.0257126 29.3351 29.3225 0.0126194 0.0839941 0.0797888 0.00420533
0.0311261 0.000381934 0.0307443 0.000381805 0 902.391 946.68 44.2895 849.259 0.095571 0.0682284 -0.0257483 29.3824 29.3697 0.0126833 0.0842368 0.0800101 0.00422664
0.0311761 0.00038338 0.0307928 0.000383252 0 902.343 946.688 44.3454 849.123 0.0957154 0.0683361 -0.0257841 29.4297 29.4169 0.0127474 0.0844797 0.0802317 0.00424802
0.0312261 0.000384829 0.0308413 0.000384702 0 902.294 946.696 44.4012 848.988 0.0958597 0.0684438 -0.0258198 29.477 29.4641 0.0128118 0.0847231 0.0804536 0.00426947
0.031276 0.000386281 0.0308899 0.000386155 0 902.246 946.703 44.4571 848.852 0.096004 0.0685515 -0.0258555 29.5243 29.5114 0.0128763 0.0849667 0.0806757 0.00429098
0.031326 0.000387735 0.0309384 0.000387611 0 902.198 946.711 44.5128 848.717 0.0961483 0.0686592 -0.0258912 29.5716 29.5586 0.0129411 0.0852107 0.0808981 0.00431257
0.0313759 0.000389193 0.0309869 0.00038907 0 902.15 946.719 44.5686 848.581 0.0962925 0.0687669 -0.0259269 29.6189 29.6058 0.0130061 0.085455 0.0811208 0.00433422
0.0314259 0.000390653 0.0310354 0.000390532 0 902.103 946.727 44.6243 848.446 0.0964368 0.0688746 -0.0259625 29.6661 29.6531 0.0130713 0.0856997 0.0813437 0.00435595
0.0314759 0.000392116 0.0310839 0.000391996 0 902.055 946.735 44.68 848.31 0.096581 0.0689823 -0.0259981 29.7134 29.7003 0.0131367 0.0859446 0.0815669 0.00437774
0.0315258 0.000393582 0.0311324 0.000393463 0 902.007 946.742 44.7357 848.175 0.0967252 0.06909 -0.0260337 29.7607 29.7475 0.0132023 0.0861899 0.0817903 0.00439961
0.0315758 0.000395051 0.0311808 0.000394934 0 901.959 946.75 44.7914 848.04 0.0968694 0.0691977 -0.0260693 29.808 29.7948 0.0132681 0.0864356 0.082014 0.00442154
0.0316257 0.000396522 0.0312293 0.000396407 0 901.911 946.758 44.847 847.904 0.0970135 0.0693053 -0.0261049 29.8553 29.842 0.0133341 0.0866815 0.082238 0.00444354
0.0316757 0.000397997 0.0312778 0.000397882 0 901.863 946.766 44.9026 847.769 0.0971576 0.069413 -0.0261404 29.9026 29.8892 0.0134003 0.0869278 0.0824622 0.00446562
0.0317257 0.000399474 0.0313263 0.000399361 0 901.815 946.774 44.9581 847.634 0.0973017 0.0695206 -0.0261759 29.9499 29.9365 0.0134668 0.0871744 0.0826867 0.00448776
0.0317756 0.000400955 0.0313748 0.000400843 0 901.768 946.781 45.0136 847.498 0.0974458 0.0696283 -0.0262114 29.9972 29.9837 0.0135334 0.0874214 0.0829114 0.00450997
0.0318256 0.000402438 0.0314232 0.000402327 0 901.72 946.789 45.0691 847.363 0.0975899 0.0697359 -0.0262468 30.0445 30.0309 0.0136003 0.0876686 0.0831364 0.00453226
0.0318755 0.000403924 0.0314717 0.000403814 0 901.672 946.797 45.1246 847.228 0.0977339 0.0698436 -0.0262823 30.0918 30.0782 0.0136673 0.0879162 0.0833616 0.00455461
0.0319255 0.000405413 0.0315202 0.000405304 0 901.625 946.805 45.18 847.093 0.0978779 0.0699512 -0.0263177 30.1391 30.1254 0.0137346 0.0881641 0.0835871 0.00457704
0.0319755 0.000406904 0.0315687 0.000406797 0 901.577 946.812 45.2354 846.957 0.0980219 0.0700588 -0.0263531 30.1864 30.1726 0.0138021 0.0884124 0.0838129 0.00459953
0.0320254 0.000408399 0.0316171 0.000408293 0 901.529 946.82 45.2908 846.822 0.0981659 0.0701664 -0.0263884 30.2337 30.2199 0.0138698 0.088661 0.0840389 0.0046221
0.0320754 0.000409896 0.0316656 0.000409792 0 901.482 946.828 45.3461 846.687 0.0983098 0.070274 -0.0264238 30.2811 30.2671 0.0139377 0.0889099 0.0842651 0.00464473
0.0321253 0.000411397 0.031714 0.000411293 0 901.434 946.836 45.4014 846.552 0.0984537 0.0703816 -0.0264591 30.3284 30.3143 0.0140059 0.0891591 0.0844916 0.00466744
0.0321753 0.0004129 0.0317625 0.000412798 0 901.387 946.844 45.4567 846.417 0.0985976 0.0704892 -0.0264944 30.3757 30.3616 0.0140742 0.0894086 0.0847184 0.00469021
0.0322253 0.000414406 0.031811 0.000414305 0 901.339 946.851 45.5119 846.282 0.0987415 0.0705968 -0.0265297 30.423 30.4088 0.0141427 0.0896585 0.0849454 0.00471306
0.0322752 0.000415914 0.0318594 0.000415815 0 901.292 946.859 45.5671 846.147 0.0988854 0.0707044 -0.0265649 30.4703 30.4561 0.0142115 0.0899087 0.0851727 0.00473598
0.0323252 0.000417426 0.0319079 0.000417327 0 901.244 946.867 45.6223 846.012 0.0990292 0.0708119 -0.0266001 30.5176 30.5033 0.0142805 0.0901592 0.0854002 0.00475897
0.0323751 0.000418941 0.0319563 0.000418843 0 901.197 946.875 45.6775 845.877 0.099173 0.0709195 -0.0266354 30.5649 30.5505 0.0143497 0.09041 0.085628 0.00478203
0.0324251 0.000420458 0.0320047 0.000420361 0 901.15 946.882 45.7326 845.742 0.0993168 0.071027 -0.0266705 30.6122 30.5978 0.0144191 0.0906612 0.0858561 0.00480516
0.0324751 0.000421978 0.0320532 0.000421883 0 901.102 946.89 45.7877 845.607 0.0994606 0.0711346 -0.0267057 30.6595 30.645 0.0144887 0.0909127 0.0860843 0.00482836
0.032525 0.000423501 0.0321016 0.000423407 0 901.055 946.898 45.8428 845.472 0.0996043 0.0712421 -0.0267408 30.7068 30.6922 0.0145585 0.0911645 0.0863129 0.00485163
0.032575 0.000425027 0.03215 0.000424934 0 901.008 946.906 45.8978 845.337 0.099748 0.0713497 -0.0267759 30.7541 30.7395 0.0146286 0.0914166 0.0865417 0.00487498
0.0326249 0.000426556 0.0321985 0.000426464 0 900.961 946.913 45.9528 845.202 0.0998917 0.0714572 -0.026811 30.8014 30.7867 0.0146988 0.0916691 0.0867707 0.00489839
0.0326749 0.000428087 0.0322469 0.000427996 0 900.913 946.921 46.0078 845.067 0.100035 0.0715647 -0.0268461 30.8487 30.8339 0.0147693 0.0919219 0.087 0.00492188
0.0327249 0.000429622 0.0322953 0.000429532 0 900.866 946.929 46.0627 844.932 0.100179 0.0716722 -0.0268812 30.896 30.8812 0.01484 0.092175 0.0872295 0.00494544
0.0327748 0.000431159 0.0323438 0.00043107 0 900.819 946.937 46.1176 844.797 0.100323 0.0717797 -0.0269162 30.9433 30.9284 0.0149109 0.0924284 0.0874593 0.00496907
0.0328248 0.000432699 0.0323922 0.000432611 0 900.772 946.944 46.1725 844.662 0.100466 0.0718872 -0.0269512 30.9906 30.9757 0.014982 0.0926821 0.0876893 0.00499277
0.0328747 0.000434242 0.0324406 0.000434155 0 900.725 946.952 46.2274 844.527 0.10061 0.0719947 -0.0269861 31.0379 31.0229 0.0150533 0.0929362 0.0879196 0.00501654
0.0329247 0.000435787 0.032489 0.000435701 0 900.678 946.96 46.2822 844.393 0.100753 0.0721022 -0.0270211 31.0853 31.0701 0.0151248 0.0931905 0.0881502 0.00504038
0.0329747 0.000437336 0.0325374 0.000437251 0 900.63 946.967 46.337 844.258 0.100897 0.0722097 -0.027056 31.1326 31.1174 0.0151966 0.0934452 0.0883809 0.0050643
0.0330246 0.000438887 0.0325858 0.000438803 0 900.583 946.975 46.3918 844.123 0.10104 0.0723172 -0.0270909 31.1799 31.1646 0.0152686 0.0937003 0.088612 0.00508829
0.0330746 0.000440442 0.0326342 0.000440358 0 900.536 946.983 46.4465 843.988 0.101184 0.0724246 -0.0271258 31.2272 31.2118 0.0153408 0.0939556 0.0888432 0.00511235
0.0331245 0.000441999 0.0326826 0.000441916 0 900.489 946.991 46.5012 843.854 0.101327 0.0725321 -0.0271607 31.2745 31.2591 0.0154132 0.0942112 0.0890748 0.00513648
0.0331745 0.000443558 0.032731 0.000443477 0 900.443 946.998 46.5559 843.719 0.101471 0.0726395 -0.0271955 31.3218 31.3063 0.0154858 0.0944672 0.0893065 0.00516068
0.0332245 0.000445121 0.0327794 0.000445041 0 900.396 947.006 46.6105 843.584 0.101614 0.072747 -0.0272303 31.3691 31.3536 0.0155586 0.0947235 0.0895385 0.00518496
0.0332744 0.000446687 0.0328278 0.000446607 0 900.349 947.014 46.6651 843.449 0.101758 0.0728544 -0.0272651 31.4164 31.4008 0.0156317 0.0949801 0.0897708 0.00520931
0.0333244 0.000448255 0.0328762 0.000448176 0 900.302 947.022 46.7197 843.315 0.101901 0.0729618 -0.0272999 31.4637 31.448 0.0157049 0.095237 0.0900033 0.00523373
0.0333743 0.000449826 0.0329246 0.000449748 0 900.255 947.029 46.7743 843.18 0.102045 0.0730693 -0.0273346 31.5111 31.4953 0.0157784 0.0954943 0.090236 0.00525822
0.0334243 0.0004514 0.032973 0.000451323 0 900.208 947.037 46.8288 843.046 0.102188 0.0731767 -0.0273694 31.5584 31.5425 0.0158521 0.0957518 0.090469 0.00528279
0.0334743 0.000452977 0.0330214 0.000452901 0 900.161 947.045 46.8833 842.911 0.102331 0.0732841 -0.0274041 31.6057 31.5898 0.0159261 0.0960097 0.0907023 0.00530742
0.0335242 0.000454556 0.0330697 0.000454481 0 900.115 947.052 46.9378 842.776 0.102474 0.0733915 -0.0274387 31.653 31.637 0.0160002 0.0962679 0.0909357 0.00533213
0.0335742 0.000456139 0.0331181 0.000456064 0 900.068 947.06 46.9922 842.642 0.102618 0.0734989 -0.0274734 31.7003 31.6842 0.0160745 0.0965264 0.0911695 0.00535692
0.0336242 0.000457724 0.0331665 0.00045765 0 900.021 947.068 47.0466 842.507 0.102761 0.0736063 -0.027508 31.7476 31.7315 0.0161491 0.0967852 0.0914034 0.00538177
0.0336741 0.000459312 0.0332149 0.000459239 0 899.975 947.076 47.101 842.373 0.102904 0.0737136 -0.0275426 31.7949 31.7787 0.0162239 0.0970443 0.0916376 0.0054067
0.0337241 0.000460903 0.0332632 0.000460831 0 899.928 947.083 47.1553 842.238 0.103047 0.073821 -0.0275772 31.8423 31.826 0.0162989 0.0973038 0.0918721 0.0054317
0.033774 0.000462496 0.0333116 0.000462425 0 899.881 947.091 47.2096 842.104 0.103191 0.0739284 -0.0276118 31.8896 31.8732 0.0163742 0.0975635 0.0921068 0.00545677
0.033824 0.000464093 0.03336 0.000464022 0 899.835 947.099 47.2639 841.97 0.103334 0.0740357 -0.0276463 31.9369 31.9204 0.0164496 0.0978236 0.0923417 0.00548192
0.033874 0.000465692 0.0334083 0.000465622 0 899.788 947.106 47.3182 841.835 0.103477 0.0741431 -0.0276808 31.9842 31.9677 0.0165253 0.098084 0.0925769 0.00550714
0.0339239 0.000467294 0.0334567 0.000467225 0 899.742 947.114 47.3724 841.701 0.10362 0.0742504 -0.0277153 32.0315 32.0149 0.0166011 0.0983447 0.0928123 0.00553243
0.0339739 0.000468899 0.033505 0.000468831 0 899.695 947.122 47.4266 841.566 0.103763 0.0743578 -0.0277498 32.0788 32.0622 0.0166773 0.0986057 0.0930479 0.00555779
0.0340238 0.000470506 0.0335534 0.000470439 0 899.649 947.129 47.4808 841.432 0.103906 0.0744651 -0.0277842 32.1262 32.1094 0.0167536 0.0988671 0.0932838 0.00558323
0.0340738 0.000472117 0.0336017 0.00047205 0 899.602 947.137 47.5349 841.298 0.104049 0.0745724 -0.0278186 32.1735 32.1567 0.0168301 0.0991287 0.09352 0.00560874
0.0341238 0.00047373 0.0336501 0.000473664 0 899.556 947.145 47.589 841.163 0.104192 0.0746797 -0.027853 32.2208 32.2039 0.0169069 0.0993907 0.0937563 0.00563433
0.0341737 0.000475346 0.0336984 0.000475281 0 899.509 947.152 47.6431 841.029 0.104335 0.0747871 -0.0278874 32.2681 32.2511 0.0169839 0.0996529 0.0939929 0.00565999
0.0342237 0.000476965 0.0337468 0.000476901 0 899.463 947.16 47.6971 840.895 0.104478 0.0748944 -0.0279218 32.3154 32.2984 0.0170611 0.0999155 0.0942298 0.00568572
0.0342736 0.000478586 0.0337951 0.000478523 0 899.417 947.168 47.7511 840.761 0.104621 0.0750017 -0.0279561 32.3628 32.3456 0.0171385 0.100178 0.0944669 0.00571152
0.0343236 0.000480211 0.0338434 0.000480148 0 899.37 947.175 47.8051 840.626 0.104764 0.0751089 -0.0279904 32.4101 32.3929 0.0172161 0.100442 0.0947042 0.0057374
0.0343736 0.000481838 0.0338918 0.000481776 0 899.324 947.183 47.8591 840.492 0.104907 0.0752162 -0.0280247 32.4574 32.4401 0.017294 0.100705 0.0949417 0.00576335
0.0344235 0.000483468 0.0339401 0.000483406 0 899.278 947.191 47.913 840.358 0.10505 0.0753235 -0.0280589 32.5047 32.4874 0.0173721 0.100969 0.0951795 0.00578938
0.0344735 0.0004851 0.0339884 0.00048504 0 899.232 947.198 47.9669 840.224 0.105193 0.0754308 -0.0280932 32.552 32.5346 0.0174504 0.101233 0.0954176 0.00581548
0.0345234 0.000486736 0.0340368 0.000486676 0 899.185 947.206 48.0208 840.09 0.105336 0.075538 -0.0281274 32.5994 32.5818 0.0175289 0.101497 0.0956558 0.00584165
0.0345734 0.000488374 0.0340851 0.000488315 0 899.139 947.214 48.0746 839.955 0.105479 0.0756453 -0.0281616 32.6467 32.6291 0.0176077 0.101762 0.0958943 0.0058679
0.0346234 0.000490015 0.0341334 0.000489957 0 899.093 947.221 48.1284 839.821 0.105622 0.0757525 -0.0281957 32.694 32.6763 0.0176866 0.102027 0.0961331 0.00589422
0.0346733 0.000491659 0.0341817 0.000491601 0 899.047 947.229 48.1822 839.687 0.105764 0.0758598 -0.0282299 32.7413 32.7236 0.0177658 0.102293 0.096372 0.00592061
0.0347233 0.000493306 0.03423 0.000493249 0 899.001 947.237 48.236 839.553 0.105907 0.075967 -0.028264 32.7887 32.7708 0.0178452 0.102558 0.0966113 0.00594708
0.0347732 0.000494955 0.0342783 0.000494899 0 898.955 947.244 48.2897 839.419 0.10605 0.0760742 -0.0282981 32.836 32.8181 0.0179249 0.102824 0.0968507 0.00597362
0.0348232 0.000496607 0.0343266 0.000496551 0 898.909 947.252 48.3434 839.285 0.106193 0.0761815 -0.0283321 32.8833 32.8653 0.0180047 0.103091 0.0970904 0.00600024
0.0348732 0.000498262 0.034375 0.000498207 0 898.863 947.26 48.397 839.151 0.106335 0.0762887 -0.0283662 32.9306 32.9125 0.0180848 0.103357 0.0973303 0.00602693
0.0349231 0.00049992 0.0344233 0.000499865 0 898.817 947.267 48.4507 839.017 0.106478 0.0763959 -0.0284002 32.978 32.9598 0.0181651 0.103624 0.0975704 0.00605369
0.0349731 0.00050158 0.0344716 0.000501526 0 898.771 947.275 48.5043 838.883 0.106621 0.0765031 -0.0284342 33.0253 33.007 0.0182456 0.103891 0.0978108 0.00608053
0.035023 0.000503244 0.0345199 0.00050319 0 898.725 947.283 48.5579 838.749 0.106763 0.0766103 -0.0284682 33.0726 33.0543 0.0183264 0.104159 0.0980514 0.00610745
0.035073 0.00050491 0.0345681 0.000504857 0 898.679 947.29 48.6114 838.615 0.106906 0.0767175 -0.0285021 33.1199 33.1015 0.0184074 0.104427 0.0982922 0.00613443
0.035123 0.000506578 0.0346164 0.000506526 0 898.633 947.298 48.6649 838.481 0.107049 0.0768246 -0.0285361 33.1673 33.1488 0.0184886 0.104695 0.0985333 0.0061615
0.0351729 0.00050825 0.0346647 0.000508198 0 898.587 947.306 48.7184 838.347 0.107191 0.0769318 -0.02857 33.2146 33.196 0.01857 0.104963 0.0987746 0.00618863
0.0352229 0.000509924 0.034713 0.000509873 0 898.541 947.313 48.7719 838.214 0.107334 0.077039 -0.0286038 33.2619 33.2433 0.0186516 0.105232 0.0990161 0.00621584
0.0352728 0.000511601 0.0347613 0.000511551 0 898.496 947.321 48.8253 838.08 0.107476 0.0771461 -0.0286377 33.3092 33.2905 0.0187335 0.105501 0.0992579 0.00624313
0.0353228 0.000513281 0.0348096 0.000513231 0 898.45 947.328 48.8787 837.946 0.107619 0.0772533 -0.0286715 33.3566 33.3378 0.0188156 0.10577 0.0994999 0.00627049
0.0353728 0.000514964 0.0348579 0.000514915 0 898.404 947.336 48.932 837.812 0.107761 0.0773604 -0.0287054 33.4039 33.385 0.0188979 0.10604 0.0997421 0.00629793
0.0354227 0.000516649 0.0349061 0.0005166 0 898.358 947.344 48.9854 837.678 0.107904 0.0774676 -0.0287391 33.4512 33.4323 0.0189804 0.10631 0.0999845 0.00632544
0.0354727 0.000518337 0.0349544 0.000518289 0 898.313 947.351 49.0387 837.545 0.108046 0.0775747 -0.0287729 33.4986 33.4795 0.0190632 0.10658 0.100227 0.00635302
0.0355226 0.000520028 0.0350027 0.00051998 0 898.267 947.359 49.092 837.411 0.108189 0.0776818 -0.0288066 33.5459 33.5267 0.0191462 0.106851 0.10047 0.00638068
0.0355726 0.000521722 0.0350509 0.000521675 0 898.221 947.367 49.1452 837.277 0.108331 0.0777889 -0.0288404 33.5932 33.574 0.0192294 0.107122 0.100713 0.00640841
0.0356226 0.000523418 0.0350992 0.000523371 0 898.176 947.374 49.1984 837.143 0.108473 0.0778961 -0.0288741 33.6406 33.6212 0.0193128 0.107393 0.100957 0.00643622
0.0356725 0.000525117 0.0351475 0.000525071 0 898.13 947.382 49.2516 837.01 0.108616 0.0780032 -0.0289077 33.6879 33.6685 0.0193965 0.107664 0.1012 0.00646411
0.0357225 0.000526819 0.0351957 0.000526773 0 898.085 947.389 49.3048 836.876 0.108758 0.0781103 -0.0289414 33.7352 33.7157 0.0194804 0.107936 0.101444 0.00649207
0.0357724 0.000528523 0.035244 0.000528478 0 898.039 947.397 49.3579 836.742 0.108901 0.0782173 -0.028975 33.7825 33.763 0.0195645 0.108208 0.101688 0.0065201
0.0358224 0.000530231 0.0352922 0.000530186 0 897.994 947.405 49.411 836.609 0.109043 0.0783244 -0.0290086 33.8299 33.8102 0.0196488 0.108481 0.101932 0.00654821
0.0358724 0.000531941 0.0353405 0.000531897 0 897.948 947.412 49.4641 836.475 0.109185 0.0784315 -0.0290422 33.8772 33.8575 0.0197334 0.108753 0.102177 0.0065764
0.0359223 0.000533653 0.0353887 0.00053361 0 897.903 947.42 49.5172 836.342 0.109327 0.0785386 -0.0290757 33.9245 33.9047 0.0198182 0.109026 0.102422 0.00660466
0.0359723 0.000535369 0.035437 0.000535326 0 897.857 947.427 49.5702 836.208 0.10947 0.0786456 -0.0291093 33.9719 33.952 0.0199032 0.109299 0.102666 0.006633
0.0360223 0.000537087 0.0354852 0.000537045 0 897.812 947.435 49.6232 836.074 0.109612 0.0787527 -0.0291428 34.0192 33.9992 0.0199885 0.109573 0.102912 0.00666141
0.0360722 0.000538808 0.0355334 0.000538766 0 897.767 947.443 49.6761 835.941 0.109754 0.0788597 -0.0291763 34.0665 34.0465 0.0200739 0.109847 0.103157 0.00668989
0.0361222 0.000540532 0.0355817 0.00054049 0 897.721 947.45 49.7291 835.807 0.109896 0.0789668 -0.0292097 34.1139 34.0937 0.0201596 0.110121 0.103403 0.00671846
0.0361721 0.000542258 0.0356299 0.000542217 0 897.676 947.458 49.782 835.674 0.110038 0.0790738 -0.0292431 34.1612 34.141 0.0202455 0.110396 0.103648 0.00674709
0.0362221 0.000543987 0.0356781 0.000543947 0 897.631 947.465 49.8348 835.54 0.110181 0.0791808 -0.0292766 34.2085 34.1882 0.0203317 0.11067 0.103895 0.00677581
0.0362721 0.000545719 0.0357264 0.000545679 0 897.585 947.473 49.8877 835.407 0.110323 0.0792879 -0.0293099 34.2559 34.2355 0.0204181 0.110945 0.104141 0.0068046
0.036322 0.000547454 0.0357746 0.000547414 0 897.54 947.481 49.9405 835.274 0.110465 0.0793949 -0.0293433 34.3032 34.2827 0.0205047 0.111221 0.104387 0.00683346
0.036372 0.000549191 0.0358228 0.000549152 0 897.495 947.488 49.9933 835.14 0.110607 0.0795019 -0.0293766 34.3506 34.33 0.0205915 0.111497 0.104634 0.0068624
0.0364219 0.000550931 0.035871 0.000550893 0 897.45 947.496 50.046 835.007 0.110749 0.0796089 -0.02941 34.3979 34.3772 0.0206786 0.111772 0.104881 0.00689142
0.0364719 0.000552674 0.0359193 0.000552636 0 897.405 947.503 50.0988 834.873 0.110891 0.0797159 -0.0294433 34.4452 34.4245 0.0207659 0.112049 0.105128 0.00692051
0.0365219 0.00055442 0.0359675 0.000554382 0 897.36 947.511 50.1514 834.74 0.111033 0.0798229 -0.0294765 34.4926 34.4717 0.0208534 0.112325 0.105376 0.00694968
0.0365718 0.000556168 0.0360157 0.00055613 0 897.314 947.519 50.2041 834.607 0.111175 0.0799298 -0.0295098 34.5399 34.519 0.0209411 0.112602 0.105623 0.00697892
0.0366218 0.000557919 0.0360639 0.000557882 0 897.269 947.526 50.2568 834.473 0.111317 0.0800368 -0.029543 34.5872 34.5662 0.0210291 0.112879 0.105871 0.00700824
0.0366717 0.000559672 0.0361121 0.000559636 0 897.224 947.534 50.3094 834.34 0.111459 0.0801438 -0.0295762 34.6346 34.6135 0.0211173 0.113157 0.106119 0.00703764
0.0367217 0.000561429 0.0361603 0.000561392 0 897.179 947.541 50.3619 834.207 0.111601 0.0802507 -0.0296094 34.6819 34.6607 0.0212057 0.113435 0.106367 0.00706711
0.0367717 0.000563188 0.0362085 0.000563152 0 897.134 947.549 50.4145 834.074 0.111743 0.0803577 -0.0296425 34.7293 34.708 0.0212944 0.113713 0.106616 0.00709666
0.0368216 0.000564949 0.0362567 0.000564914 0 897.089 947.556 50.467 833.94 0.111885 0.0804646 -0.0296757 34.7766 34.7552 0.0213832 0.113991 0.106865 0.00712629
0.0368716 0.000566714 0.0363049 0.000566679 0 897.044 947.564 50.5195 833.807 0.112027 0.0805716 -0.0297088 34.8239 34.8025 0.0214724 0.11427 0.107114 0.00715599
0.0369215 0.000568481 0.0363531 0.000568446 0 897 947.572 50.572 833.674 0.112168 0.0806785 -0.0297418 34.8713 34.8497 0.0215617 0.114549 0.107363 0.00718577
0.0369715 0.000570251 0.0364013 0.000570217 0 896.955 947.579 50.6244 833.541 0.11231 0.0807854 -0.0297749 34.9186 34.897 0.0216513 0.114828 0.107612 0.00721562
0.0370215 0.000572023 0.0364495 0.00057199 0 896.91 947.587 50.6768 833.407 0.112452 0.0808923 -0.0298079 34.966 34.9442 0.0217411 0.115107 0.107862 0.00724555
0.0370714 0.000573799 0.0364977 0.000573765 0 896.865 947.594 50.7292 833.274 0.112594 0.0809993 -0.0298409 35.0133 34.9915 0.0218311 0.115387 0.108112 0.00727556
0.0371214 0.000575576 0.0365458 0.000575543 0 896.82 947.602 50.7816 833.141 0.112736 0.0811062 -0.0298739 35.0606 35.0387 0.0219214 0.115667 0.108362 0.00730564
0.0371713 0.000577357 0.036594 0.000577324 0 896.775 947.609 50.8339 833.008 0.112877 0.0812131 -0.0299069 35.108 35.086 0.0220118 0.115948 0.108612 0.0073358
0.0372213 0.00057914 0.0366422 0.000579108 0 896.731 947.617 50.8862 832.875 0.113019 0.0813199 -0.0299398 35.1553 35.1332 0.0221026 0.116228 0.108862 0.00736603
0.0372713 0.000580926 0.0366904 0.000580895 0 896.686 947.624 50.9384 832.742 0.113161 0.0814268 -0.0299727 35.2027 35.1805 0.0221935 0.116509 0.109113 0.00739635
0.0373212 0.000582715 0.0367385 0.000582684 0 896.641 947.632 50.9907 832.609 0.113303 0.0815337 -0.0300056 35.25 35.2277 0.0222847 0.116791 0.109364 0.00742674
0.0373712 0.000584506 0.0367867 0.000584475 0 896.597 947.639 51.0429 832.476 0.113444 0.0816406 -0.0300385 35.2974 35.275 0.0223761 0.117072 0.109615 0.0074572
0.0374211 0.000586301 0.0368349 0.00058627 0 896.552 947.647 51.0951 832.343 0.113586 0.0817474 -0.0300713 35.3447 35.3222 0.0224677 0.117354 0.109866 0.00748775
0.0374711 0.000588097 0.036883 0.000588067 0 896.507 947.655 51.1472 832.21 0.113727 0.0818543 -0.0301042 35.3921 35.3695 0.0225596 0.117636 0.110118 0.00751837
0.0375211 0.000589897 0.0369312 0.000589867 0 896.463 947.662 51.1993 832.077 0.113869 0.0819611 -0.0301369 35.4394 35.4167 0.0226517 0.117919 0.11037 0.00754906
0.037571 0.000591699 0.0369794 0.000591669 0 896.418 947.67 51.2514 831.944 0.114011 0.082068 -0.0301697 35.4867 35.464 0.022744 0.118201 0.110622 0.00757984
0.037621 0.000593504 0.0370275 0.000593474 0 896.374 947.677 51.3035 831.811 0.114152 0.0821748 -0.0302025 35.5341 35.5113 0.0228366 0.118484 0.110874 0.00761069
0.0376709 0.000595311 0.0370757 0.000595282 0 896.329 947.685 51.3555 831.678 0.114294 0.0822817 -0.0302352 35.5814 35.5585 0.0229294 0.118768 0.111126 0.00764162
0.0377209 0.000597121 0.0371238 0.000597092 0 896.285 947.692 51.4075 831.545 0.114435 0.0823885 -0.0302679 35.6288 35.6058 0.0230224 0.119051 0.111379 0.00767262
0.0377709 0.000598934 0.037172 0.000598905 0 896.24 947.7 51.4595 831.412 0.114577 0.0824953 -0.0303006 35.6761 35.653 0.0231157 0.119335 0.111632 0.0077037
0.0378208 0.000600749 0.0372201 0.000600721 0 896.196 947.707 51.5114 831.28 0.114718 0.0826021 -0.0303332 35.7235 35.7003 0.0232091 0.119619 0.111885 0.00773486
0.0378708 0.000602567 0.0372682 0.00060254 0 896.151 947.715 51.5634 831.147 0.11486 0.0827089 -0.0303659 35.7708 35.7475 0.0233029 0.119904 0.112138 0.0077661
0.0379207 0.000604388 0.0373164 0.000604361 0 896.107 947.722 51.6152 831.014 0.115001 0.0828157 -0.0303985 35.8182 35.7948 0.0233968 0.120189 0.112391 0.00779741
0.0379707 0.000606212 0.0373645 0.000606184 0 896.063 947.73 51.6671 830.881 0.115143 0.0829225 -0.030431 35.8655 35.842 0.023491 0.120474 0.112645 0.0078288
0.0380207 0.000608038 0.0374127 0.000608011 0 896.018 947.737 51.7189 830.748 0.115284 0.0830293 -0.0304636 35.9129 35.8893 0.0235854 0.120759 0.112899 0.00786027
0.0380706 0.000609866 0.0374608 0.00060984 0 895.974 947.745 51.7707 830.616 0.115425 0.083136 -0.0304961 35.9602 35.9365 0.0236801 0.121045 0.113153 0.00789181
0.0381206 0.000611698 0.0375089 0.000611672 0 895.93 947.752 51.8225 830.483 0.115567 0.0832428 -0.0305286 36.0076 35.9838 0.0237749 0.121331 0.113407 0.00792344
0.0381705 0.000613532 0.037557 0.000613506 0 895.886 947.76 51.8743 830.35 0.115708 0.0833496 -0.0305611 36.0549 36.031 0.02387 0.121617 0.113662 0.00795514
