dens densu densd denss densp densn dense densm xmu xmd xms xm muu mud mus mup mun mue E Eq Eh El P Pq Ph Pl chi
0.252398 0.211773 0.70189 0 0.0549119 0.169076 0.00283063 0 125.644 82.5073 457.844 399.577 274.549 360.906 360.906 910.003 996.36 86.3566 243.117 303.157 210.129 0.183336 8.36275 8.30161 8.20471e-05 0.0611076 0.352629
0.252439 0.211868 0.701951 0 0.0549221 0.169082 0.00283009 0 125.591 82.4744 457.839 399.545 274.556 360.907 360.907 910.019 996.37 86.3511 243.157 303.205 210.144 0.183289 8.36528 8.30415 8.20722e-05 0.0610921 0.352781
0.25248 0.211964 0.702013 0 0.0549323 0.169087 0.00282955 0 125.538 82.4415 457.834 399.514 274.563 360.909 360.909 910.034 996.38 86.3456 243.198 303.253 210.159 0.183243 8.3678 8.30669 8.20973e-05 0.0610767 0.352932
0.25252 0.212059 0.702074 0 0.0549425 0.169093 0.00282902 0 125.486 82.4087 457.83 399.482 274.57 360.91 360.91 910.05 996.39 86.3402 243.238 303.301 210.173 0.183197 8.37033 8.30923 8.21224e-05 0.0610612 0.353084
0.252561 0.212154 0.702134 0 0.0549528 0.169098 0.00282848 0 125.433 82.3759 457.825 399.45 274.577 360.912 360.912 910.065 996.4 86.3347 243.279 303.349 210.188 0.18315 8.37285 8.31177 8.21476e-05 0.0610458 0.353235
0.252602 0.212249 0.702195 0 0.054963 0.169104 0.00282794 0 125.38 82.3431 457.82 399.419 274.584 360.913 360.913 910.081 996.41 86.3292 243.32 303.397 210.203 0.183104 8.37538 8.31431 8.21727e-05 0.0610303 0.353387
0.252643 0.212344 0.702256 0 0.0549732 0.169109 0.0028274 0 125.327 82.3105 457.816 399.387 274.591 360.915 360.915 910.096 996.42 86.3238 243.36 303.445 210.218 0.183057 8.3779 8.31685 8.21978e-05 0.0610148 0.353538
0.252683 0.212439 0.702317 0 0.0549834 0.169114 0.00282686 0 125.275 82.2778 457.811 399.356 274.598 360.916 360.916 910.112 996.43 86.3183 243.401 303.493 210.232 0.183011 8.38043 8.31939 8.22229e-05 0.0609993 0.35369
0.252724 0.212533 0.702377 0 0.0549936 0.16912 0.00282633 0 125.222 82.2452 457.807 399.324 274.605 360.918 360.918 910.127 996.44 86.3128 243.441 303.541 210.247 0.182964 8.38296 8.32194 8.2248e-05 0.0609838 0.353841
0.252765 0.212628 0.702437 0 0.0550039 0.169125 0.00282579 0 125.17 82.2126 457.802 399.293 274.612 360.919 360.919 910.143 996.45 86.3073 243.482 303.589 210.262 0.182918 8.38549 8.32448 8.22732e-05 0.0609683 0.353993
0.252805 0.212722 0.702498 0 0.0550141 0.169131 0.00282525 0 125.117 82.1801 457.797 399.261 274.619 360.921 360.921 910.158 996.46 86.3018 243.522 303.636 210.277 0.182871 8.38801 8.32702 8.22983e-05 0.0609528 0.354144
0.252846 0.212817 0.702558 0 0.0550243 0.169136 0.00282471 0 125.065 82.1476 457.793 399.23 274.626 360.922 360.922 910.174 996.47 86.2963 243.563 303.684 210.291 0.182825 8.39054 8.32957 8.23235e-05 0.0609373 0.354296
0.252886 0.212911 0.702618 0 0.0550346 0.169142 0.00282417 0 125.013 82.1152 457.788 399.198 274.633 360.924 360.924 910.189 996.48 86.2908 243.603 303.732 210.306 0.182778 8.39307 8.33211 8.23486e-05 0.0609218 0.354447
0.252927 0.213005 0.702678 0 0.0550448 0.169147 0.00282363 0 124.96 82.0828 457.783 399.166 274.64 360.925 360.925 910.205 996.49 86.2853 243.644 303.779 210.321 0.182732 8.3956 8.33466 8.23737e-05 0.0609062 0.354598
0.252968 0.213099 0.702738 0 0.055055 0.169153 0.00282309 0 124.908 82.0505 457.779 399.135 274.647 360.927 360.927 910.22 996.5 86.2798 243.684 303.827 210.335 0.182685 8.39813 8.3372 8.23989e-05 0.0608907 0.35475
0.253008 0.213193 0.702798 0 0.0550653 0.169158 0.00282255 0 124.856 82.0182 457.774 399.103 274.654 360.928 360.928 910.236 996.51 86.2743 243.725 303.874 210.35 0.182638 8.40066 8.33975 8.24241e-05 0.0608751 0.354901
0.253049 0.213287 0.702858 0 0.0550755 0.169163 0.00282201 0 124.804 81.986 457.77 399.072 274.661 360.93 360.93 910.251 996.52 86.2688 243.765 303.921 210.365 0.182592 8.40319 8.34229 8.24492e-05 0.0608596 0.355053
0.253089 0.213381 0.702917 0 0.0550858 0.169169 0.00282147 0 124.752 81.9538 457.765 399.04 274.668 360.931 360.931 910.267 996.53 86.2633 243.805 303.969 210.38 0.182545 8.40572 8.34484 8.24744e-05 0.060844 0.355204
0.25313 0.213474 0.702977 0 0.055096 0.169174 0.00282092 0 124.7 81.9216 457.761 399.009 274.675 360.933 360.933 910.282 996.54 86.2578 243.846 304.016 210.394 0.182498 8.40825 8.34739 8.24995e-05 0.0608285 0.355356
0.25317 0.213568 0.703036 0 0.0551063 0.16918 0.00282038 0 124.648 81.8895 457.756 398.977 274.682 360.934 360.934 910.298 996.55 86.2523 243.886 304.063 210.409 0.182451 8.41078 8.34993 8.25247e-05 0.0608129 0.355507
0.253211 0.213661 0.703096 0 0.0551165 0.169185 0.00281984 0 124.597 81.8575 457.752 398.946 274.689 360.936 360.936 910.313 996.56 86.2467 243.927 304.11 210.424 0.182405 8.41332 8.35248 8.25499e-05 0.0607973 0.355658
0.253251 0.213755 0.703155 0 0.0551268 0.169191 0.0028193 0 124.545 81.8254 457.747 398.914 274.696 360.937 360.937 910.329 996.57 86.2412 243.967 304.157 210.439 0.182358 8.41585 8.35503 8.25751e-05 0.0607817 0.35581
0.253292 0.213848 0.703214 0 0.055137 0.169196 0.00281875 0 124.493 81.7935 457.743 398.883 274.703 360.939 360.939 910.344 996.58 86.2357 244.007 304.204 210.453 0.182311 8.41838 8.35758 8.26003e-05 0.0607661 0.355961
0.253332 0.213941 0.703273 0 0.0551473 0.169201 0.00281821 0 124.442 81.7615 457.738 398.851 274.71 360.94 360.94 910.36 996.59 86.2301 244.048 304.251 210.468 0.182264 8.42091 8.36013 8.26255e-05 0.0607505 0.356113
0.253373 0.214034 0.703332 0 0.0551575 0.169207 0.00281767 0 124.39 81.7296 457.733 398.82 274.717 360.942 360.942 910.375 996.6 86.2246 244.088 304.298 210.483 0.182217 8.42345 8.36268 8.26506e-05 0.0607349 0.356264
0.253413 0.214127 0.703391 0 0.0551678 0.169212 0.00281713 0 124.339 81.6978 457.729 398.788 274.724 360.943 360.943 910.391 996.61 86.219 244.128 304.345 210.497 0.182171 8.42598 8.36523 8.26758e-05 0.0607193 0.356415
0.253454 0.21422 0.70345 0 0.0551781 0.169218 0.00281658 0 124.287 81.666 457.725 398.757 274.731 360.945 360.945 910.407 996.62 86.2135 244.169 304.392 210.512 0.182124 8.42852 8.36778 8.2701e-05 0.0607036 0.356567
0.253494 0.214313 0.703509 0 0.0551883 0.169223 0.00281604 0 124.236 81.6342 457.72 398.725 274.738 360.946 360.946 910.422 996.63 86.2079 244.209 304.438 210.527 0.182077 8.43105 8.37033 8.27262e-05 0.060688 0.356718
0.253535 0.214406 0.703568 0 0.0551986 0.169228 0.00281549 0 124.185 81.6025 457.716 398.694 274.745 360.947 360.947 910.438 996.64 86.2024 244.249 304.485 210.542 0.18203 8.43359 8.37288 8.27515e-05 0.0606724 0.35687
0.253575 0.214498 0.703626 0 0.0552089 0.169234 0.00281495 0 124.134 81.5709 457.711 398.662 274.752 360.949 360.949 910.453 996.65 86.1968 244.289 304.532 210.556 0.181983 8.43612 8.37543 8.27767e-05 0.0606567 0.357021
0.253615 0.214591 0.703685 0 0.0552191 0.169239 0.0028144 0 124.083 81.5392 457.707 398.631 274.759 360.95 360.95 910.469 996.66 86.1913 244.33 304.578 210.571 0.181936 8.43866 8.37798 8.28019e-05 0.0606411 0.357172
0.253656 0.214683 0.703743 0 0.0552294 0.169244 0.00281386 0 124.032 81.5076 457.702 398.599 274.766 360.952 360.952 910.484 996.67 86.1857 244.37 304.625 210.586 0.181889 8.44119 8.38053 8.28271e-05 0.0606254 0.357324
