dens densu densd denss densp densn dense densm xmu xmd xms xm muu mud mus mup mun mue E Eq Eh El P Pq Ph Pl chi
0.624407 0.618097 1.12803 0.605125 0.134964 0.379762 0.0101826 0.00222101 24.2934 17.0305 341.88 151.946 425.305 557.622 557.622 1408.23 1540.55 132.317 747.487 1015.24 561.021 1.28183 214.443 214.083 0.00211583 0.359388 0.407693
0.62443 0.618128 1.12804 0.605128 0.134974 0.379759 0.0101806 0.00221976 24.2923 17.0302 341.879 151.943 425.314 557.623 557.623 1408.25 1540.56 132.308 747.523 1015.26 561.028 1.28139 214.449 214.09 0.00211589 0.359277 0.40775
0.624454 0.61816 1.12804 0.60513 0.134984 0.379755 0.0101785 0.00221852 24.2911 17.0299 341.879 151.941 425.324 557.623 557.623 1408.27 1540.57 132.3 747.56 1015.28 561.036 1.28096 214.455 214.096 0.00211595 0.359166 0.407807
0.624478 0.618191 1.12804 0.605133 0.134994 0.379751 0.0101764 0.00221728 24.2899 17.0296 341.878 151.938 425.333 557.624 557.624 1408.29 1540.58 132.291 747.596 1015.29 561.044 1.28052 214.462 214.103 0.00211602 0.359055 0.407864
0.624501 0.618223 1.12804 0.605136 0.135003 0.379747 0.0101744 0.00221603 24.2888 17.0292 341.878 151.936 425.342 557.624 557.624 1408.31 1540.59 132.282 747.632 1015.31 561.052 1.28008 214.468 214.109 0.00211608 0.358944 0.407921
0.624525 0.618254 1.12804 0.605138 0.135013 0.379743 0.0101723 0.00221479 24.2876 17.0289 341.877 151.933 425.352 557.624 557.624 1408.33 1540.6 132.273 747.669 1015.32 561.06 1.27964 214.474 214.115 0.00211614 0.358833 0.407978
0.624549 0.618286 1.12804 0.605141 0.135023 0.379739 0.0101703 0.00221355 24.2865 17.0286 341.877 151.931 425.361 557.625 557.625 1408.35 1540.61 132.264 747.705 1015.34 561.068 1.27921 214.48 214.122 0.0021162 0.358722 0.408035
0.624572 0.618317 1.12805 0.605144 0.135033 0.379735 0.0101682 0.00221231 24.2853 17.0282 341.877 151.928 425.37 557.625 557.625 1408.37 1540.62 132.255 747.742 1015.36 561.075 1.27877 214.487 214.128 0.00211627 0.358611 0.408091
0.624596 0.618349 1.12805 0.605146 0.135042 0.379732 0.0101661 0.00221106 24.2842 17.0279 341.876 151.926 425.379 557.625 557.625 1408.38 1540.63 132.246 747.778 1015.37 561.083 1.27833 214.493 214.134 0.00211633 0.3585 0.408148
0.62462 0.618381 1.12805 0.605149 0.135052 0.379728 0.0101641 0.00220982 24.283 17.0276 341.876 151.924 425.389 557.626 557.626 1408.4 1540.64 132.237 747.815 1015.39 561.091 1.27789 214.499 214.141 0.00211639 0.35839 0.408205
0.624643 0.618412 1.12805 0.605152 0.135062 0.379724 0.010162 0.00220858 24.2819 17.0272 341.875 151.921 425.398 557.626 557.626 1408.42 1540.65 132.228 747.851 1015.4 561.099 1.27746 214.505 214.147 0.00211646 0.358279 0.408262
0.624667 0.618444 1.12805 0.605154 0.135072 0.37972 0.0101599 0.00220734 24.2807 17.0269 341.875 151.919 425.407 557.626 557.626 1408.44 1540.66 132.219 747.888 1015.42 561.107 1.27702 214.512 214.153 0.00211652 0.358168 0.408319
0.624691 0.618475 1.12805 0.605157 0.135082 0.379716 0.0101579 0.0022061 24.2795 17.0266 341.874 151.916 425.417 557.627 557.627 1408.46 1540.67 132.21 747.924 1015.43 561.115 1.27658 214.518 214.16 0.00211658 0.358057 0.408376
0.624714 0.618507 1.12805 0.60516 0.135091 0.379712 0.0101558 0.00220486 24.2784 17.0262 341.874 151.914 425.426 557.627 557.627 1408.48 1540.68 132.201 747.961 1015.45 561.122 1.27615 214.524 214.166 0.00211664 0.357947 0.408433
0.624738 0.618538 1.12806 0.605162 0.135101 0.379708 0.0101537 0.00220362 24.2772 17.0259 341.873 151.911 425.435 557.627 557.627 1408.5 1540.69 132.192 747.997 1015.47 561.13 1.27571 214.53 214.172 0.00211671 0.357836 0.40849
0.624762 0.61857 1.12806 0.605165 0.135111 0.379705 0.0101517 0.00220238 24.2761 17.0256 341.873 151.909 425.445 557.628 557.628 1408.52 1540.7 132.183 748.034 1015.48 561.138 1.27527 214.537 214.179 0.00211677 0.357725 0.408547
0.624785 0.618601 1.12806 0.605168 0.135121 0.379701 0.0101496 0.00220114 24.2749 17.0253 341.873 151.906 425.454 557.628 557.628 1408.54 1540.71 132.174 748.07 1015.5 561.146 1.27484 214.543 214.185 0.00211683 0.357615 0.408604
0.624809 0.618633 1.12806 0.60517 0.13513 0.379697 0.0101475 0.0021999 24.2738 17.0249 341.872 151.904 425.463 557.628 557.628 1408.55 1540.72 132.165 748.107 1015.51 561.154 1.2744 214.549 214.192 0.0021169 0.357504 0.408661
0.624833 0.618664 1.12806 0.605173 0.13514 0.379693 0.0101455 0.00219866 24.2726 17.0246 341.872 151.902 425.473 557.629 557.629 1408.57 1540.73 132.156 748.143 1015.53 561.162 1.27396 214.555 214.198 0.00211696 0.357393 0.408718
0.624857 0.618696 1.12806 0.605176 0.13515 0.379689 0.0101434 0.00219742 24.2715 17.0243 341.871 151.899 425.482 557.629 557.629 1408.59 1540.74 132.147 748.18 1015.54 561.169 1.27353 214.562 214.204 0.00211702 0.357283 0.408775
0.62488 0.618728 1.12807 0.605178 0.13516 0.379685 0.0101414 0.00219618 24.2703 17.0239 341.871 151.897 425.491 557.629 557.629 1408.61 1540.75 132.138 748.216 1015.56 561.177 1.27309 214.568 214.211 0.00211708 0.357172 0.408832
0.624904 0.618759 1.12807 0.605181 0.13517 0.379681 0.0101393 0.00219494 24.2691 17.0236 341.87 151.894 425.5 557.63 557.63 1408.63 1540.76 132.129 748.253 1015.58 561.185 1.27265 214.574 214.217 0.00211715 0.357062 0.408889
0.624928 0.618791 1.12807 0.605184 0.135179 0.379678 0.0101372 0.00219371 24.268 17.0233 341.87 151.892 425.51 557.63 557.63 1408.65 1540.77 132.12 748.29 1015.59 561.193 1.27222 214.58 214.223 0.00211721 0.356951 0.408946
0.624951 0.618822 1.12807 0.605186 0.135189 0.379674 0.0101352 0.00219247 24.2668 17.0229 341.869 151.889 425.519 557.63 557.63 1408.67 1540.78 132.111 748.326 1015.61 561.201 1.27178 214.587 214.23 0.00211727 0.356841 0.409003
0.624975 0.618854 1.12807 0.605189 0.135199 0.37967 0.0101331 0.00219123 24.2657 17.0226 341.869 151.887 425.528 557.631 557.631 1408.69 1540.79 132.102 748.363 1015.62 561.209 1.27135 214.593 214.236 0.00211734 0.35673 0.40906
0.624999 0.618885 1.12807 0.605191 0.135209 0.379666 0.010131 0.00218999 24.2645 17.0223 341.869 151.884 425.538 557.631 557.631 1408.71 1540.8 132.094 748.399 1015.64 561.216 1.27091 214.599 214.242 0.0021174 0.35662 0.409117
0.625023 0.618917 1.12807 0.605194 0.135219 0.379662 0.010129 0.00218875 24.2634 17.0219 341.868 151.882 425.547 557.632 557.632 1408.73 1540.81 132.085 748.436 1015.65 561.224 1.27047 214.605 214.249 0.00211746 0.35651 0.409174
0.625046 0.618949 1.12808 0.605197 0.135228 0.379658 0.0101269 0.00218752 24.2622 17.0216 341.868 151.879 425.556 557.632 557.632 1408.74 1540.82 132.076 748.472 1015.67 561.232 1.27004 214.612 214.255 0.00211752 0.356399 0.409231
0.62507 0.61898 1.12808 0.605199 0.135238 0.379654 0.0101249 0.00218628 24.2611 17.0213 341.867 151.877 425.566 557.632 557.632 1408.76 1540.83 132.067 748.509 1015.69 561.24 1.2696 214.618 214.261 0.00211759 0.356289 0.409288
0.625094 0.619012 1.12808 0.605202 0.135248 0.37965 0.0101228 0.00218504 24.2599 17.021 341.867 151.875 425.575 557.633 557.633 1408.78 1540.84 132.058 748.545 1015.7 561.248 1.26917 214.624 214.268 0.00211765 0.356179 0.409345
0.625117 0.619043 1.12808 0.605205 0.135258 0.379647 0.0101207 0.00218381 24.2588 17.0206 341.866 151.872 425.584 557.633 557.633 1408.8 1540.85 132.049 748.582 1015.72 561.256 1.26873 214.63 214.274 0.00211771 0.356068 0.409402
0.625141 0.619075 1.12808 0.605207 0.135268 0.379643 0.0101187 0.00218257 24.2576 17.0203 341.866 151.87 425.594 557.633 557.633 1408.82 1540.86 132.04 748.618 1015.73 561.263 1.2683 214.637 214.281 0.00211778 0.355958 0.409459
0.625165 0.619106 1.12808 0.60521 0.135277 0.379639 0.0101166 0.00218134 24.2564 17.02 341.866 151.867 425.603 557.634 557.634 1408.84 1540.87 132.031 748.655 1015.75 561.271 1.26786 214.643 214.287 0.00211784 0.355848 0.409516
0.625189 0.619138 1.12809 0.605213 0.135287 0.379635 0.0101146 0.0021801 24.2553 17.0196 341.865 151.865 425.612 557.634 557.634 1408.86 1540.88 132.022 748.692 1015.77 561.279 1.26743 214.649 214.293 0.0021179 0.355737 0.409573
0.625212 0.61917 1.12809 0.605215 0.135297 0.379631 0.0101125 0.00217886 24.2541 17.0193 341.865 151.862 425.621 557.634 557.634 1408.88 1540.89 132.013 748.728 1015.78 561.287 1.26699 214.655 214.3 0.00211796 0.355627 0.40963
0.625236 0.619201 1.12809 0.605218 0.135307 0.379627 0.0101104 0.00217763 24.253 17.019 341.864 151.86 425.631 557.635 557.635 1408.9 1540.9 132.004 748.765 1015.8 561.295 1.26656 214.662 214.306 0.00211803 0.355517 0.409687
0.62526 0.619233 1.12809 0.605221 0.135317 0.379623 0.0101084 0.00217639 24.2518 17.0186 341.864 151.857 425.64 557.635 557.635 1408.92 1540.91 131.995 748.801 1015.81 561.303 1.26612 214.668 214.312 0.00211809 0.355407 0.409744
0.625284 0.619264 1.12809 0.605223 0.135326 0.379619 0.0101063 0.00217516 24.2507 17.0183 341.863 151.855 425.649 557.635 557.635 1408.93 1540.92 131.986 748.838 1015.83 561.31 1.26569 214.674 214.319 0.00211815 0.355297 0.409801
0.625307 0.619296 1.12809 0.605226 0.135336 0.379616 0.0101043 0.00217393 24.2495 17.018 341.863 151.853 425.659 557.636 557.636 1408.95 1540.93 131.977 748.875 1015.84 561.318 1.26525 214.68 214.325 0.00211822 0.355187 0.409858
0.625331 0.619328 1.12809 0.605228 0.135346 0.379612 0.0101022 0.00217269 24.2484 17.0177 341.862 151.85 425.668 557.636 557.636 1408.97 1540.94 131.968 748.911 1015.86 561.326 1.26482 214.687 214.331 0.00211828 0.355076 0.409915
0.625355 0.619359 1.1281 0.605231 0.135356 0.379608 0.0101001 0.00217146 24.2472 17.0173 341.862 151.848 425.677 557.636 557.636 1408.99 1540.95 131.959 748.948 1015.88 561.334 1.26438 214.693 214.338 0.00211834 0.354966 0.409973
0.625379 0.619391 1.1281 0.605234 0.135366 0.379604 0.0100981 0.00217022 24.2461 17.017 341.862 151.845 425.687 557.637 557.637 1409.01 1540.96 131.95 748.984 1015.89 561.342 1.26395 214.699 214.344 0.0021184 0.354856 0.41003
0.625402 0.619422 1.1281 0.605236 0.135375 0.3796 0.010096 0.00216899 24.2449 17.0167 341.861 151.843 425.696 557.637 557.637 1409.03 1540.97 131.941 749.021 1015.91 561.35 1.26351 214.705 214.351 0.00211847 0.354746 0.410087
0.625426 0.619454 1.1281 0.605239 0.135385 0.379596 0.010094 0.00216776 24.2437 17.0163 341.861 151.84 425.705 557.637 557.637 1409.05 1540.98 131.932 749.058 1015.92 561.357 1.26308 214.712 214.357 0.00211853 0.354636 0.410144
0.62545 0.619486 1.1281 0.605242 0.135395 0.379592 0.0100919 0.00216652 24.2426 17.016 341.86 151.838 425.715 557.638 557.638 1409.07 1540.99 131.923 749.094 1015.94 561.365 1.26264 214.718 214.363 0.00211859 0.354526 0.410201
0.625474 0.619517 1.1281 0.605244 0.135405 0.379588 0.0100898 0.00216529 24.2414 17.0157 341.86 151.835 425.724 557.638 557.638 1409.09 1541 131.914 749.131 1015.95 561.373 1.26221 214.724 214.37 0.00211866 0.354416 0.410258
0.625497 0.619549 1.12811 0.605247 0.135415 0.379585 0.0100878 0.00216406 24.2403 17.0154 341.859 151.833 425.733 557.638 557.638 1409.1 1541.01 131.905 749.168 1015.97 561.381 1.26178 214.73 214.376 0.00211872 0.354306 0.410315
0.625521 0.61958 1.12811 0.605249 0.135424 0.379581 0.0100857 0.00216283 24.2391 17.015 341.859 151.831 425.742 557.639 557.639 1409.12 1541.02 131.896 749.204 1015.99 561.389 1.26134 214.737 214.382 0.00211878 0.354197 0.410372
0.625545 0.619612 1.12811 0.605252 0.135434 0.379577 0.0100837 0.0021616 24.238 17.0147 341.859 151.828 425.752 557.639 557.639 1409.14 1541.03 131.887 749.241 1016 561.397 1.26091 214.743 214.389 0.00211884 0.354087 0.41043
0.625569 0.619644 1.12811 0.605255 0.135444 0.379573 0.0100816 0.00216036 24.2368 17.0144 341.858 151.826 425.761 557.639 557.639 1409.16 1541.04 131.878 749.277 1016.02 561.404 1.26047 214.749 214.395 0.00211891 0.353977 0.410487
0.625593 0.619675 1.12811 0.605257 0.135454 0.379569 0.0100795 0.00215913 24.2357 17.014 341.858 151.823 425.77 557.64 557.64 1409.18 1541.05 131.869 749.314 1016.03 561.412 1.26004 214.755 214.401 0.00211897 0.353867 0.410544
0.625616 0.619707 1.12811 0.60526 0.135464 0.379565 0.0100775 0.0021579 24.2345 17.0137 341.857 151.821 425.78 557.64 557.64 1409.2 1541.06 131.86 749.351 1016.05 561.42 1.25961 214.762 214.408 0.00211903 0.353757 0.410601
0.62564 0.619738 1.12811 0.605262 0.135473 0.379561 0.0100754 0.00215667 24.2334 17.0134 341.857 151.818 425.789 557.64 557.64 1409.22 1541.07 131.851 749.387 1016.06 561.428 1.25917 214.768 214.414 0.0021191 0.353647 0.410658
0.625664 0.61977 1.12812 0.605265 0.135483 0.379557 0.0100734 0.00215544 24.2322 17.013 341.856 151.816 425.798 557.641 557.641 1409.24 1541.08 131.842 749.424 1016.08 561.436 1.25874 214.774 214.421 0.00211916 0.353538 0.410715
0.625688 0.619802 1.12812 0.605268 0.135493 0.379553 0.0100713 0.00215421 24.2311 17.0127 341.856 151.813 425.808 557.641 557.641 1409.26 1541.09 131.833 749.461 1016.1 561.444 1.25831 214.78 214.427 0.00211922 0.353428 0.410773
0.625711 0.619833 1.12812 0.60527 0.135503 0.37955 0.0100693 0.00215298 24.2299 17.0124 341.855 151.811 425.817 557.641 557.641 1409.28 1541.1 131.824 749.497 1016.11 561.451 1.25787 214.787 214.433 0.00211929 0.353318 0.41083
0.625735 0.619865 1.12812 0.605273 0.135513 0.379546 0.0100672 0.00215175 24.2288 17.0121 341.855 151.809 425.826 557.642 557.642 1409.29 1541.11 131.815 749.534 1016.13 561.459 1.25744 214.793 214.44 0.00211935 0.353208 0.410887
0.625759 0.619897 1.12812 0.605276 0.135522 0.379542 0.0100651 0.00215052 24.2276 17.0117 341.855 151.806 425.836 557.642 557.642 1409.31 1541.12 131.807 749.571 1016.14 561.467 1.25701 214.799 214.446 0.00211941 0.353099 0.410944
0.625783 0.619928 1.12812 0.605278 0.135532 0.379538 0.0100631 0.00214929 24.2265 17.0114 341.854 151.804 425.845 557.643 557.643 1409.33 1541.13 131.798 749.607 1016.16 561.475 1.25657 214.805 214.452 0.00211947 0.352989 0.411001
0.625807 0.61996 1.12812 0.605281 0.135542 0.379534 0.010061 0.00214806 24.2253 17.0111 341.854 151.801 425.854 557.643 557.643 1409.35 1541.14 131.789 749.644 1016.18 561.483 1.25614 214.812 214.459 0.00211954 0.352879 0.411059
0.62583 0.619991 1.12813 0.605283 0.135552 0.37953 0.010059 0.00214683 24.2242 17.0107 341.853 151.799 425.864 557.643 557.643 1409.37 1541.15 131.78 749.681 1016.19 561.491 1.25571 214.818 214.465 0.0021196 0.35277 0.411116
0.625854 0.620023 1.12813 0.605286 0.135562 0.379526 0.0100569 0.0021456 24.223 17.0104 341.853 151.796 425.873 557.644 557.644 1409.39 1541.16 131.771 749.717 1016.21 561.498 1.25527 214.824 214.471 0.00211966 0.35266 0.411173
0.625878 0.620055 1.12813 0.605289 0.135572 0.379522 0.0100549 0.00214438 24.2218 17.0101 341.852 151.794 425.882 557.644 557.644 1409.41 1541.17 131.762 749.754 1016.22 561.506 1.25484 214.83 214.478 0.00211973 0.352551 0.41123
0.625902 0.620086 1.12813 0.605291 0.135581 0.379518 0.0100528 0.00214315 24.2207 17.0098 341.852 151.791 425.892 557.644 557.644 1409.43 1541.18 131.753 749.791 1016.24 561.514 1.25441 214.837 214.484 0.00211979 0.352441 0.411288
0.625926 0.620118 1.12813 0.605294 0.135591 0.379515 0.0100508 0.00214192 24.2195 17.0094 341.852 151.789 425.901 557.645 557.645 1409.45 1541.19 131.744 749.828 1016.25 561.522 1.25398 214.843 214.491 0.00211985 0.352332 0.411345
0.62595 0.62015 1.12813 0.605296 0.135601 0.379511 0.0100487 0.00214069 24.2184 17.0091 341.851 151.787 425.91 557.645 557.645 1409.47 1541.2 131.735 749.864 1016.27 561.53 1.25354 214.849 214.497 0.00211991 0.352222 0.411402
0.625973 0.620181 1.12814 0.605299 0.135611 0.379507 0.0100466 0.00213946 24.2172 17.0088 341.851 151.784 425.92 557.645 557.645 1409.48 1541.21 131.726 749.901 1016.29 561.538 1.25311 214.855 214.503 0.00211998 0.352113 0.411459
0.625997 0.620213 1.12814 0.605302 0.135621 0.379503 0.0100446 0.00213824 24.2161 17.0084 341.85 151.782 425.929 557.646 557.646 1409.5 1541.22 131.717 749.938 1016.3 561.545 1.25268 214.862 214.51 0.00212004 0.352003 0.411517
0.626021 0.620245 1.12814 0.605304 0.13563 0.379499 0.0100425 0.00213701 24.2149 17.0081 341.85 151.779 425.938 557.646 557.646 1409.52 1541.23 131.708 749.974 1016.32 561.553 1.25225 214.868 214.516 0.0021201 0.351894 0.411574
0.626045 0.620276 1.12814 0.605307 0.13564 0.379495 0.0100405 0.00213578 24.2138 17.0078 341.849 151.777 425.948 557.646 557.646 1409.54 1541.24 131.699 750.011 1016.33 561.561 1.25181 214.874 214.522 0.00212017 0.351785 0.411631
0.626069 0.620308 1.12814 0.605309 0.13565 0.379491 0.0100384 0.00213456 24.2126 17.0075 341.849 151.774 425.957 557.647 557.647 1409.56 1541.25 131.69 750.048 1016.35 561.569 1.25138 214.88 214.529 0.00212023 0.351675 0.411689
0.626092 0.62034 1.12814 0.605312 0.13566 0.379487 0.0100364 0.00213333 24.2115 17.0071 341.849 151.772 425.966 557.647 557.647 1409.58 1541.26 131.681 750.085 1016.36 561.577 1.25095 214.887 214.535 0.00212029 0.351566 0.411746
0.626116 0.620371 1.12814 0.605315 0.13567 0.379483 0.0100343 0.00213211 24.2103 17.0068 341.848 151.769 425.975 557.647 557.647 1409.6 1541.27 131.672 750.121 1016.38 561.585 1.25052 214.893 214.542 0.00212036 0.351456 0.411803
0.62614 0.620403 1.12815 0.605317 0.13568 0.37948 0.0100323 0.00213088 24.2092 17.0065 341.848 151.767 425.985 557.648 557.648 1409.62 1541.28 131.663 750.158 1016.4 561.592 1.25009 214.899 214.548 0.00212042 0.351347 0.41186
0.626164 0.620434 1.12815 0.60532 0.135689 0.379476 0.0100302 0.00212965 24.208 17.0061 341.847 151.765 425.994 557.648 557.648 1409.64 1541.29 131.654 750.195 1016.41 561.6 1.24965 214.906 214.554 0.00212048 0.351238 0.411918
0.626188 0.620466 1.12815 0.605322 0.135699 0.379472 0.0100282 0.00212843 24.2069 17.0058 341.847 151.762 426.003 557.648 557.648 1409.66 1541.3 131.645 750.232 1016.43 561.608 1.24922 214.912 214.561 0.00212054 0.351129 0.411975
0.626212 0.620498 1.12815 0.605325 0.135709 0.379468 0.0100261 0.0021272 24.2057 17.0055 341.846 151.76 426.013 557.649 557.649 1409.67 1541.31 131.636 750.268 1016.44 561.616 1.24879 214.918 214.567 0.00212061 0.351019 0.412032
0.626236 0.620529 1.12815 0.605327 0.135719 0.379464 0.0100241 0.00212598 24.2046 17.0052 341.846 151.757 426.022 557.649 557.649 1409.69 1541.32 131.627 750.305 1016.46 561.624 1.24836 214.924 214.573 0.00212067 0.35091 0.41209
0.626259 0.620561 1.12815 0.60533 0.135729 0.37946 0.010022 0.00212476 24.2034 17.0048 341.845 151.755 426.031 557.649 557.649 1409.71 1541.33 131.618 750.342 1016.47 561.632 1.24793 214.931 214.58 0.00212073 0.350801 0.412147
0.626283 0.620593 1.12815 0.605333 0.135738 0.379456 0.0100199 0.00212353 24.2023 17.0045 341.845 151.752 426.041 557.65 557.65 1409.73 1541.34 131.609 750.379 1016.49 561.64 1.2475 214.937 214.586 0.0021208 0.350692 0.412204
0.626307 0.620624 1.12816 0.605335 0.135748 0.379452 0.0100179 0.00212231 24.2011 17.0042 341.845 151.75 426.05 557.65 557.65 1409.75 1541.35 131.6 750.415 1016.51 561.647 1.24707 214.943 214.593 0.00212086 0.350583 0.412262
0.626331 0.620656 1.12816 0.605338 0.135758 0.379448 0.0100158 0.00212108 24.2 17.0038 341.844 151.747 426.059 557.65 557.65 1409.77 1541.36 131.591 750.452 1016.52 561.655 1.24664 214.949 214.599 0.00212092 0.350474 0.412319
0.626355 0.620688 1.12816 0.60534 0.135768 0.379444 0.0100138 0.00211986 24.1988 17.0035 341.844 151.745 426.069 557.651 557.651 1409.79 1541.37 131.582 750.489 1016.54 561.663 1.2462 214.956 214.605 0.00212098 0.350365 0.412376
0.626379 0.620719 1.12816 0.605343 0.135778 0.379441 0.0100117 0.00211864 24.1977 17.0032 341.843 151.743 426.078 557.651 557.651 1409.81 1541.38 131.573 750.526 1016.55 561.671 1.24577 214.962 214.612 0.00212105 0.350255 0.412434
0.626403 0.620751 1.12816 0.605345 0.135788 0.379437 0.0100097 0.00211742 24.1965 17.0029 341.843 151.74 426.087 557.651 557.651 1409.83 1541.39 131.564 750.562 1016.57 561.679 1.24534 214.968 214.618 0.00212111 0.350146 0.412491
0.626426 0.620783 1.12816 0.605348 0.135797 0.379433 0.0100076 0.00211619 24.1954 17.0025 341.842 151.738 426.097 557.652 557.652 1409.85 1541.4 131.555 750.599 1016.58 561.687 1.24491 214.974 214.624 0.00212117 0.350037 0.412549
0.62645 0.620814 1.12817 0.605351 0.135807 0.379429 0.0100056 0.00211497 24.1942 17.0022 341.842 151.735 426.106 557.652 557.652 1409.86 1541.41 131.546 750.636 1016.6 561.694 1.24448 214.981 214.631 0.00212124 0.349928 0.412606
0.626474 0.620846 1.12817 0.605353 0.135817 0.379425 0.0100035 0.00211375 24.1931 17.0019 341.842 151.733 426.115 557.652 557.652 1409.88 1541.42 131.537 750.673 1016.62 561.702 1.24405 214.987 214.637 0.0021213 0.349819 0.412663
0.626498 0.620878 1.12817 0.605356 0.135827 0.379421 0.0100015 0.00211253 24.1919 17.0015 341.841 151.73 426.125 557.653 557.653 1409.9 1541.43 131.528 750.71 1016.63 561.71 1.24362 214.993 214.644 0.00212136 0.34971 0.412721
0.626522 0.62091 1.12817 0.605358 0.135837 0.379417 0.00999942 0.0021113 24.1908 17.0012 341.841 151.728 426.134 557.653 557.653 1409.92 1541.44 131.519 750.746 1016.65 561.718 1.24319 214.999 214.65 0.00212143 0.349602 0.412778
0.626546 0.620941 1.12817 0.605361 0.135847 0.379413 0.00999737 0.00211008 24.1896 17.0009 341.84 151.725 426.143 557.653 557.653 1409.94 1541.45 131.51 750.783 1016.66 561.726 1.24276 215.006 214.656 0.00212149 0.349493 0.412836
0.62657 0.620973 1.12817 0.605363 0.135856 0.379409 0.00999532 0.00210886 24.1885 17.0006 341.84 151.723 426.153 557.654 557.654 1409.96 1541.46 131.501 750.82 1016.68 561.734 1.24233 215.012 214.663 0.00212155 0.349384 0.412893
0.626593 0.621005 1.12817 0.605366 0.135866 0.379405 0.00999327 0.00210764 24.1873 17.0002 341.839 151.721 426.162 557.654 557.654 1409.98 1541.47 131.492 750.857 1016.7 561.742 1.2419 215.018 214.669 0.00212161 0.349275 0.41295
0.626617 0.621036 1.12818 0.605369 0.135876 0.379401 0.00999122 0.00210642 24.1862 16.9999 341.839 151.718 426.171 557.654 557.654 1410 1541.48 131.483 750.894 1016.71 561.749 1.24147 215.025 214.675 0.00212168 0.349166 0.413008
0.626641 0.621068 1.12818 0.605371 0.135886 0.379398 0.00998917 0.0021052 24.185 16.9996 341.839 151.716 426.181 557.655 557.655 1410.02 1541.49 131.474 750.93 1016.73 561.757 1.24104 215.031 214.682 0.00212174 0.349057 0.413065
0.626665 0.6211 1.12818 0.605374 0.135896 0.379394 0.00998712 0.00210398 24.1839 16.9992 341.838 151.713 426.19 557.655 557.655 1410.03 1541.5 131.465 750.967 1016.74 561.765 1.24061 215.037 214.688 0.0021218 0.348949 0.413123
0.626689 0.621131 1.12818 0.605376 0.135906 0.37939 0.00998507 0.00210276 24.1827 16.9989 341.838 151.711 426.199 557.655 557.655 1410.05 1541.51 131.456 751.004 1016.76 561.773 1.24018 215.043 214.695 0.00212187 0.34884 0.41318
0.626713 0.621163 1.12818 0.605379 0.135916 0.379386 0.00998302 0.00210154 24.1816 16.9986 341.837 151.708 426.209 557.656 557.656 1410.07 1541.52 131.447 751.041 1016.77 561.781 1.23975 215.05 214.701 0.00212193 0.348731 0.413238
