dens densp densn dense densm mup mun mue nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.1 0.00933604 0.090664 0.00741517 0.00192086 841.245 949.538 108.294 662.241 725.96 681.05 0.274708 0.214368 -0.0474707 96.7925 95.7383 1.0542 2.11158 1.81091 0.300677 0.483268 0.182591 0.0174087 96.7925 95.7383 1.0542 19.7511
0.101 0.00948761 0.0915124 0.00751143 0.00197618 841.018 949.723 108.706 660.059 724.116 678.767 0.277139 0.216489 -0.0475494 97.7818 96.7048 1.077 2.15736 1.85043 0.306934 0.491205 0.184271 0.0177293 97.7818 96.7048 1.077 19.8864
0.102 0.00963981 0.0923602 0.00760776 0.00203205 840.798 949.912 109.114 657.881 722.277 676.488 0.279566 0.218611 -0.0476231 98.7715 97.6715 1.10001 2.20394 1.89069 0.313254 0.499202 0.185948 0.018052 98.7715 97.6715 1.10001 20.0217
0.103 0.00979262 0.0932074 0.00770415 0.00208847 840.587 950.104 109.517 655.709 720.443 674.213 0.281988 0.220734 -0.0476916 99.7617 98.6384 1.12324 2.25135 1.93171 0.319636 0.507259 0.187623 0.0183766 99.7617 98.6384 1.12324 20.1569
0.104 0.00994603 0.094054 0.0078006 0.00214543 840.384 950.299 109.916 653.54 718.614 671.941 0.284407 0.222859 -0.0477552 100.752 99.6056 1.14668 2.29959 1.97351 0.32608 0.515377 0.189297 0.0187032 100.752 99.6056 1.14668 20.2922
0.105 0.0101 0.0949 0.00789712 0.00220293 840.188 950.499 110.311 651.377 716.79 669.674 0.286822 0.224984 -0.047814 101.743 100.573 1.17033 2.34867 2.01609 0.332588 0.523556 0.190968 0.0190319 101.743 100.573 1.17033 20.4273
0.106 0.0102547 0.0957453 0.0079937 0.00226096 840.001 950.702 110.701 649.218 714.971 667.41 0.289233 0.22711 -0.047868 102.735 101.541 1.19419 2.39862 2.05947 0.339158 0.531796 0.192637 0.0193625 102.735 101.541 1.19419 20.5625
0.107 0.0104099 0.0965901 0.00809036 0.0023195 839.821 950.909 111.088 647.064 713.157 665.15 0.29164 0.229238 -0.0479173 103.727 102.509 1.21826 2.44945 2.10366 0.345791 0.540096 0.194305 0.0196952 103.727 102.509 1.21826 20.6977
0.108 0.0105656 0.0974344 0.00818708 0.00237856 839.649 951.12 111.47 644.914 711.348 662.894 0.294043 0.231367 -0.0479619 104.72 103.477 1.24255 2.50116 2.14868 0.352488 0.548458 0.19597 0.0200298 104.72 103.477 1.24255 20.8328
0.109 0.010722 0.098278 0.00828389 0.00243812 839.485 951.334 111.849 642.769 709.544 660.641 0.296442 0.233497 -0.0480021 105.713 104.446 1.26704 2.55378 2.19454 0.359248 0.556882 0.197634 0.0203665 105.713 104.446 1.26704 20.9679
0.11 0.0108789 0.0991211 0.00838076 0.00249818 839.329 951.553 112.224 640.629 707.745 658.392 0.298837 0.235628 -0.0480378 106.706 105.414 1.29175 2.60732 2.24125 0.366071 0.565366 0.199295 0.0207051 106.706 105.414 1.29175 21.103
0.111 0.0110365 0.0999635 0.00847772 0.00255873 839.181 951.776 112.595 638.493 705.951 656.147 0.301228 0.23776 -0.0480692 107.7 106.384 1.31666 2.66179 2.28883 0.372959 0.573913 0.200954 0.0210457 107.7 106.384 1.31666 21.2381
0.112 0.0111945 0.100805 0.00857476 0.00261977 839.04 952.003 112.963 636.362 704.162 653.905 0.303615 0.239893 -0.0480963 108.695 107.353 1.34179 2.71721 2.3373 0.37991 0.582521 0.202612 0.0213883 108.695 107.353 1.34179 21.3732
0.113 0.0113532 0.101647 0.00867188 0.0026813 838.907 952.234 113.327 634.235 702.378 651.667 0.305999 0.242028 -0.0481191 109.69 108.323 1.36713 2.77359 2.38666 0.386925 0.591192 0.204267 0.0217329 109.69 108.323 1.36713 21.5083
0.114 0.0115124 0.102488 0.0087691 0.00274329 838.782 952.469 113.687 632.113 700.599 649.433 0.308378 0.244163 -0.0481379 110.685 109.293 1.39268 2.83094 2.43694 0.394004 0.599925 0.205921 0.0220794 110.685 109.293 1.39268 21.6434
0.115 0.0116722 0.103328 0.0088664 0.00280576 838.664 952.708 114.044 629.996 698.825 647.202 0.310754 0.2463 -0.0481527 111.681 110.263 1.41844 2.88928 2.48814 0.401148 0.60872 0.207572 0.022428 111.681 110.263 1.41844 21.7785
0.116 0.0118325 0.104168 0.00896379 0.00286869 838.554 952.952 114.397 627.883 697.055 644.975 0.313126 0.248438 -0.0481635 112.678 111.233 1.44441 2.94863 2.54027 0.408356 0.617578 0.209221 0.0227785 112.678 111.233 1.44441 21.9136
0.117 0.0119934 0.105007 0.00906128 0.00293208 838.452 953.2 114.748 625.775 695.291 642.751 0.315494 0.250578 -0.0481704 113.675 112.204 1.47059 3.009 2.59337 0.41563 0.626499 0.210869 0.0231311 113.675 112.204 1.47059 22.0487
0.118 0.0121548 0.105845 0.00915887 0.00299593 838.357 953.452 115.095 623.672 693.532 640.531 0.317858 0.252718 -0.0481735 114.672 113.175 1.49698 3.0704 2.64743 0.422968 0.635483 0.212514 0.0234856 114.672 113.175 1.49698 22.1838
0.119 0.0123168 0.106683 0.00925656 0.00306023 838.27 953.709 115.438 621.574 691.778 638.314 0.320219 0.25486 -0.0481729 115.67 114.147 1.52359 3.13284 2.70247 0.430372 0.64453 0.214158 0.0238421 115.67 114.147 1.52359 22.3189
0.12 0.0124793 0.107521 0.00935436 0.00312497 838.191 953.97 115.779 619.48 690.029 636.102 0.322576 0.257003 -0.0481686 116.669 115.119 1.55041 3.19635 2.75851 0.437841 0.653641 0.215799 0.0242006 116.669 115.119 1.55041 22.454
0.121 0.0126424 0.108358 0.00945226 0.00319016 838.119 954.236 116.117 617.391 688.285 633.892 0.324929 0.259148 -0.0481608 117.668 116.091 1.57744 3.26094 2.81556 0.445377 0.662815 0.217439 0.0245611 117.668 116.091 1.57744 22.5891
0.122 0.0128061 0.109194 0.00955028 0.00325579 838.055 954.506 116.452 615.306 686.545 631.686 0.327278 0.261294 -0.0481494 118.668 117.063 1.60468 3.32661 2.87364 0.452978 0.672054 0.219076 0.0249237 118.668 117.063 1.60468 22.7242
0.123 0.0129703 0.11003 0.00964841 0.00332185 837.998 954.781 116.783 613.226 684.811 629.484 0.329623 0.26344 -0.0481346 119.668 118.036 1.63213 3.3934 2.93275 0.460646 0.681358 0.220712 0.0252882 119.668 118.036 1.63213 22.8593
0.124 0.013135 0.110865 0.00974666 0.00338834 837.948 955.061 117.112 611.151 683.082 627.285 0.331965 0.265589 -0.0481165 120.669 119.009 1.6598 3.4613 2.99292 0.46838 0.690725 0.222345 0.0256547 120.669 119.009 1.6598 22.9944
0.125 0.0133003 0.1117 0.00984503 0.00345526 837.907 955.345 117.438 609.081 681.358 625.09 0.334302 0.267738 -0.0480951 121.67 119.982 1.68769 3.53034 3.05416 0.476181 0.700158 0.223977 0.0260232 121.67 119.982 1.68769 23.1296
0.126 0.0134661 0.112534 0.00994352 0.00352261 837.872 955.634 117.762 607.016 679.639 622.898 0.336637 0.269889 -0.0480704 122.672 120.956 1.71579 3.60053 3.11648 0.48405 0.709656 0.225606 0.0263937 122.672 120.956 1.71579 23.2647
0.127 0.0136325 0.113367 0.0100421 0.00359038 837.846 955.928 118.082 604.955 677.925 620.71 0.338967 0.272041 -0.0480426 123.674 121.93 1.7441 3.67188 3.1799 0.491986 0.719219 0.227234 0.0267663 123.674 121.93 1.7441 23.3998
0.128 0.0137995 0.114201 0.0101409 0.00365857 837.826 956.226 118.4 602.899 676.216 618.525 0.341294 0.274194 -0.0480117 124.678 122.905 1.77263 3.74442 3.24443 0.499989 0.728849 0.228859 0.0271408 124.678 122.905 1.77263 23.535
0.129 0.013967 0.115033 0.0102398 0.00372718 837.814 956.53 118.716 600.848 674.513 616.344 0.343616 0.276349 -0.0479778 125.681 123.88 1.80138 3.81815 3.31009 0.508061 0.738544 0.230483 0.0275174 125.681 123.88 1.80138 23.6701
0.13 0.014135 0.115865 0.0103388 0.0037962 837.81 956.838 119.028 598.802 672.814 614.166 0.345936 0.278505 -0.047941 126.685 124.855 1.83034 3.89309 3.37689 0.516201 0.748305 0.232104 0.027896 126.685 124.855 1.83034 23.8052
0.131 0.0143036 0.116696 0.010438 0.00386563 837.813 957.152 119.339 596.761 671.12 611.992 0.348251 0.280662 -0.0479012 127.69 125.83 1.85952 3.96926 3.44485 0.52441 0.758134 0.233723 0.0282767 127.69 125.83 1.85952 23.9404
0.132 0.0144728 0.117527 0.0105373 0.00393548 837.823 957.47 119.647 594.725 669.432 609.822 0.350563 0.28282 -0.0478586 128.695 126.806 1.88892 4.04666 3.51397 0.532688 0.768029 0.235341 0.0286594 128.695 126.806 1.88892 24.0755
0.133 0.0146425 0.118357 0.0106368 0.00400573 837.841 957.793 119.952 592.693 667.749 607.654 0.352871 0.28498 -0.0478133 129.701 127.783 1.91854 4.12532 3.58429 0.541035 0.777991 0.236956 0.0290441 129.701 127.783 1.91854 24.2107
0.134 0.0148128 0.119187 0.0107364 0.00407639 837.866 958.122 120.255 590.667 666.071 605.491 0.355175 0.287141 -0.0477653 130.708 128.759 1.94838 4.20525 3.6558 0.549452 0.788021 0.238569 0.0294308 130.708 128.759 1.94838 24.3459
0.135 0.0149836 0.120016 0.0108362 0.00414745 837.899 958.455 120.556 588.645 664.397 603.331 0.357475 0.289303 -0.0477146 131.715 129.736 1.97845 4.28647 3.72853 0.557939 0.798119 0.24018 0.0298196 131.715 129.736 1.97845 24.481
0.136 0.015155 0.120845 0.0109361 0.00421891 837.939 958.794 120.855 586.629 662.73 601.174 0.359772 0.291467 -0.0476614 132.723 130.714 2.00873 4.36899 3.80249 0.566496 0.808285 0.24179 0.0302105 132.723 130.714 2.00873 24.6162
0.137 0.015327 0.121673 0.0110362 0.00429078 837.986 959.138 121.151 584.617 661.067 599.021 0.362065 0.293631 -0.0476057 133.731 131.692 2.03924 4.45282 3.8777 0.575124 0.81852 0.243397 0.0306034 133.731 131.692 2.03924 24.7513
0.138 0.0154995 0.1225 0.0111365 0.00436304 838.041 959.487 121.446 582.611 659.41 596.872 0.364354 0.295797 -0.0475475 134.74 132.67 2.06997 4.53799 3.95416 0.583822 0.828824 0.245002 0.0309983 134.74 132.67 2.06997 24.8864
0.139 0.0156726 0.123327 0.0112369 0.0044357 838.103 959.841 121.738 580.61 657.757 594.726 0.366639 0.297965 -0.0474869 135.749 133.649 2.10092 4.6245 4.03191 0.592592 0.839197 0.246605 0.0313953 135.749 133.649 2.10092 25.0216
0.14 0.0158463 0.124154 0.0113375 0.00450876 838.173 960.201 122.028 578.613 656.11 592.583 0.368921 0.300133 -0.0474239 136.76 134.628 2.1321 4.71237 4.11094 0.601434 0.84964 0.248206 0.0317944 136.76 134.628 2.1321 25.1567
0.141 0.0160206 0.124979 0.0114383 0.00458221 838.25 960.566 122.316 576.622 654.469 590.444 0.371199 0.302303 -0.0473587 137.77 135.607 2.16351 4.80163 4.19128 0.610348 0.860152 0.249804 0.0321956 137.77 135.607 2.16351 25.2918
0.142 0.0161954 0.125805 0.0115393 0.00465606 838.334 960.936 122.602 574.636 652.832 588.309 0.373473 0.304474 -0.0472913 138.782 136.587 2.19514 4.89227 4.27294 0.619334 0.870735 0.251401 0.0325988 138.782 136.587 2.19514 25.4269
0.143 0.0163708 0.126629 0.0116405 0.0047303 838.426 961.312 122.886 572.656 651.201 586.177 0.375743 0.306646 -0.0472216 139.794 137.567 2.22701 4.98433 4.35593 0.628393 0.881388 0.252996 0.0330041 139.794 137.567 2.22701 25.5621
0.144 0.0165467 0.127453 0.0117418 0.00480493 838.525 961.693 123.169 570.68 649.575 584.049 0.37801 0.308819 -0.0471499 140.807 138.548 2.2591 5.0778 4.44028 0.637524 0.892113 0.254588 0.0334115 140.807 138.548 2.2591 25.6971
0.145 0.0167233 0.128277 0.0118433 0.00487996 838.631 962.08 123.449 568.71 647.955 581.924 0.380272 0.310994 -0.0470761 141.82 139.529 2.29142 5.17272 4.52599 0.64673 0.902909 0.256179 0.033821 141.82 139.529 2.29142 25.8322
0.146 0.0169005 0.1291 0.0119451 0.00495537 838.745 962.472 123.728 566.745 646.339 579.803 0.382531 0.31317 -0.0470003 142.834 140.51 2.32397 5.2691 4.61309 0.656009 0.913776 0.257767 0.0342326 142.834 140.51 2.32397 25.9673
0.147 0.0170782 0.129922 0.012047 0.00503118 838.866 962.87 124.004 564.785 644.73 577.686 0.384786 0.315347 -0.0469225 143.849 141.492 2.35676 5.36695 4.70158 0.665362 0.924716 0.259354 0.0346463 143.849 141.492 2.35676 26.1023
0.148 0.0172565 0.130743 0.0121491 0.00510737 838.994 963.274 124.28 562.831 643.125 575.572 0.387037 0.317525 -0.0468429 144.864 142.475 2.38978 5.46628 4.79149 0.67479 0.935728 0.260938 0.0350621 144.864 142.475 2.38978 26.2373
0.149 0.0174354 0.131565 0.0122515 0.00518395 839.13 963.683 124.553 560.882 641.526 573.462 0.389284 0.319704 -0.0467613 145.881 143.458 2.42303 5.56712 4.88283 0.684292 0.946812 0.26252 0.03548 145.881 143.458 2.42303 26.3723
0.15 0.0176149 0.132385 0.012354 0.00526092 839.273 964.097 124.825 558.939 639.932 571.355 0.391528 0.321884 -0.046678 146.897 144.441 2.45652 5.66948 4.97561 0.69387 0.95797 0.2641 0.0359 146.897 144.441 2.45652 26.5073
0.151 0.017795 0.133205 0.0124568 0.00533827 839.423 964.518 125.095 557.001 638.344 569.253 0.393767 0.324066 -0.0465929 147.915 145.425 2.49024 5.77337 5.06985 0.703524 0.969202 0.265678 0.0363221 147.915 145.425 2.49024 26.6423
0.152 0.0179757 0.134024 0.0125597 0.00541601 839.581 964.944 125.363 555.068 636.762 567.153 0.396003 0.326249 -0.0465061 148.933 146.409 2.5242 5.87882 5.16557 0.713253 0.980507 0.267254 0.0367464 148.933 146.409 2.5242 26.7772
0.153 0.0181571 0.134843 0.0126629 0.00549414 839.746 965.376 125.63 553.141 635.185 565.058 0.398234 0.328433 -0.0464176 149.952 147.393 2.5584 5.98583 5.26277 0.723059 0.991886 0.268827 0.0371728 149.952 147.393 2.5584 26.9121
0.154 0.018339 0.135661 0.0127663 0.00557265 839.919 965.814 125.895 551.22 633.613 562.966 0.400462 0.330618 -0.0463276 150.971 148.378 2.59284 6.09443 5.36149 0.732942 1.00334 0.270399 0.0376012 150.971 148.378 2.59284 27.0469
0.155 0.0185215 0.136479 0.0128699 0.00565155 840.098 966.257 126.159 549.304 632.047 560.878 0.402686 0.332804 -0.0462359 151.992 149.364 2.62752 6.20463 5.46173 0.742901 1.01487 0.271968 0.0380319 151.992 149.364 2.62752 27.1818
0.156 0.0187046 0.137295 0.0129738 0.00573083 840.286 966.707 126.421 547.393 630.486 558.794 0.404905 0.334991 -0.0461427 153.013 150.35 2.66244 6.31645 5.56351 0.752938 1.02647 0.273535 0.0384646 153.013 150.35 2.66244 27.3166
0.157 0.0188884 0.138112 0.0130779 0.0058105 840.48 967.162 126.682 545.489 628.931 556.713 0.407121 0.337179 -0.046048 154.034 151.337 2.6976 6.4299 5.66685 0.763053 1.03815 0.2751 0.0388995 154.034 151.337 2.6976 27.4513
0.158 0.0190728 0.138927 0.0131822 0.00589055 840.682 967.623 126.941 543.59 627.382 554.637 0.409333 0.339368 -0.0459519 155.057 152.324 2.73301 6.545 5.77175 0.773246 1.04991 0.276663 0.0393366 155.057 152.324 2.73301 27.586
0.159 0.0192577 0.139742 0.0132867 0.00597099 840.892 968.091 127.199 541.697 625.839 552.564 0.41154 0.341559 -0.0458544 156.08 153.311 2.76866 6.66176 5.87825 0.783517 1.06174 0.278224 0.0397757 156.08 153.311 2.76866 27.7207
0.16 0.0194433 0.140557 0.0133915 0.0060518 841.108 968.564 127.456 539.809 624.301 550.495 0.413744 0.34375 -0.0457556 157.104 154.299 2.80456 6.78022 5.98635 0.793867 1.07365 0.279783 0.0402171 157.104 154.299 2.80456 27.8553
0.161 0.0196296 0.14137 0.0134966 0.00613301 841.333 969.044 127.711 537.928 622.768 548.429 0.415943 0.345942 -0.0456554 158.128 155.288 2.8407 6.90037 6.09607 0.804296 1.08564 0.281339 0.0406605 158.128 155.288 2.8407 27.9899
0.162 0.0198164 0.142184 0.0136018 0.00621459 841.564 969.529 127.965 536.052 621.242 546.368 0.418139 0.348136 -0.045554 159.154 156.277 2.87709 7.02223 6.20743 0.814805 1.0977 0.282894 0.0411061 159.154 156.277 2.87709 28.1245
0.163 0.0200039 0.142996 0.0137074 0.00629656 841.803 970.021 128.218 534.182 619.721 544.31 0.42033 0.35033 -0.0454513 160.18 157.266 2.91373 7.14584 6.32044 0.825394 1.10984 0.284446 0.0415539 160.18 157.266 2.91373 28.2589
0.164 0.020192 0.143808 0.0138131 0.00637891 842.05 970.519 128.469 532.318 618.206 542.257 0.422517 0.352526 -0.0453474 161.207 158.256 2.95062 7.27119 6.43513 0.836063 1.12206 0.285996 0.0420039 161.207 158.256 2.95062 28.3934
0.165 0.0203808 0.144619 0.0139191 0.00646164 842.303 971.023 128.719 530.46 616.697 540.207 0.4247 0.354722 -0.0452424 162.235 159.247 2.98776 7.39831 6.5515 0.846813 1.13436 0.287544 0.0424559 162.235 159.247 2.98776 28.5277
0.166 0.0205702 0.14543 0.0140254 0.00654475 842.565 971.533 128.968 528.609 615.194 538.161 0.426878 0.35692 -0.0451363 163.263 160.238 3.02515 7.52721 6.66957 0.857643 1.14673 0.28909 0.0429102 163.263 160.238 3.02515 28.662
0.167 0.0207602 0.14624 0.0141319 0.00662825 842.833 972.049 129.216 526.763 613.696 536.12 0.429052 0.359118 -0.045029 164.292 161.23 3.06279 7.65792 6.78937 0.868555 1.15919 0.290633 0.0433666 164.292 161.23 3.06279 28.7963
0.168 0.0209508 0.147049 0.0142387 0.00671212 843.11 972.572 129.463 524.923 612.205 534.082 0.431222 0.361317 -0.0449208 165.322 162.222 3.10068 7.79045 6.9109 0.879548 1.17172 0.292175 0.0438252 165.322 162.222 3.10068 28.9305
0.169 0.0211421 0.147858 0.0143457 0.00679638 843.393 973.101 129.708 523.089 610.719 532.048 0.433388 0.363518 -0.0448115 166.353 163.214 3.13883 7.92482 7.03419 0.890623 1.18434 0.293714 0.0442859 166.353 163.214 3.13883 29.0646
0.17 0.0213341 0.148666 0.0144531 0.00688102 843.685 973.637 129.952 521.262 609.24 530.019 0.43555 0.365719 -0.0447013 167.385 164.208 3.17724 8.06104 7.15926 0.90178 1.19703 0.295251 0.0447488 167.385 164.208 3.17724 29.1987
0.171 0.0215267 0.149473 0.0145606 0.00696604 843.983 974.179 130.196 519.441 607.766 527.993 0.437707 0.367921 -0.0445901 168.417 165.201 3.2159 8.19913 7.28611 0.91302 1.20981 0.296786 0.0452139 168.417 165.201 3.2159 29.3326
0.172 0.0217199 0.15028 0.0146685 0.00705144 844.29 974.727 130.438 517.626 606.299 525.972 0.439859 0.370124 -0.044478 169.45 166.196 3.25482 8.33911 7.41477 0.924342 1.22266 0.298319 0.0456811 169.45 166.196 3.25482 29.4665
0.173 0.0219138 0.151086 0.0147766 0.00713722 844.603 975.282 130.679 515.817 604.837 523.955 0.442007 0.372328 -0.0443651 170.485 167.191 3.29399 8.481 7.54525 0.935748 1.2356 0.29985 0.0461505 170.485 167.191 3.29399 29.6004
0.174 0.0221083 0.151892 0.0148849 0.00722338 844.925 975.844 130.919 514.015 603.382 521.942 0.444151 0.374533 -0.0442513 171.519 168.186 3.33343 8.62481 7.67758 0.947237 1.24861 0.301378 0.046622 171.519 168.186 3.33343 29.7341
0.175 0.0223035 0.152697 0.0149936 0.00730992 845.253 976.412 131.158 512.219 601.932 519.933 0.44629 0.376738 -0.0441367 172.555 169.182 3.37312 8.77057 7.81176 0.95881 1.26171 0.302904 0.0470958 172.555 169.182 3.37312 29.8678
0.176 0.0224993 0.153501 0.0151025 0.00739683 845.59 976.986 131.396 510.429 600.489 517.929 0.448425 0.378945 -0.0440214 173.592 170.179 3.41308 8.91829 7.94782 0.970466 1.27489 0.304428 0.0475717 173.592 170.179 3.41308 30.0014
0.177 0.0226958 0.154304 0.0152117 0.00748413 845.934 977.567 131.633 508.646 599.052 515.929 0.450555 0.381152 -0.0439053 174.629 171.176 3.45329 9.06799 8.08578 0.982207 1.28816 0.30595 0.0480497 174.629 171.176 3.45329 30.1348
0.178 0.0228929 0.155107 0.0153211 0.00757181 846.285 978.155 131.87 506.869 597.622 513.933 0.452681 0.38336 -0.0437885 175.667 172.174 3.49377 9.21968 8.22565 0.994033 1.3015 0.30747 0.0485299 175.667 172.174 3.49377 30.2682
0.179 0.0230907 0.155909 0.0154309 0.00765986 846.645 978.75 132.105 505.099 596.197 511.941 0.454802 0.385569 -0.043671 176.707 173.172 3.53451 9.37339 8.36745 1.00594 1.31493 0.308988 0.0490123 176.707 173.172 3.53451 30.4016
0.18 0.0232892 0.156711 0.0155409 0.00774829 847.012 979.351 132.339 503.336 594.779 509.954 0.456918 0.387778 -0.0435529 177.747 174.171 3.57551 9.52913 8.5112 1.01794 1.32844 0.310503 0.0494969 177.747 174.171 3.57551 30.5348
0.181 0.0234883 0.157512 0.0156512 0.00783709 847.386 979.959 132.573 501.579 593.367 507.971 0.45903 0.389989 -0.0434341 178.787 175.171 3.61678 9.68693 8.65691 1.03002 1.34204 0.312016 0.0499835 178.787 175.171 3.61678 30.6679
0.182 0.0236881 0.158312 0.0157618 0.00792628 847.768 980.574 132.805 499.829 591.962 505.993 0.461136 0.3922 -0.0433148 179.829 176.171 3.65831 9.8468 8.80461 1.04218 1.35571 0.313528 0.0504724 179.829 176.171 3.65831 30.8009
0.183 0.0238885 0.159111 0.0158727 0.00801584 848.158 981.195 133.037 498.086 590.562 504.019 0.463238 0.394412 -0.0431949 180.872 177.172 3.70011 10.0087 8.95431 1.05444 1.36947 0.315037 0.0509634 180.872 177.172 3.70011 30.9338
0.184 0.0240896 0.15991 0.0159838 0.00810577 848.556 981.824 133.268 496.349 589.17 502.05 0.465336 0.396625 -0.0430744 181.915 178.173 3.74217 10.1728 9.10604 1.06677 1.38332 0.316543 0.0514566 181.915 178.173 3.74217 31.0666
0.185 0.0242913 0.160709 0.0160953 0.00819608 848.961 982.459 133.498 494.619 587.783 500.085 0.467428 0.398838 -0.0429535 182.96 179.175 3.7845 10.339 9.2598 1.0792 1.39725 0.318048 0.0519519 182.96 179.175 3.7845 31.1993
0.186 0.0244937 0.161506 0.016207 0.00828676 849.375 983.101 133.727 492.896 586.404 498.125 0.469515 0.401052 -0.042832 184.005 180.178 3.82709 10.5073 9.41562 1.09171 1.41126 0.319551 0.0524493 184.005 180.178 3.82709 31.3318
0.187 0.0246968 0.162303 0.016319 0.00837782 849.795 983.751 133.955 491.18 585.031 496.17 0.471598 0.403267 -0.0427101 185.051 181.181 3.86996 10.6778 9.57352 1.1043 1.42536 0.321051 0.0529489 185.051 181.181 3.86996 31.4643
0.188 0.0249005 0.163099 0.0164313 0.00846924 850.224 984.407 134.183 489.471 583.664 494.219 0.473675 0.405483 -0.0425878 186.098 182.185 3.91309 10.8505 9.73351 1.11699 1.43954 0.322549 0.0534506 186.098 182.185 3.91309 31.5966
0.189 0.0251049 0.163895 0.0165439 0.00856104 850.661 985.07 134.41 487.769 582.304 492.273 0.475748 0.407699 -0.042465 187.146 183.19 3.95649 11.0254 9.89562 1.12976 1.4538 0.324046 0.0539545 187.146 183.19 3.95649 31.7288
0.19 0.02531 0.16469 0.0166567 0.00865321 851.105 985.741 134.636 486.074 580.95 490.331 0.477815 0.409916 -0.0423419 188.195 184.195 4.00016 11.2025 10.0599 1.14262 1.46816 0.32554 0.0544604 188.195 184.195 4.00016 31.8609
0.191 0.0255157 0.165484 0.0167699 0.00874575 851.557 986.418 134.861 484.386 579.604 488.395 0.479878 0.412133 -0.0422184 189.245 185.201 4.0441 11.3818 10.2263 1.15556 1.48259 0.327031 0.0549685 189.245 185.201 4.0441 31.9928
