dens densp densn dense densv mup mun mue muv nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.099 0.0276902 0.0713098 0.0276902 0.0119098 892.372 937.892 183.937 138.417 700.375 722.198 677.34 0.278658 0.217088 -0.025237 97.3994 92.27 5.12941 1.57532 -0.134464 1.70978 1.79376 0.0839799 0.0150201 97.3994 92.27 5.12941 6.48594
0.1 0.0279847 0.0720153 0.0279847 0.0120153 892.249 938.014 184.579 138.814 698.228 720.243 674.948 0.281205 0.219272 -0.0252945 98.3993 93.1996 5.19978 1.60874 -0.124503 1.73324 1.81799 0.0847525 0.0152475 98.3993 93.1996 5.19978 6.54086
0.101 0.0282792 0.0727208 0.0282792 0.0121208 892.13 938.14 185.217 139.208 696.085 718.292 672.559 0.28375 0.221456 -0.0253493 99.3996 94.1292 5.2704 1.64272 -0.114058 1.75678 1.8423 0.0855236 0.0154764 99.3996 94.1292 5.2704 6.59583
0.102 0.0285737 0.0734263 0.0285737 0.0122263 892.017 938.269 185.85 139.599 693.946 716.345 670.173 0.286291 0.22364 -0.0254016 100.4 95.0589 5.34127 1.67728 -0.103122 1.7804 1.8667 0.0862933 0.0157067 100.4 95.0589 5.34127 6.65085
0.103 0.0288683 0.0741317 0.0288683 0.0123317 891.91 938.401 186.479 139.988 691.81 714.403 667.789 0.288829 0.225824 -0.0254513 101.401 95.9887 5.4124 1.71243 -0.0916865 1.80411 1.89117 0.0870615 0.0159385 101.401 95.9887 5.4124 6.70592
0.104 0.0291629 0.0748371 0.0291629 0.0124371 891.807 938.537 187.104 140.374 689.678 712.465 665.409 0.291365 0.228009 -0.0254984 102.402 96.9186 5.48377 1.74816 -0.0797419 1.8279 1.91573 0.0878283 0.0161717 102.402 96.9186 5.48377 6.76104
0.105 0.0294575 0.0755425 0.0294575 0.0125425 891.71 938.676 187.724 140.758 687.55 710.531 663.031 0.293897 0.230194 -0.0255431 103.404 97.8486 5.5554 1.7845 -0.0672799 1.85178 1.94037 0.0885936 0.0164064 103.404 97.8486 5.5554 6.81622
0.106 0.0297522 0.0762478 0.0297522 0.0126478 891.617 938.818 188.34 141.14 685.426 708.602 660.655 0.296427 0.232379 -0.0255854 104.406 98.7787 5.62727 1.82144 -0.0542917 1.87573 1.96509 0.0893574 0.0166426 104.406 98.7787 5.62727 6.87145
0.107 0.0300469 0.0769531 0.0300469 0.0127531 891.53 938.964 188.952 141.519 683.305 706.677 658.283 0.298953 0.234565 -0.0256252 105.408 99.7089 5.69938 1.859 -0.0407683 1.89977 1.98989 0.0901198 0.0168802 105.408 99.7089 5.69938 6.92674
0.108 0.0303417 0.0776583 0.0303417 0.0128583 891.448 939.113 189.56 141.895 681.188 704.756 655.913 0.301477 0.23675 -0.0256627 106.411 100.639 5.77174 1.89719 -0.0267008 1.92389 2.01477 0.0908808 0.0171192 106.411 100.639 5.77174 6.98209
0.109 0.0306365 0.0783636 0.0306364 0.0129636 891.371 939.266 190.164 142.269 679.075 702.839 653.545 0.303999 0.238936 -0.0256979 107.414 101.57 5.84435 1.93601 -0.0120801 1.94809 2.03973 0.0916402 0.0173598 107.414 101.57 5.84435 7.0375
0.11 0.0309313 0.0790687 0.0309313 0.0130687 891.299 939.422 190.764 142.641 676.966 700.927 651.181 0.306517 0.241123 -0.0257308 108.417 102.5 5.91719 1.97548 0.00310302 1.97238 2.06477 0.0923982 0.0176018 108.417 102.5 5.91719 7.09297
0.111 0.0312262 0.0797738 0.0312262 0.0131738 891.232 939.582 191.36 143.011 674.86 699.019 648.818 0.309033 0.243309 -0.0257615 109.421 103.431 5.99028 2.0156 0.0188579 1.99674 2.08989 0.0931548 0.0178452 109.421 103.431 5.99028 7.1485
0.112 0.0315211 0.0804789 0.0315211 0.0132789 891.17 939.745 191.953 143.378 672.758 697.116 646.459 0.311546 0.245496 -0.02579 110.425 104.362 6.06361 2.05638 0.0351938 2.02118 2.11509 0.0939098 0.0180902 110.425 104.362 6.06361 7.2041
0.113 0.0318161 0.0811839 0.0318161 0.0133839 891.113 939.912 192.542 143.743 670.659 695.216 644.102 0.314056 0.247683 -0.0258163 111.43 105.293 6.13718 2.09782 0.0521204 2.0457 2.14037 0.0946634 0.0183366 111.43 105.293 6.13718 7.25976
0.114 0.0321111 0.0818889 0.0321111 0.0134889 891.061 940.082 193.127 144.106 668.565 693.321 641.747 0.316563 0.249871 -0.0258405 112.435 106.224 6.21098 2.13995 0.0696472 2.07031 2.16572 0.0954156 0.0185844 112.435 106.224 6.21098 7.31549
0.115 0.0324062 0.0825938 0.0324062 0.0135938 891.014 940.256 193.708 144.466 666.474 691.431 639.395 0.319068 0.252058 -0.0258627 113.44 107.155 6.28502 2.18277 0.0877839 2.09499 2.19115 0.0961662 0.0188338 113.44 107.155 6.28502 7.37129
0.116 0.0327013 0.0832987 0.0327013 0.0136987 890.972 940.434 194.286 144.824 664.387 689.544 637.045 0.32157 0.254247 -0.0258827 114.445 108.086 6.3593 2.22629 0.106541 2.11975 2.21666 0.0969154 0.0190846 114.445 108.086 6.3593 7.42715
0.117 0.0329965 0.0840035 0.0329965 0.0138035 890.935 940.615 194.86 145.18 662.303 687.662 634.698 0.32407 0.256435 -0.0259008 115.451 109.018 6.43382 2.27051 0.125927 2.14458 2.24225 0.0976631 0.0193369 115.451 109.018 6.43382 7.48309
0.118 0.0332917 0.0847083 0.0332917 0.0139083 890.903 940.8 195.431 145.534 660.223 685.784 632.354 0.326567 0.258624 -0.0259169 116.458 109.949 6.50857 2.31545 0.145953 2.1695 2.26791 0.0984093 0.0195907 116.458 109.949 6.50857 7.5391
0.119 0.033587 0.085413 0.033587 0.014013 890.876 940.989 195.999 145.886 658.147 683.911 630.012 0.329061 0.260813 -0.0259311 117.465 110.881 6.58355 2.36112 0.166629 2.19449 2.29365 0.099154 0.019846 117.465 110.881 6.58355 7.59518
0.12 0.0338824 0.0861176 0.0338824 0.0141176 890.853 941.181 196.563 146.235 656.075 682.042 627.672 0.331553 0.263002 -0.0259434 118.472 111.813 6.65877 2.40753 0.187966 2.21957 2.31946 0.0998973 0.0201027 118.472 111.813 6.65877 7.65133
0.121 0.0341779 0.0868221 0.0341779 0.0142221 890.836 941.377 197.124 146.583 654.006 680.177 625.335 0.334042 0.265192 -0.0259538 119.479 112.745 6.73421 2.45469 0.209974 2.24472 2.34535 0.100639 0.020361 119.479 112.745 6.73421 7.70756
0.122 0.0344734 0.0875266 0.0344734 0.0143266 890.823 941.577 197.682 146.928 651.941 678.317 623 0.336529 0.267382 -0.0259624 120.487 113.677 6.80989 2.50261 0.232663 2.26994 2.37132 0.101379 0.0206207 120.487 113.677 6.80989 7.76386
0.123 0.034769 0.088231 0.034769 0.014431 890.816 941.781 198.236 147.271 649.88 676.46 620.667 0.339012 0.269572 -0.0259691 121.495 114.61 6.8858 2.55129 0.256045 2.29524 2.39736 0.102118 0.0208819 121.495 114.61 6.8858 7.82024
0.124 0.0350646 0.0889354 0.0350646 0.0145354 890.813 941.989 198.788 147.612 647.823 674.609 618.337 0.341494 0.271763 -0.0259742 122.504 115.542 6.96194 2.60075 0.28013 2.32062 2.42348 0.102855 0.0211447 122.504 115.542 6.96194 7.87669
0.125 0.0353604 0.0896396 0.0353604 0.0146396 890.815 942.2 199.336 147.951 645.769 672.761 616.01 0.343973 0.273954 -0.0259775 123.513 116.475 7.03831 2.65101 0.304929 2.34608 2.44967 0.103591 0.0214089 123.513 116.475 7.03831 7.93323
0.126 0.0356562 0.0903438 0.0356562 0.0147438 890.822 942.416 199.882 148.288 643.719 670.919 613.684 0.346449 0.276145 -0.0259791 124.523 117.408 7.1149 2.70206 0.330454 2.37161 2.47594 0.104325 0.0216746 124.523 117.408 7.1149 7.98984
0.127 0.0359521 0.0910479 0.0359521 0.0148479 890.834 942.635 200.424 148.622 641.673 669.08 611.362 0.348923 0.278336 -0.0259791 125.533 118.341 7.19173 2.75393 0.356715 2.39722 2.50228 0.105058 0.0219418 125.533 118.341 7.19173 8.04653
0.128 0.0362481 0.0917519 0.0362481 0.0149519 890.85 942.859 200.963 148.955 639.631 667.246 609.041 0.351394 0.280528 -0.0259775 126.543 119.274 7.26878 2.80663 0.383725 2.4229 2.52869 0.10579 0.0222105 126.543 119.274 7.26878 8.1033
0.129 0.0365442 0.0924558 0.0365442 0.0150558 890.872 943.086 201.5 149.286 637.592 665.416 606.723 0.353862 0.282721 -0.0259742 127.554 120.208 7.34605 2.86016 0.411496 2.44866 2.55518 0.106519 0.0224807 127.554 120.208 7.34605 8.16016
0.13 0.0368404 0.0931596 0.0368404 0.0151596 890.899 943.317 202.033 149.614 635.558 663.591 604.408 0.356328 0.284913 -0.0259694 128.565 121.141 7.42355 2.91453 0.440038 2.47449 2.58174 0.107248 0.0227524 128.565 121.141 7.42355 8.21709
0.131 0.0371367 0.0938633 0.0371367 0.0152633 890.93 943.553 202.564 149.941 633.527 661.771 602.094 0.358792 0.287106 -0.0259631 129.577 122.075 7.50128 2.96977 0.469364 2.5004 2.60838 0.107974 0.0230256 129.577 122.075 7.50128 8.27411
0.132 0.0374331 0.0945669 0.0374331 0.0153669 890.966 943.793 203.092 150.266 631.5 659.954 599.784 0.361253 0.2893 -0.0259553 130.589 123.009 7.57923 3.02587 0.499487 2.52638 2.63508 0.1087 0.0233003 130.589 123.009 7.57923 8.33121
0.133 0.0377296 0.0952704 0.0377296 0.0154704 891.008 944.037 203.618 150.588 629.477 658.143 597.475 0.363711 0.291493 -0.025946 131.601 123.944 7.6574 3.08286 0.530419 2.55244 2.66187 0.109423 0.0235765 131.601 123.944 7.6574 8.3884
0.134 0.0380262 0.0959738 0.0380262 0.0155738 891.054 944.285 204.14 150.909 627.458 656.336 595.169 0.366167 0.293687 -0.0259353 132.614 124.878 7.73579 3.14075 0.562171 2.57857 2.68872 0.110146 0.0238542 132.614 124.878 7.73579 8.44567
0.135 0.0383229 0.0966771 0.0383229 0.0156771 891.105 944.537 204.66 151.228 625.443 654.533 592.866 0.36862 0.295882 -0.0259231 133.627 125.813 7.81441 3.19954 0.594759 2.60478 2.71565 0.110867 0.0241335 133.627 125.813 7.81441 8.50302
0.136 0.0386197 0.0973803 0.0386197 0.0157803 891.161 944.793 205.177 151.545 623.432 652.735 590.564 0.371071 0.298076 -0.0259096 134.641 126.748 7.89325 3.25925 0.628193 2.63106 2.74265 0.111586 0.0244142 134.641 126.748 7.89325 8.56046
0.137 0.0389167 0.0980833 0.0389167 0.0158833 891.222 945.054 205.692 151.86 621.424 650.942 588.266 0.373519 0.300271 -0.0258948 135.655 127.683 7.97231 3.3199 0.662487 2.65741 2.76972 0.112304 0.0246965 135.655 127.683 7.97231 8.61799
0.138 0.0392137 0.0987863 0.0392137 0.0159863 891.287 945.319 206.204 152.172 619.421 649.153 585.969 0.375965 0.302467 -0.0258786 136.67 128.618 8.0516 3.3815 0.697656 2.68384 2.79686 0.11302 0.0249802 136.67 128.618 8.0516 8.6756
0.139 0.0395109 0.0994891 0.0395109 0.0160891 891.358 945.589 206.714 152.483 617.422 647.369 583.675 0.378407 0.304662 -0.0258612 137.685 129.554 8.1311 3.44405 0.733711 2.71034 2.82408 0.113734 0.0252655 137.685 129.554 8.1311 8.7333
0.14 0.0398083 0.100192 0.0398083 0.0161917 891.434 945.863 207.221 152.792 615.427 645.59 581.384 0.380848 0.306858 -0.0258425 138.7 130.49 8.21082 3.50758 0.770668 2.73691 2.85136 0.114448 0.0255523 138.7 130.49 8.21082 8.79109
0.141 0.0401057 0.100894 0.0401057 0.0162943 891.515 946.142 207.726 153.099 613.436 643.816 579.095 0.383285 0.309055 -0.0258225 139.716 131.426 8.29076 3.5721 0.808541 2.76356 2.87872 0.115159 0.0258406 139.716 131.426 8.29076 8.84896
0.142 0.0404033 0.101597 0.0404033 0.0163967 891.601 946.425 208.229 153.405 611.449 642.046 576.809 0.38572 0.311251 -0.0258014 140.733 132.362 8.37092 3.63762 0.847343 2.79028 2.90615 0.11587 0.0261305 140.733 132.362 8.37092 8.90693
0.143 0.040701 0.102299 0.040701 0.016499 891.691 946.712 208.729 153.708 609.467 640.281 574.525 0.388152 0.313448 -0.0257791 141.75 133.298 8.4513 3.70416 0.887088 2.81707 2.93365 0.116578 0.0264218 141.75 133.298 8.4513 8.96498
0.144 0.0409989 0.103001 0.0409989 0.0166011 891.787 947.004 209.226 154.009 607.488 638.521 572.243 0.390582 0.315646 -0.0257556 142.767 134.235 8.53189 3.77173 0.927793 2.84394 2.96122 0.117285 0.0267147 142.767 134.235 8.53189 9.02312
0.145 0.0412969 0.103703 0.0412969 0.0167031 891.888 947.301 209.722 154.309 605.514 636.765 569.965 0.393009 0.317843 -0.025731 143.785 135.172 8.6127 3.84035 0.969472 2.87088 2.98887 0.117991 0.0270091 143.785 135.172 8.6127 9.08134
0.146 0.041595 0.104405 0.041595 0.016805 891.994 947.603 210.215 154.607 603.544 635.015 567.688 0.395433 0.320042 -0.0257053 144.803 136.11 8.69373 3.91003 1.01214 2.89789 3.01658 0.118695 0.027305 144.803 136.11 8.69373 9.13966
0.147 0.0418933 0.105107 0.0418933 0.0169067 892.105 947.909 210.706 154.903 601.578 633.27 565.415 0.397854 0.32224 -0.0256785 145.822 137.047 8.77498 3.98078 1.05581 2.92497 3.04437 0.119398 0.0276024 145.822 137.047 8.77498 9.19807
0.148 0.0421918 0.105808 0.0421918 0.0170082 892.222 948.22 211.195 155.197 599.617 631.529 563.144 0.400273 0.324439 -0.0256507 146.842 137.985 8.85644 4.05263 1.1005 2.95212 3.07222 0.120099 0.0279013 146.842 137.985 8.85644 9.25656
0.149 0.0424904 0.10651 0.0424904 0.0171096 892.343 948.536 211.681 155.489 597.66 629.794 560.875 0.402689 0.326638 -0.0256218 147.861 138.923 8.93812 4.12558 1.14623 2.97935 3.10015 0.120798 0.0282018 147.861 138.923 8.93812 9.31515
0.15 0.0427892 0.107211 0.0427892 0.0172108 892.47 948.856 212.165 155.779 595.707 628.063 558.609 0.405102 0.328837 -0.0255919 148.882 139.862 9.02001 4.19966 1.19301 3.00665 3.12814 0.121496 0.0285037 148.882 139.862 9.02001 9.37382
0.151 0.0430881 0.107912 0.0430881 0.0173119 892.602 949.182 212.648 156.067 593.759 626.338 556.346 0.407512 0.331037 -0.0255611 149.902 140.8 9.10212 4.27488 1.24086 3.03401 3.15621 0.122193 0.0288072 149.902 140.8 9.10212 9.43258
0.152 0.0433872 0.108613 0.0433872 0.0174128 892.739 949.513 213.128 156.354 591.816 624.618 554.086 0.40992 0.333236 -0.0255293 150.924 141.739 9.18444 4.35125 1.2898 3.06146 3.18434 0.122888 0.0291122 150.924 141.739 9.18444 9.49143
0.153 0.0436865 0.109314 0.0436865 0.0175135 892.881 949.848 213.606 156.639 589.877 622.902 551.828 0.412324 0.335437 -0.0254966 151.945 142.679 9.26698 4.4288 1.33984 3.08897 3.21255 0.123581 0.0294188 151.945 142.679 9.26698 9.55037
0.154 0.0439859 0.110014 0.0439859 0.0176141 893.029 950.189 214.082 156.922 587.942 621.193 549.573 0.414725 0.337637 -0.025463 152.968 143.618 9.34973 4.50755 1.391 3.11655 3.24082 0.124273 0.0297268 152.968 143.618 9.34973 9.6094
0.155 0.0442855 0.110714 0.0442855 0.0177145 893.182 950.535 214.556 157.203 586.013 619.488 547.321 0.417124 0.339838 -0.0254284 153.991 144.558 9.4327 4.5875 1.44329 3.14421 3.26917 0.124964 0.0300364 153.991 144.558 9.4327 9.66852
0.156 0.0445853 0.111415 0.0445853 0.0178147 893.341 950.886 215.028 157.483 584.088 617.789 545.071 0.419519 0.342039 -0.0253931 155.014 145.498 9.51587 4.66867 1.49674 3.17193 3.29758 0.125653 0.0303474 155.014 145.498 9.51587 9.72772
0.157 0.0448853 0.112115 0.0448853 0.0179147 893.504 951.242 215.498 157.76 582.167 616.095 542.825 0.421912 0.344241 -0.0253568 156.038 146.439 9.59926 4.7511 1.55137 3.19973 3.32607 0.12634 0.03066 156.038 146.439 9.59926 9.78702
0.158 0.0451855 0.112815 0.0451855 0.0180145 893.674 951.604 215.966 158.036 580.252 614.406 540.581 0.424301 0.346443 -0.0253198 157.062 147.379 9.68286 4.83478 1.60719 3.22759 3.35462 0.127026 0.0309741 157.062 147.379 9.68286 9.8464
0.159 0.0454858 0.113514 0.0454858 0.0181142 893.849 951.971 216.432 158.31 578.341 612.723 538.34 0.426688 0.348645 -0.0252819 158.087 148.32 9.76668 4.91975 1.66421 3.25553 3.38324 0.12771 0.0312898 158.087 148.32 9.76668 9.90587
0.16 0.0457864 0.114214 0.0457864 0.0182136 894.029 952.343 216.897 158.583 576.435 611.046 536.103 0.429071 0.350847 -0.0252433 159.113 149.262 9.8507 5.00601 1.72247 3.28354 3.41193 0.128393 0.0316069 159.113 149.262 9.8507 9.96542
0.161 0.0460871 0.114913 0.0460871 0.0183129 894.215 952.721 217.359 158.853 574.534 609.374 533.868 0.431451 0.35305 -0.0252039 160.139 150.204 9.93494 5.0936 1.78198 3.31162 3.44069 0.129074 0.0319255 160.139 150.204 9.93494 10.0251
0.162 0.046388 0.115612 0.046388 0.018412 894.407 953.104 217.82 159.122 572.638 607.707 531.636 0.433827 0.355253 -0.0251638 161.165 151.146 10.0194 5.18253 1.84276 3.33977 3.46952 0.129754 0.0322457 161.165 151.146 10.0194 10.0848
0.163 0.0466891 0.116311 0.0466891 0.0185109 894.604 953.493 218.278 159.389 570.747 606.046 529.407 0.436201 0.357457 -0.0251229 162.192 152.088 10.1041 5.27281 1.90483 3.36799 3.49842 0.130433 0.0325673 162.192 152.088 10.1041 10.1446
0.164 0.0469904 0.11701 0.0469904 0.0186096 894.807 953.888 218.735 159.654 568.862 604.391 527.182 0.438571 0.35966 -0.0250814 163.22 153.031 10.1889 5.36448 1.9682 3.39628 3.52739 0.13111 0.0328905 163.22 153.031 10.1889 10.2045
0.165 0.047292 0.117708 0.047292 0.018708 895.016 954.288 219.191 159.918 566.981 602.742 524.96 0.440938 0.361864 -0.0250391 164.248 153.974 10.274 5.45755 2.03291 3.42464 3.55642 0.131785 0.0332151 164.248 153.974 10.274 10.2645
0.166 0.0475937 0.118406 0.0475937 0.0188063 895.23 954.694 219.644 160.18 565.106 601.098 522.74 0.443301 0.364068 -0.0249962 165.277 154.918 10.3593 5.55203 2.09896 3.45307 3.58553 0.132459 0.0335413 165.277 154.918 10.3593 10.3245
0.167 0.0478956 0.119104 0.0478956 0.0189044 895.451 955.106 220.096 160.44 563.236 599.461 520.525 0.445661 0.366273 -0.0249527 166.306 155.862 10.4448 5.64796 2.16639 3.48157 3.6147 0.133131 0.0338689 166.306 155.862 10.4448 10.3847
0.168 0.0481978 0.119802 0.0481978 0.0190022 895.677 955.524 220.546 160.699 561.371 597.829 518.312 0.448017 0.368478 -0.0249085 167.336 156.806 10.5305 5.74535 2.23522 3.51014 3.64394 0.133802 0.0341981 167.336 156.806 10.5305 10.4449
0.169 0.0485001 0.1205 0.0485001 0.0190999 895.909 955.948 220.994 160.956 559.512 596.203 516.103 0.45037 0.370683 -0.0248637 168.367 157.751 10.6164 5.84423 2.30545 3.53878 3.67325 0.134471 0.0345287 168.367 157.751 10.6164 10.5052
0.17 0.0488027 0.121197 0.0488027 0.0191973 896.148 956.378 221.441 161.211 557.658 594.584 513.897 0.452719 0.372888 -0.0248184 169.398 158.696 10.7025 5.94462 2.37713 3.56749 3.70263 0.135139 0.0348608 169.398 158.696 10.7025 10.5656
0.171 0.0491055 0.121895 0.0491055 0.0192945 896.392 956.813 221.885 161.464 555.81 592.97 511.695 0.455064 0.375093 -0.0247724 170.43 159.641 10.7889 6.04653 2.45027 3.59627 3.73207 0.135806 0.0351944 170.43 159.641 10.7889 10.6261
0.172 0.0494085 0.122592 0.0494085 0.0193915 896.643 957.255 222.329 161.716 553.968 591.363 509.496 0.457406 0.377299 -0.0247259 171.462 160.587 10.8754 6.15 2.52489 3.62511 3.76158 0.136471 0.0355295 171.462 160.587 10.8754 10.6866
0.173 0.0497117 0.123288 0.0497117 0.0194883 896.9 957.704 222.77 161.966 552.131 589.761 507.301 0.459744 0.379505 -0.0246789 172.495 161.533 10.9622 6.25505 2.60101 3.65403 3.79116 0.137134 0.035866 172.495 161.533 10.9622 10.7473
0.174 0.0500152 0.123985 0.0500152 0.0195848 897.162 958.158 223.211 162.215 550.3 588.167 505.109 0.462078 0.381712 -0.0246313 173.529 162.479 11.0491 6.36169 2.67867 3.68302 3.82081 0.137796 0.036204 173.529 162.479 11.0491 10.808
0.175 0.0503188 0.124681 0.0503188 0.0196812 897.432 958.619 223.649 162.462 548.474 586.578 502.921 0.464408 0.383918 -0.0245832 174.563 163.426 11.1363 6.46995 2.75788 3.71207 3.85053 0.138456 0.0365435 174.563 163.426 11.1363 10.8687
0.176 0.0506227 0.125377 0.0506227 0.0197773 897.707 959.087 224.086 162.707 546.655 584.996 500.737 0.466734 0.386125 -0.0245347 175.598 164.374 11.2237 6.57987 2.83867 3.7412 3.88031 0.139116 0.0368845 175.598 164.374 11.2237 10.9296
0.177 0.0509269 0.126073 0.0509269 0.0198731 897.989 959.56 224.521 162.95 544.841 583.42 498.556 0.469056 0.388332 -0.0244856 176.633 165.322 11.3113 6.69145 2.92106 3.77039 3.91016 0.139773 0.0372269 176.633 165.322 11.3113 10.9905
0.178 0.0512312 0.126769 0.0512312 0.0199688 898.278 960.041 224.955 163.192 543.034 581.851 496.38 0.471374 0.39054 -0.0244361 177.669 166.27 11.399 6.80474 3.00508 3.79965 3.94008 0.140429 0.0375708 177.669 166.27 11.399 11.0515
0.179 0.0515358 0.127464 0.0515358 0.0200642 898.573 960.528 225.388 163.433 541.233 580.289 494.207 0.473688 0.392747 -0.0243861 178.706 167.219 11.487 6.91974 3.09076 3.82898 3.97007 0.141084 0.0379161 178.706 167.219 11.487 11.1126
0.18 0.0518406 0.128159 0.0518406 0.0201594 898.875 961.022 225.818 163.672 539.437 578.733 492.039 0.475997 0.394955 -0.0243357 179.743 168.168 11.5752 7.03649 3.17811 3.85838 4.00012 0.141737 0.0382628 179.743 168.168 11.5752 11.1737
0.181 0.0521457 0.128854 0.0521457 0.0202543 899.183 961.522 226.248 163.909 537.649 577.184 489.874 0.478302 0.397163 -0.0242849 180.781 169.117 11.6636 7.15501 3.26716 3.88785 4.03024 0.142389 0.038611 180.781 169.117 11.6636 11.2349
0.182 0.0524509 0.129549 0.0524509 0.0203491 899.498 962.03 226.676 164.144 535.866 575.642 487.714 0.480603 0.399372 -0.0242337 181.82 170.067 11.7522 7.27533 3.35795 3.91739 4.06043 0.143039 0.0389606 181.82 170.067 11.7522 11.2961
0.183 0.0527565 0.130244 0.0527565 0.0204435 899.82 962.544 227.102 164.378 534.09 574.106 485.558 0.482899 0.40158 -0.0241821 182.859 171.018 11.8411 7.39748 3.45049 3.94699 4.09068 0.143688 0.0393116 182.859 171.018 11.8411 11.3575
0.184 0.0530622 0.130938 0.0530622 0.0205378 900.149 963.065 227.527 164.611 532.32 572.578 483.406 0.485191 0.403789 -0.0241301 183.899 171.969 11.9301 7.52148 3.54481 3.97666 4.121 0.144336 0.0396641 183.899 171.969 11.9301 11.4188
0.185 0.0533682 0.131632 0.0533682 0.0206318 900.485 963.594 227.951 164.842 530.557 571.057 481.258 0.487478 0.405998 -0.0240778 184.94 172.92 12.0193 7.64735 3.64095 4.00641 4.15139 0.144982 0.0400179 184.94 172.92 12.0193 11.4803
0.186 0.0536744 0.132326 0.0536744 0.0207256 900.828 964.129 228.373 165.071 528.801 569.543 479.115 0.489761 0.408208 -0.0240251 185.981 173.872 12.1087 7.77514 3.73892 4.03621 4.18184 0.145627 0.0403732 185.981 173.872 12.1087 11.5418
0.187 0.0539809 0.133019 0.0539809 0.0208191 901.178 964.672 228.793 165.299 527.051 568.036 476.976 0.492038 0.410417 -0.023972 187.023 174.825 12.1984 7.90485 3.83876 4.06609 4.21236 0.14627 0.0407299 187.023 174.825 12.1984 11.6033
