dens densu densd denss dense densm xmu xmd xms muu mud mus mue mun nuu nud nus E Eq El P Pq Pl
0.012226 0.0122272 0.0244508 0 1.20358e-06 0 304.748 302.486 505.274 319.969 326.482 326.482 6.51367 972.933 319.969 326.482 326.482 11.745 11.745 5.89764e-06 0.150127 0.150125 1.94209e-06
0.0123055 0.0123067 0.0246098 0 1.21682e-06 0 304.701 302.425 505.256 319.988 326.526 326.526 6.53732 973.04 319.988 326.526 326.526 11.8223 11.8223 5.98404e-06 0.151438 0.151436 1.97071e-06
0.012385 0.0123862 0.0247688 0 1.23012e-06 0 304.654 302.364 505.238 320.008 326.569 326.569 6.5609 973.146 320.008 326.569 326.569 11.8997 11.8997 6.07111e-06 0.15275 0.152748 1.99956e-06
0.0124645 0.0124657 0.0249278 0 1.24347e-06 0 304.608 302.303 505.22 320.028 326.612 326.612 6.58441 973.252 320.028 326.612 326.612 11.977 11.977 6.15885e-06 0.154064 0.154062 2.02863e-06
0.012544 0.0125453 0.0250867 0 1.25687e-06 0 304.561 302.242 505.201 320.047 326.655 326.655 6.60784 973.357 320.047 326.655 326.655 12.0544 12.0544 6.24727e-06 0.155379 0.155377 2.05793e-06
0.0126235 0.0126248 0.0252457 0 1.27033e-06 0 304.514 302.181 505.183 320.067 326.698 326.698 6.6312 973.462 320.067 326.698 326.698 12.1318 12.1318 6.33635e-06 0.156696 0.156694 2.08745e-06
0.012703 0.0127043 0.0254047 0 1.28384e-06 0 304.467 302.12 505.165 320.086 326.74 326.74 6.65449 973.566 320.086 326.74 326.74 12.2092 12.2092 6.42611e-06 0.158015 0.158013 2.11719e-06
0.0127825 0.0127838 0.0255637 0 1.29741e-06 0 304.421 302.059 505.147 320.105 326.783 326.783 6.67771 973.67 320.105 326.783 326.783 12.2866 12.2866 6.51655e-06 0.159336 0.159334 2.14716e-06
0.012862 0.0128633 0.0257227 0 1.31103e-06 0 304.374 301.998 505.129 320.124 326.825 326.825 6.70086 973.773 320.124 326.825 326.825 12.364 12.364 6.60766e-06 0.160658 0.160656 2.17735e-06
0.0129415 0.0129428 0.0258817 0 1.3247e-06 0 304.327 301.937 505.11 320.143 326.866 326.866 6.72394 973.875 320.143 326.866 326.866 12.4414 12.4414 6.69944e-06 0.161981 0.161979 2.20777e-06
0.013021 0.0130223 0.0260407 0 1.33843e-06 0 304.28 301.876 505.092 320.161 326.908 326.908 6.74695 973.978 320.161 326.908 326.908 12.5189 12.5189 6.7919e-06 0.163306 0.163304 2.23841e-06
