dens densu densd denss dense densm xmu xmd xms muu mud mus mue mun nuu nud nus E Eq El P Pq Pl
0.018268 0.0182699 0.0365342 0 1.8494e-06 0 301.193 297.849 503.898 320.532 328.043 328.043 7.51066 976.618 321.162 329.303 328.043 17.6165 17.6165 1.04415e-05 0.224375 0.224371 3.44872e-06
0.0183475 0.0183494 0.0366931 0 1.86188e-06 0 301.146 297.788 503.88 320.542 328.069 328.069 7.52744 976.68 321.174 329.334 328.069 17.6941 17.6941 1.05354e-05 0.225507 0.225504 3.47985e-06
0.018427 0.0184289 0.0368521 0 1.87438e-06 0 301.1 297.727 503.862 320.551 328.095 328.095 7.54417 976.742 321.187 329.366 328.095 17.7718 17.7718 1.06296e-05 0.226639 0.226636 3.51111e-06
0.0185065 0.0185084 0.0370111 0 1.88691e-06 0 301.053 297.666 503.844 320.56 328.121 328.121 7.56087 976.803 321.199 329.397 328.121 17.8494 17.8494 1.07242e-05 0.22777 0.227767 3.54251e-06
0.018586 0.0185879 0.0371701 0 1.89947e-06 0 301.006 297.606 503.826 320.57 328.147 328.147 7.57752 976.864 321.211 329.429 328.147 17.9271 17.9271 1.08192e-05 0.228901 0.228897 3.57404e-06
0.0186655 0.0186674 0.0373291 0 1.91205e-06 0 300.959 297.545 503.808 320.579 328.173 328.173 7.59414 976.925 321.222 329.46 328.173 18.0048 18.0047 1.09146e-05 0.23003 0.230027 3.6057e-06
0.018745 0.0187469 0.0374881 0 1.92465e-06 0 300.912 297.484 503.79 320.588 328.199 328.199 7.61071 976.985 321.234 329.491 328.199 18.0824 18.0824 1.10105e-05 0.231159 0.231155 3.6375e-06
0.0188245 0.0188264 0.0376471 0 1.93728e-06 0 300.865 297.423 503.772 320.597 328.224 328.224 7.62725 977.045 321.246 329.522 328.224 18.1601 18.1601 1.11067e-05 0.232287 0.232283 3.66944e-06
0.018904 0.018906 0.0378061 0 1.94994e-06 0 300.819 297.362 503.754 320.606 328.25 328.25 7.64375 977.105 321.258 329.553 328.25 18.2378 18.2378 1.12034e-05 0.233414 0.23341 3.7015e-06
0.0189835 0.0189855 0.037965 0 1.96262e-06 0 300.772 297.301 503.736 320.615 328.275 328.275 7.66021 977.164 321.269 329.584 328.275 18.3155 18.3154 1.13004e-05 0.23454 0.234536 3.73371e-06
0.019063 0.019065 0.038124 0 1.97533e-06 0 300.725 297.24 503.718 320.623 328.3 328.3 7.67664 977.223 321.281 329.614 328.3 18.3931 18.3931 1.13978e-05 0.235666 0.235662 3.76605e-06
0.0191425 0.0191445 0.038283 0 1.98806e-06 0 300.678 297.179 503.7 320.632 328.325 328.325 7.69302 977.282 321.292 329.645 328.325 18.4708 18.4708 1.14957e-05 0.23679 0.236786 3.79852e-06
0.019222 0.019224 0.038442 0 2.00082e-06 0 300.631 297.118 503.682 320.641 328.35 328.35 7.70937 977.341 321.304 329.675 328.35 18.5485 18.5485 1.15939e-05 0.237913 0.23791 3.83112e-06
0.0193015 0.0193035 0.038601 0 2.0136e-06 0 300.584 297.057 503.664 320.649 328.375 328.375 7.72568 977.399 321.315 329.706 328.375 18.6262 18.6262 1.16926e-05 0.239036 0.239032 3.86386e-06
0.019381 0.019383 0.03876 0 2.02641e-06 0 300.537 296.996 503.646 320.658 328.4 328.4 7.74196 977.457 321.326 329.736 328.4 18.7039 18.7039 1.17917e-05 0.240158 0.240154 3.89674e-06
0.0194605 0.0194625 0.038919 0 2.03925e-06 0 300.491 296.935 503.628 320.666 328.424 328.424 7.7582 977.515 321.337 329.766 328.424 18.7817 18.7816 1.18911e-05 0.241279 0.241275 3.92975e-06
0.01954 0.0195421 0.0390779 0 2.0521e-06 0 300.444 296.874 503.61 320.675 328.449 328.449 7.7744 977.572 321.348 329.796 328.449 18.8594 18.8594 1.1991e-05 0.242398 0.242394 3.96289e-06
0.0196195 0.0196216 0.0392369 0 2.06499e-06 0 300.397 296.813 503.592 320.683 328.473 328.473 7.79056 977.629 321.359 329.826 328.473 18.9371 18.9371 1.20912e-05 0.243517 0.243513 3.99617e-06
0.019699 0.0197011 0.0393959 0 2.07789e-06 0 300.35 296.752 503.574 320.691 328.498 328.498 7.80669 977.686 321.37 329.856 328.498 19.0148 19.0148 1.21919e-05 0.244635 0.244631 4.02958e-06
0.0197785 0.0197806 0.0395549 0 2.09083e-06 0 300.303 296.691 503.556 320.699 328.522 328.522 7.82279 977.743 321.381 329.886 328.522 19.0925 19.0925 1.2293e-05 0.245752 0.245748 4.06313e-06
0.019858 0.0198601 0.0397139 0 2.10379e-06 0 300.256 296.63 503.538 320.707 328.546 328.546 7.83884 977.799 321.392 329.915 328.546 19.1703 19.1703 1.23944e-05 0.246868 0.246864 4.0968e-06
