dens densu densd denss densp densn dense densm xmu xmd xms xm muu mud mus mup mun mue E Eq Eh El P Pq Ph Pl S Sq Sh Sl U Uq Uh Ul chi T
0.410849 0.408536 0.874683 0.0328001 0.0977604 0.255598 0.00850993 0.00306397 52.6466 36.831 447.001 235.808 324.994 430.786 430.786 1080.77 1186.57 105.792 441.665 483.79 349.987 1.51199 67.887 67.4573 67.4573 0.429658 0.821698 1.02636 0.316868 0.0267246 441.665 483.79 349.987 1.51199 0.67387 26.8376
0.410681 0.40832 0.874526 0.0327886 0.097712 0.255575 0.00851763 0.00306888 52.6904 36.8571 447.005 235.878 324.932 430.754 430.754 1080.62 1186.44 105.821 441.457 483.651 349.91 1.51412 67.8436 67.4133 67.4133 0.430261 0.821362 1.02649 0.31696 0.0267544 441.457 483.651 349.91 1.51412 0.673187 26.8473
0.410514 0.408104 0.874369 0.0327771 0.0976636 0.255552 0.00852533 0.00307379 52.7343 36.8833 447.009 235.948 324.871 430.722 430.722 1080.46 1186.32 105.851 441.249 483.512 349.833 1.51626 67.8002 67.3693 67.3693 0.430864 0.821027 1.02662 0.317053 0.0267841 441.249 483.512 349.833 1.51626 0.672505 26.857
0.410346 0.407889 0.874211 0.0327655 0.0976153 0.255529 0.00853302 0.00307869 52.7782 36.9096 447.013 236.018 324.809 430.69 430.69 1080.31 1186.19 105.881 441.041 483.372 349.756 1.51839 67.7568 67.3253 67.3253 0.431467 0.820692 1.02676 0.317145 0.0268139 441.041 483.372 349.756 1.51839 0.671824 26.8666
0.410179 0.407673 0.874054 0.032754 0.097567 0.255506 0.00854072 0.0030836 52.8222 36.9359 447.017 236.088 324.748 430.658 430.658 1080.15 1186.07 105.91 440.833 483.233 349.679 1.52052 67.7134 67.2814 67.2813 0.43207 0.820357 1.02689 0.317237 0.0268436 440.833 483.233 349.679 1.52052 0.671144 26.8763
0.410011 0.407458 0.873896 0.0327424 0.0975187 0.255483 0.0085484 0.00308851 52.8663 36.9622 447.021 236.158 324.687 430.627 430.627 1080 1185.94 105.94 440.626 483.094 349.602 1.52266 67.6701 67.2374 67.2374 0.432673 0.820023 1.02702 0.317329 0.0268733 440.626 483.094 349.601 1.52266 0.670465 26.8859
0.409844 0.407243 0.873738 0.0327309 0.0974704 0.255459 0.00855609 0.00309342 52.9104 36.9885 447.025 236.228 324.625 430.595 430.595 1079.85 1185.82 105.97 440.419 482.954 349.525 1.52479 67.6267 67.1935 67.1934 0.433276 0.819689 1.02715 0.317421 0.026903 440.419 482.954 349.524 1.52479 0.669787 26.8955
0.409677 0.407027 0.87358 0.0327193 0.0974222 0.255436 0.00856377 0.00309833 52.9545 37.0149 447.029 236.298 324.564 430.563 430.563 1079.69 1185.69 105.999 440.212 482.815 349.448 1.52692 67.5834 67.1495 67.1495 0.433879 0.819355 1.02728 0.317513 0.0269328 440.212 482.815 349.447 1.52692 0.669109 26.9052
0.409511 0.406812 0.873423 0.0327077 0.097374 0.255413 0.00857145 0.00310324 52.9987 37.0413 447.033 236.368 324.503 430.531 430.531 1079.54 1185.57 106.029 440.005 482.676 349.371 1.52906 67.5401 67.1056 67.1056 0.434483 0.819021 1.02741 0.317604 0.0269625 440.005 482.676 349.37 1.52906 0.668433 26.9148
0.409344 0.406597 0.873265 0.032696 0.0973258 0.25539 0.00857913 0.00310815 53.043 37.0678 447.037 236.438 324.441 430.499 430.499 1079.38 1185.44 106.058 439.799 482.537 349.293 1.53119 67.4968 67.0617 67.0617 0.435086 0.818688 1.02753 0.317696 0.0269922 439.799 482.537 349.293 1.53119 0.667758 26.9244
0.409178 0.406382 0.873107 0.0326844 0.0972777 0.255367 0.0085868 0.00311306 53.0873 37.0943 447.041 236.509 324.38 430.467 430.468 1079.23 1185.32 106.087 439.592 482.397 349.216 1.53333 67.4535 67.0178 67.0178 0.43569 0.818355 1.02766 0.317788 0.0270219 439.592 482.397 349.216 1.53333 0.667083 26.934
0.409011 0.406168 0.872949 0.0326727 0.0972295 0.255343 0.00859448 0.00311797 53.1317 37.1208 447.045 236.579 324.319 430.436 430.436 1079.07 1185.19 106.117 439.386 482.258 349.139 1.53546 67.4102 66.9739 66.9739 0.436294 0.818022 1.02779 0.317879 0.0270516 439.386 482.258 349.139 1.53546 0.66641 26.9436
0.408845 0.405953 0.872791 0.032661 0.0971814 0.25532 0.00860214 0.00312289 53.1761 37.1474 447.049 236.649 324.257 430.404 430.404 1078.92 1185.07 106.146 439.18 482.119 349.062 1.5376 67.3669 66.9301 66.93 0.436898 0.81769 1.02792 0.317971 0.0270813 439.18 482.119 349.062 1.5376 0.665737 26.9532
0.408679 0.405738 0.872632 0.0326493 0.0971333 0.255297 0.00860981 0.0031278 53.2206 37.174 447.053 236.719 324.196 430.372 430.372 1078.76 1184.94 106.176 438.975 481.979 348.985 1.53974 67.3237 66.8862 66.8862 0.437502 0.817358 1.02804 0.318062 0.027111 438.975 481.979 348.985 1.53974 0.665066 26.9628
0.408513 0.405523 0.872474 0.0326376 0.0970853 0.255273 0.00861747 0.00313271 53.2652 37.2006 447.057 236.79 324.135 430.34 430.34 1078.61 1184.82 106.205 438.769 481.84 348.908 1.54187 67.2804 66.8424 66.8423 0.438106 0.817026 1.02817 0.318153 0.0271407 438.769 481.84 348.908 1.54187 0.664395 26.9724
0.408347 0.405309 0.872316 0.0326259 0.0970372 0.25525 0.00862513 0.00313762 53.3098 37.2273 447.061 236.86 324.074 430.308 430.308 1078.46 1184.69 106.234 438.564 481.701 348.831 1.54401 67.2372 66.7985 66.7985 0.43871 0.816695 1.0283 0.318244 0.0271704 438.564 481.701 348.831 1.54401 0.663725 26.982
0.408182 0.405094 0.872157 0.0326141 0.0969892 0.255227 0.00863279 0.00314253 53.3545 37.2541 447.065 236.931 324.013 430.276 430.276 1078.3 1184.57 106.263 438.359 481.561 348.754 1.54614 67.194 66.7547 66.7547 0.439315 0.816364 1.02842 0.318335 0.0272001 438.359 481.561 348.754 1.54614 0.663056 26.9916
0.408016 0.40488 0.871999 0.0326023 0.0969412 0.255203 0.00864045 0.00314745 53.3992 37.2808 447.069 237.001 323.952 430.244 430.244 1078.15 1184.44 106.293 438.154 481.422 348.677 1.54828 67.1508 66.7109 66.7109 0.439919 0.816033 1.02855 0.318426 0.0272298 438.154 481.422 348.677 1.54828 0.662388 27.0011
0.407851 0.404666 0.87184 0.0325906 0.0968933 0.25518 0.0086481 0.00315236 53.444 37.3076 447.073 237.072 323.89 430.212 430.212 1077.99 1184.32 106.322 437.949 481.283 348.6 1.55042 67.1076 66.6671 66.6671 0.440524 0.815702 1.02867 0.318517 0.0272594 437.949 481.283 348.6 1.55042 0.661721 27.0107
0.407686 0.404451 0.871682 0.0325787 0.0968453 0.255156 0.00865575 0.00315727 53.4888 37.3345 447.077 237.142 323.829 430.18 430.18 1077.84 1184.19 106.351 437.745 481.143 348.523 1.55256 67.0644 66.6233 66.6233 0.441128 0.815372 1.0288 0.318608 0.0272891 437.745 481.143 348.522 1.55256 0.661055 27.0202
0.407521 0.404237 0.871523 0.0325669 0.0967974 0.255132 0.00866339 0.00316219 53.5337 37.3613 447.081 237.213 323.768 430.148 430.148 1077.68 1184.07 106.38 437.54 481.004 348.446 1.55469 67.0213 66.5795 66.5795 0.441733 0.815042 1.02892 0.318699 0.0273188 437.54 481.004 348.445 1.55469 0.66039 27.0298
0.407356 0.404023 0.871364 0.0325551 0.0967495 0.255109 0.00867104 0.0031671 53.5787 37.3883 447.085 237.284 323.707 430.116 430.116 1077.53 1183.94 106.409 437.336 480.865 348.368 1.55683 66.9781 66.5358 66.5358 0.442338 0.814712 1.02905 0.31879 0.0273484 437.336 480.865 348.368 1.55683 0.659726 27.0393
0.407191 0.403809 0.871205 0.0325432 0.0967017 0.255085 0.00867868 0.00317202 53.6237 37.4152 447.09 237.355 323.646 430.084 430.084 1077.38 1183.82 106.438 437.132 480.725 348.291 1.55897 66.935 66.492 66.492 0.442943 0.814383 1.02917 0.31888 0.0273781 437.132 480.725 348.291 1.55897 0.659062 27.0489
0.407027 0.403595 0.871046 0.0325314 0.0966538 0.255062 0.00868632 0.00317693 53.6688 37.4422 447.094 237.425 323.585 430.052 430.052 1077.22 1183.69 106.467 436.929 480.586 348.214 1.56111 66.8918 66.4483 66.4483 0.443548 0.814054 1.02929 0.318971 0.0274077 436.929 480.586 348.214 1.56111 0.658399 27.0584
0.406862 0.403381 0.870887 0.0325195 0.096606 0.255038 0.00869395 0.00318185 53.714 37.4692 447.098 237.496 323.524 430.02 430.02 1077.07 1183.57 106.496 436.725 480.446 348.137 1.56325 66.8487 66.4046 66.4046 0.444153 0.813725 1.02941 0.319061 0.0274374 436.725 480.446 348.137 1.56325 0.657738 27.0679
0.406698 0.403168 0.870728 0.0325076 0.0965582 0.255014 0.00870158 0.00318676 53.7592 37.4963 447.102 237.567 323.463 429.988 429.988 1076.91 1183.44 106.525 436.522 480.307 348.06 1.56538 66.8056 66.3609 66.3608 0.444758 0.813396 1.02954 0.319151 0.027467 436.522 480.307 348.06 1.56538 0.657077 27.0774
0.406534 0.402954 0.870569 0.0324956 0.0965104 0.25499 0.00870921 0.00319168 53.8044 37.5234 447.106 237.638 323.402 429.956 429.956 1076.76 1183.32 106.554 436.319 480.168 347.983 1.56752 66.7625 66.3172 66.3171 0.445363 0.813068 1.02966 0.319242 0.0274966 436.319 480.168 347.983 1.56752 0.656417 27.0869
0.40637 0.40274 0.87041 0.0324837 0.0964627 0.254967 0.00871684 0.00319659 53.8497 37.5506 447.11 237.709 323.341 429.924 429.924 1076.61 1183.19 106.583 436.116 480.028 347.906 1.56966 66.7194 66.2735 66.2735 0.445969 0.81274 1.02978 0.319332 0.0275263 436.116 480.028 347.906 1.56966 0.655758 27.0964
0.406206 0.402527 0.87025 0.0324717 0.096415 0.254943 0.00872446 0.00320151 53.8951 37.5777 447.114 237.78 323.28 429.892 429.892 1076.45 1183.07 106.612 435.913 479.889 347.829 1.5718 66.6764 66.2298 66.2298 0.446574 0.812412 1.0299 0.319422 0.0275559 435.913 479.889 347.829 1.5718 0.6551 27.1059
0.406042 0.402313 0.870091 0.0324597 0.0963673 0.254919 0.00873208 0.00320642 53.9406 37.605 447.118 237.851 323.22 429.86 429.86 1076.3 1182.94 106.641 435.711 479.75 347.752 1.57394 66.6333 66.1861 66.1861 0.44718 0.812085 1.03002 0.319512 0.0275855 435.711 479.75 347.751 1.57394 0.654443 27.1154
0.405879 0.4021 0.869932 0.0324478 0.0963196 0.254895 0.0087397 0.00321134 53.9861 37.6322 447.122 237.922 323.159 429.828 429.828 1076.15 1182.82 106.669 435.508 479.61 347.674 1.57608 66.5903 66.1425 66.1425 0.447786 0.811758 1.03014 0.319602 0.0276151 435.508 479.61 347.674 1.57608 0.653786 27.1249
0.405715 0.401887 0.869772 0.0324357 0.096272 0.254871 0.00874732 0.00321626 54.0316 37.6595 447.127 237.993 323.098 429.796 429.796 1075.99 1182.69 106.698 435.306 479.471 347.597 1.57822 66.5472 66.0989 66.0988 0.448392 0.811431 1.03026 0.319692 0.0276447 435.306 479.471 347.597 1.57822 0.653131 27.1344
0.405552 0.401673 0.869612 0.0324237 0.0962243 0.254847 0.00875493 0.00322117 54.0773 37.6869 447.131 238.064 323.037 429.764 429.764 1075.84 1182.57 106.727 435.104 479.331 347.52 1.58036 66.5042 66.0552 66.0552 0.448997 0.811104 1.03038 0.319781 0.0276743 435.104 479.331 347.52 1.58036 0.652476 27.1439
0.405389 0.40146 0.869453 0.0324117 0.0961767 0.254823 0.00876254 0.00322609 54.1229 37.7142 447.135 238.135 322.976 429.732 429.732 1075.68 1182.44 106.756 434.902 479.192 347.443 1.5825 66.4612 66.0116 66.0116 0.449603 0.810778 1.0305 0.319871 0.0277039 434.902 479.192 347.443 1.5825 0.651822 27.1533
0.405226 0.401247 0.869293 0.0323996 0.0961292 0.254799 0.00877014 0.003231 54.1687 37.7417 447.139 238.207 322.916 429.7 429.7 1075.53 1182.32 106.784 434.701 479.052 347.366 1.58464 66.4182 65.968 65.968 0.45021 0.810452 1.03062 0.319961 0.0277335 434.701 479.052 347.366 1.58464 0.651169 27.1628
0.405063 0.401034 0.869133 0.0323875 0.0960816 0.254775 0.00877775 0.00323592 54.2145 37.7691 447.143 238.278 322.855 429.668 429.668 1075.38 1182.19 106.813 434.499 478.913 347.289 1.58679 66.3752 65.9244 65.9244 0.450816 0.810126 1.03074 0.32005 0.0277631 434.499 478.913 347.289 1.58679 0.650517 27.1723
0.4049 0.400821 0.868973 0.0323754 0.0960341 0.254751 0.00878535 0.00324084 54.2604 37.7966 447.147 238.349 322.794 429.635 429.635 1075.22 1182.07 106.841 434.298 478.774 347.212 1.58893 66.3323 65.8809 65.8808 0.451422 0.809801 1.03085 0.32014 0.0277927 434.298 478.774 347.211 1.58893 0.649866 27.1817
0.404738 0.400608 0.868813 0.0323633 0.0959866 0.254727 0.00879295 0.00324576 54.3063 37.8242 447.152 238.421 322.733 429.603 429.603 1075.07 1181.94 106.87 434.097 478.634 347.134 1.59107 66.2893 65.8373 65.8373 0.452028 0.809476 1.03097 0.320229 0.0278223 434.097 478.634 347.134 1.59107 0.649216 27.1912
0.404575 0.400396 0.868653 0.0323512 0.0959391 0.254703 0.00880054 0.00325067 54.3523 37.8517 447.156 238.492 322.673 429.571 429.571 1074.92 1181.82 106.899 433.896 478.495 347.057 1.59321 66.2464 65.7937 65.7937 0.452635 0.809151 1.03109 0.320318 0.0278518 433.896 478.495 347.057 1.59321 0.648566 27.2006
0.404413 0.400183 0.868493 0.0323391 0.0958917 0.254678 0.00880813 0.00325559 54.3983 37.8794 447.16 238.564 322.612 429.539 429.539 1074.76 1181.69 106.927 433.696 478.355 346.98 1.59535 66.2034 65.7502 65.7502 0.453241 0.808826 1.0312 0.320408 0.0278814 433.696 478.355 346.98 1.59535 0.647917 27.21
0.404251 0.39997 0.868333 0.0323269 0.0958442 0.254654 0.00881572 0.00326051 54.4444 37.907 447.164 238.635 322.551 429.507 429.507 1074.61 1181.57 106.956 433.495 478.216 346.903 1.59749 66.1605 65.7067 65.7067 0.453848 0.808502 1.03132 0.320497 0.027911 433.495 478.216 346.903 1.59749 0.64727 27.2195
0.404089 0.399758 0.868173 0.0323147 0.0957968 0.25463 0.00882331 0.00326542 54.4906 37.9347 447.168 238.707 322.491 429.475 429.475 1074.46 1181.44 106.984 433.295 478.076 346.826 1.59964 66.1176 65.6632 65.6632 0.454454 0.808178 1.03144 0.320586 0.0279405 433.295 478.076 346.826 1.59964 0.646623 27.2289
0.403927 0.399545 0.868012 0.0323025 0.0957494 0.254606 0.00883089 0.00327034 54.5368 37.9625 447.173 238.778 322.43 429.442 429.442 1074.3 1181.32 107.012 433.095 477.937 346.749 1.60178 66.0747 65.6197 65.6197 0.455061 0.807854 1.03155 0.320675 0.0279701 433.095 477.937 346.748 1.60178 0.645977 27.2383
