dens densu densd denss densp densn dense densm xmu xmd xms xm muu mud mus mup mun mue E Eq Eh El P Pq Ph Pl S Sq Sh Sl U Uq Uh Ul chi T
0.497834 0.497097 0.98011 0.202908 0.114299 0.307279 0.0116484 0.00503721 36.6818 25.8021 414.734 192.43 363.487 482.407 482.407 1209.38 1328.3 118.92 567.504 671.326 434.948 2.37319 122.367 121.694 121.694 0.673422 0.995667 1.44957 0.356899 0.0369863 567.504 671.326 434.947 2.37319 0.550742 28.7231
0.497657 0.496877 0.979993 0.202793 0.114245 0.307267 0.0116601 0.00504528 36.7045 25.8145 414.756 192.472 363.418 482.378 482.378 1209.22 1328.17 118.96 567.26 671.139 434.87 2.37675 122.314 121.64 121.64 0.674438 0.995314 1.44971 0.356986 0.0370282 567.26 671.139 434.87 2.37675 0.550276 28.7324
0.497481 0.496656 0.979877 0.202679 0.114192 0.307256 0.0116718 0.00505336 36.7271 25.8269 414.779 192.514 363.35 482.35 482.35 1209.05 1328.05 119 567.015 670.951 434.793 2.38031 122.261 121.586 121.586 0.675455 0.994961 1.44985 0.357072 0.0370702 567.015 670.951 434.792 2.38031 0.549811 28.7417
0.497305 0.496436 0.97976 0.202565 0.114138 0.307245 0.0116836 0.00506144 36.7498 25.8393 414.801 192.557 363.281 482.322 482.322 1208.88 1327.92 119.04 566.771 670.764 434.715 2.38387 122.208 121.532 121.532 0.676472 0.994609 1.44998 0.357158 0.0371121 566.771 670.764 434.715 2.38387 0.549346 28.751
0.497129 0.496216 0.979643 0.202451 0.114085 0.307233 0.0116953 0.00506951 36.7725 25.8517 414.824 192.599 363.213 482.293 482.293 1208.72 1327.8 119.08 566.528 670.576 434.638 2.38743 122.155 121.478 121.478 0.67749 0.994257 1.45012 0.357244 0.0371541 566.527 670.576 434.637 2.38743 0.548882 28.7603
0.496953 0.495996 0.979527 0.202336 0.114031 0.307222 0.0117069 0.00507759 36.7952 25.8641 414.846 192.641 363.145 482.265 482.265 1208.55 1327.67 119.12 566.284 670.389 434.56 2.39099 122.102 121.424 121.424 0.678507 0.993905 1.45025 0.35733 0.037196 566.284 670.389 434.56 2.39099 0.548418 28.7696
0.496777 0.495776 0.97941 0.202222 0.113977 0.30721 0.0117186 0.00508567 36.818 25.8765 414.869 192.684 363.076 482.237 482.237 1208.39 1327.55 119.161 566.041 670.201 434.483 2.39455 122.049 121.37 121.37 0.679525 0.993554 1.45039 0.357416 0.037238 566.04 670.201 434.483 2.39455 0.547955 28.7789
0.496602 0.495556 0.979293 0.202108 0.113924 0.307199 0.0117303 0.00509375 36.8407 25.889 414.891 192.726 363.008 482.209 482.209 1208.22 1327.42 119.201 565.798 670.014 434.406 2.39812 121.997 121.316 121.316 0.680543 0.993203 1.45052 0.357502 0.0372799 565.797 670.014 434.405 2.39812 0.547493 28.7881
0.496426 0.495336 0.979176 0.201994 0.113871 0.307187 0.011742 0.00510184 36.8635 25.9014 414.913 192.769 362.94 482.18 482.18 1208.06 1327.3 119.24 565.555 669.827 434.328 2.40168 121.944 121.262 121.262 0.681562 0.992853 1.45066 0.357588 0.0373218 565.555 669.827 434.328 2.40168 0.547031 28.7974
0.496251 0.495117 0.979059 0.201879 0.113817 0.307176 0.0117537 0.00510992 36.8863 25.9139 414.936 192.811 362.871 482.152 482.152 1207.89 1327.17 119.28 565.312 669.639 434.251 2.40524 121.891 121.208 121.208 0.682581 0.992502 1.45079 0.357674 0.0373637 565.312 669.639 434.25 2.40524 0.54657 28.8067
0.496076 0.494897 0.978942 0.201765 0.113764 0.307164 0.0117654 0.005118 36.9091 25.9264 414.958 192.854 362.803 482.123 482.123 1207.73 1327.05 119.32 565.07 669.452 434.174 2.40881 121.838 121.155 121.154 0.6836 0.992152 1.45092 0.35776 0.0374057 565.07 669.452 434.173 2.40881 0.546109 28.816
0.495902 0.494678 0.978825 0.201651 0.113711 0.307153 0.0117771 0.00512609 36.9319 25.9389 414.981 192.896 362.735 482.095 482.095 1207.57 1326.92 119.36 564.828 669.265 434.096 2.41238 121.785 121.101 121.101 0.684619 0.991803 1.45106 0.357846 0.0374476 564.828 669.265 434.096 2.41238 0.545649 28.8252
0.495727 0.494459 0.978708 0.201537 0.113657 0.307141 0.0117887 0.00513417 36.9548 25.9514 415.003 192.938 362.667 482.067 482.067 1207.4 1326.8 119.4 564.586 669.078 434.019 2.41594 121.733 121.047 121.047 0.685639 0.991454 1.45119 0.357932 0.0374895 564.586 669.078 434.018 2.41594 0.545189 28.8345
0.495553 0.49424 0.97859 0.201422 0.113604 0.307129 0.0118004 0.00514226 36.9776 25.9639 415.026 192.981 362.599 482.038 482.038 1207.24 1326.67 119.439 564.345 668.89 433.942 2.41951 121.68 120.993 120.993 0.686659 0.991105 1.45132 0.358017 0.0375314 564.345 668.89 433.941 2.41951 0.54473 28.8438
0.495378 0.494021 0.978473 0.201308 0.113551 0.307117 0.0118121 0.00515034 37.0005 25.9764 415.048 193.024 362.531 482.01 482.01 1207.07 1326.55 119.479 564.104 668.703 433.864 2.42308 121.627 120.939 120.939 0.687679 0.990756 1.45145 0.358103 0.0375733 564.103 668.703 433.864 2.42308 0.544272 28.853
0.495204 0.493803 0.978356 0.201194 0.113498 0.307106 0.0118237 0.00515843 37.0234 25.989 415.07 193.066 362.462 481.981 481.981 1206.91 1326.42 119.519 563.863 668.516 433.787 2.42665 121.574 120.886 120.886 0.688699 0.990408 1.45158 0.358189 0.0376152 563.862 668.516 433.786 2.42665 0.543814 28.8623
0.49503 0.493584 0.978238 0.201079 0.113445 0.307094 0.0118354 0.00516652 37.0463 26.0015 415.093 193.109 362.394 481.953 481.953 1206.74 1326.3 119.558 563.622 668.329 433.71 2.43022 121.522 120.832 120.832 0.68972 0.99006 1.45172 0.358274 0.0376571 563.622 668.329 433.709 2.43022 0.543357 28.8715
0.494856 0.493366 0.97812 0.200965 0.113392 0.307082 0.011847 0.00517461 37.0693 26.0141 415.115 193.151 362.326 481.924 481.924 1206.58 1326.17 119.598 563.381 668.142 433.632 2.43379 121.469 120.778 120.778 0.690741 0.989713 1.45185 0.35836 0.037699 563.381 668.142 433.632 2.43379 0.5429 28.8808
0.494683 0.493148 0.978003 0.200851 0.113339 0.30707 0.0118587 0.0051827 37.0922 26.0267 415.138 193.194 362.258 481.896 481.896 1206.41 1326.05 119.637 563.141 667.955 433.555 2.43736 121.416 120.724 120.724 0.691763 0.989365 1.45198 0.358445 0.0377409 563.141 667.955 433.554 2.43736 0.542444 28.89
0.494509 0.49293 0.977885 0.200737 0.113286 0.307058 0.0118703 0.00519079 37.1152 26.0393 415.16 193.236 362.19 481.867 481.867 1206.25 1325.92 119.677 562.901 667.768 433.478 2.44093 121.363 120.671 120.671 0.692784 0.989019 1.45211 0.35853 0.0377828 562.901 667.768 433.477 2.44093 0.541989 28.8993
0.494336 0.492712 0.977767 0.200622 0.113233 0.307046 0.011882 0.00519888 37.1382 26.0519 415.183 193.279 362.123 481.839 481.839 1206.08 1325.8 119.716 562.662 667.581 433.4 2.44451 121.311 120.617 120.617 0.693806 0.988672 1.45224 0.358616 0.0378247 562.661 667.581 433.4 2.44451 0.541534 28.9085
0.494163 0.492494 0.97765 0.200508 0.11318 0.307034 0.0118936 0.00520697 37.1612 26.0645 415.205 193.321 362.055 481.81 481.81 1205.92 1325.67 119.756 562.422 667.394 433.323 2.44808 121.258 120.563 120.563 0.694828 0.988326 1.45236 0.358701 0.0378666 562.422 667.394 433.323 2.44808 0.541079 28.9178
0.49399 0.492276 0.977532 0.200394 0.113127 0.307022 0.0119053 0.00521506 37.1842 26.0771 415.228 193.364 361.987 481.782 481.782 1205.76 1325.55 119.795 562.183 667.207 433.246 2.45166 121.205 120.51 120.51 0.695851 0.98798 1.45249 0.358786 0.0379085 562.183 667.207 433.245 2.45166 0.540625 28.927
0.493818 0.492059 0.977414 0.20028 0.113074 0.30701 0.0119169 0.00522315 37.2073 26.0898 415.25 193.407 361.919 481.753 481.753 1205.59 1325.42 119.834 561.944 667.02 433.169 2.45523 121.153 120.456 120.456 0.696873 0.987635 1.45262 0.358871 0.0379504 561.944 667.02 433.168 2.45523 0.540172 28.9362
0.493645 0.491841 0.977296 0.200165 0.113022 0.306997 0.0119285 0.00523125 37.2304 26.1024 415.272 193.449 361.851 481.724 481.724 1205.43 1325.3 119.873 561.705 666.833 433.091 2.45881 121.1 120.402 120.402 0.697896 0.98729 1.45275 0.358957 0.0379922 561.705 666.833 433.091 2.45881 0.539719 28.9454
0.493473 0.491624 0.977177 0.200051 0.112969 0.306985 0.0119402 0.00523934 37.2534 26.1151 415.295 193.492 361.783 481.696 481.696 1205.26 1325.17 119.913 561.467 666.646 433.014 2.46238 121.048 120.349 120.349 0.698919 0.986945 1.45288 0.359042 0.0380341 561.466 666.646 433.014 2.46238 0.539267 28.9547
0.4933 0.491407 0.977059 0.199937 0.112916 0.306973 0.0119518 0.00524743 37.2765 26.1278 415.317 193.535 361.716 481.667 481.667 1205.1 1325.05 119.952 561.228 666.459 432.937 2.46596 120.995 120.295 120.295 0.699943 0.9866 1.453 0.359127 0.038076 561.228 666.459 432.936 2.46596 0.538816 28.9639
0.493128 0.49119 0.976941 0.199822 0.112864 0.306961 0.0119634 0.00525553 37.2997 26.1405 415.34 193.577 361.648 481.639 481.639 1204.93 1324.92 119.991 560.991 666.273 432.86 2.46954 120.943 120.242 120.242 0.700967 0.986256 1.45313 0.359212 0.0381179 560.99 666.273 432.859 2.46954 0.538364 28.9731
0.492956 0.490973 0.976823 0.199708 0.112811 0.306948 0.011975 0.00526363 37.3228 26.1532 415.362 193.62 361.58 481.61 481.61 1204.77 1324.8 120.03 560.753 666.086 432.783 2.47312 120.89 120.188 120.188 0.701991 0.985912 1.45326 0.359296 0.0381597 560.753 666.086 432.782 2.47312 0.537914 28.9823
0.492785 0.490757 0.976704 0.199594 0.112759 0.306936 0.0119866 0.00527172 37.346 26.1659 415.385 193.663 361.512 481.581 481.581 1204.61 1324.67 120.069 560.515 665.899 432.705 2.4767 120.837 120.134 120.134 0.703015 0.985569 1.45338 0.359381 0.0382016 560.515 665.899 432.705 2.4767 0.537464 28.9915
0.492613 0.49054 0.976586 0.19948 0.112706 0.306924 0.0119982 0.00527982 37.3691 26.1786 415.407 193.706 361.445 481.553 481.553 1204.44 1324.55 120.108 560.278 665.712 432.628 2.48028 120.785 120.081 120.081 0.704039 0.985226 1.45351 0.359466 0.0382434 560.278 665.712 432.628 2.48028 0.537014 29.0007
0.492442 0.490324 0.976467 0.199365 0.112654 0.306911 0.0120099 0.00528792 37.3923 26.1914 415.429 193.748 361.377 481.524 481.524 1204.28 1324.42 120.147 560.041 665.526 432.551 2.48386 120.732 120.027 120.027 0.705064 0.984883 1.45363 0.359551 0.0382853 560.041 665.526 432.551 2.48386 0.536566 29.0099
0.49227 0.490108 0.976349 0.199251 0.112601 0.306899 0.0120215 0.00529601 37.4156 26.2041 415.452 193.791 361.31 481.495 481.495 1204.11 1324.3 120.185 559.804 665.339 432.474 2.48744 120.68 119.974 119.974 0.706089 0.98454 1.45376 0.359635 0.0383271 559.804 665.339 432.473 2.48744 0.536117 29.0191
0.492099 0.489891 0.97623 0.199137 0.112549 0.306886 0.0120331 0.00530411 37.4388 26.2169 415.474 193.834 361.242 481.466 481.466 1203.95 1324.17 120.224 559.568 665.152 432.397 2.49102 120.627 119.92 119.92 0.707114 0.984198 1.45388 0.35972 0.038369 559.568 665.152 432.396 2.49102 0.535669 29.0283
0.491928 0.489675 0.976111 0.199022 0.112497 0.306874 0.0120446 0.00531221 37.462 26.2297 415.497 193.877 361.175 481.438 481.438 1203.79 1324.05 120.263 559.332 664.966 432.32 2.4946 120.575 119.867 119.867 0.70814 0.983856 1.45401 0.359805 0.0384108 559.331 664.966 432.319 2.4946 0.535222 29.0375
0.491758 0.48946 0.975993 0.198908 0.112445 0.306861 0.0120562 0.00532031 37.4853 26.2425 415.519 193.92 361.107 481.409 481.409 1203.62 1323.92 120.302 559.096 664.779 432.243 2.49819 120.523 119.813 119.813 0.709165 0.983515 1.45413 0.359889 0.0384526 559.095 664.779 432.242 2.49819 0.534776 29.0467
0.491587 0.489244 0.975874 0.198794 0.112392 0.306848 0.0120678 0.00532841 37.5086 26.2553 415.542 193.962 361.04 481.38 481.38 1203.46 1323.8 120.34 558.86 664.593 432.165 2.50177 120.47 119.76 119.76 0.710191 0.983174 1.45425 0.359974 0.0384945 558.86 664.593 432.165 2.50177 0.534329 29.0559
0.491417 0.489028 0.975755 0.19868 0.11234 0.306836 0.0120794 0.00533651 37.5319 26.2681 415.564 194.005 360.972 481.351 481.351 1203.3 1323.67 120.379 558.624 664.406 432.088 2.50536 120.418 119.707 119.706 0.711218 0.982833 1.45438 0.360058 0.0385363 558.624 664.406 432.088 2.50536 0.533884 29.0651
0.491246 0.488813 0.975636 0.198565 0.112288 0.306823 0.012091 0.00534461 37.5552 26.2809 415.586 194.048 360.905 481.323 481.323 1203.13 1323.55 120.418 558.389 664.22 432.011 2.50894 120.365 119.653 119.653 0.712244 0.982492 1.4545 0.360143 0.0385781 558.389 664.22 432.011 2.50894 0.533439 29.0743
0.491076 0.488598 0.975517 0.198451 0.112236 0.30681 0.0121026 0.00535271 37.5786 26.2938 415.609 194.091 360.837 481.294 481.294 1202.97 1323.42 120.456 558.154 664.033 431.934 2.51253 120.313 119.6 119.6 0.713271 0.982152 1.45462 0.360227 0.0386199 558.154 664.033 431.934 2.51253 0.532994 29.0834
0.490906 0.488383 0.975398 0.198337 0.112184 0.306797 0.0121141 0.00536081 37.602 26.3067 415.631 194.134 360.77 481.265 481.265 1202.81 1323.3 120.495 557.919 663.847 431.857 2.51611 120.261 119.546 119.546 0.714298 0.981812 1.45474 0.360311 0.0386617 557.919 663.847 431.856 2.51611 0.53255 29.0926
0.490736 0.488167 0.975278 0.198223 0.112132 0.306784 0.0121257 0.00536891 37.6253 26.3195 415.654 194.177 360.703 481.236 481.236 1202.64 1323.17 120.533 557.685 663.661 431.78 2.5197 120.208 119.493 119.493 0.715325 0.981473 1.45486 0.360395 0.0387035 557.685 663.661 431.779 2.5197 0.532107 29.1018
